id,rho_dev__coherente,rho_dev__first,rho_dev__last,rho_dev__max,rho_dev__mean,rho_dev__median,rho_dev__min,rho_dev__sum,rho_dev__twmean,p_dev__coherente,p_dev__first,p_dev__last,p_dev__max,p_dev__mean,p_dev__median,p_dev__min,p_dev__sum,p_dev__twmean,n_dev__coherente,n_dev__first,n_dev__last,n_dev__max,n_dev__mean,n_dev__median,n_dev__min,n_dev__sum,n_dev__twmean,rho_lockbox__coherente,rho_lockbox__first,rho_lockbox__last,rho_lockbox__max,rho_lockbox__mean,rho_lockbox__median,rho_lockbox__min,rho_lockbox__sum,rho_lockbox__twmean,p_lockbox__coherente,p_lockbox__first,p_lockbox__last,p_lockbox__max,p_lockbox__mean,p_lockbox__median,p_lockbox__min,p_lockbox__sum,p_lockbox__twmean,n_lockbox__coherente,n_lockbox__first,n_lockbox__last,n_lockbox__max,n_lockbox__mean,n_lockbox__median,n_lockbox__min,n_lockbox__sum,n_lockbox__twmean,fase,agg_registrada,rho_coherente_dev,p_coherente_dev,mejor_regla_dev,rho_mejor_dev,brecha
F11_log_sn_feo_next,0.04129485921140429,-0.15368358904979856,0.04129485921140429,-0.17919152468320837,-0.11600936754131966,-0.15535322246731642,0.023553303681695857,-0.11670134488926434,-0.09868408672026997,0.4776006974016351,0.00786883430444171,0.4776006974016351,0.001899585323641976,0.045394921244927534,0.007212430186805316,0.6855212932005808,0.04411526036132971,0.08902844788715081,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.08808563748079878,-0.3052035330261137,0.08808563748079878,-0.3299251152073732,-0.19556451612903225,-0.19940476190476192,0.12168778801843318,-0.20674923195084488,-0.15773809523809523,0.49240185585645674,0.015002884632360323,0.49240185585645674,0.008274851745318067,0.12452974376471113,0.11715845883117977,0.3420805951374118,0.1039967737478718,0.21694863388073743,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Fusión,last,0.04129485921140429,0.4776006974016351,last,0.04129485921140429,0.0
F12_d_log_sn_feo,0.05477345337281141,-0.04857875969635526,0.09550715795244535,-0.06830011411277825,0.05639093908717486,0.08821690905145822,0.16266705119929514,0.05477345337281141,0.11378832884522991,0.346054370607906,0.4033977352661576,0.09985774831895167,0.23981046727372535,0.33197695550044715,0.128655941671391,0.004877115811555991,0.346054370607906,0.049714320167872236,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.07200460829493087,-0.22321428571428573,0.2693452380952381,-0.26368087557603687,0.07411674347158219,0.35896697388632876,0.30174731182795705,0.07200460829493087,0.16671466973886329,0.5749318584687826,0.07866399988003368,0.03278773200596734,0.03678866011211711,0.5637381664447879,0.0038632034604268177,0.016243545218632093,0.5749318584687826,0.19157999725840305,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Fusión,sum,0.05477345337281141,0.346054370607906,min,0.16266705119929514,0.10789359782648372
F13_masa_por_carga,0.03801726270357726,0.14502888415931892,-0.019367430222405415,0.0054539695625193145,0.06135812117720492,0.12377030614556146,-0.003882283135274089,0.03376745162563662,0.032584832409752164,0.5132677850980758,0.012199190865811792,0.7391646312680481,0.9253036836521328,0.2910829644233602,0.032691960457426894,0.9467909295050095,0.5614882602546867,0.5752842534840907,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.17189900153609833,0.13805683563748078,0.07358870967741937,0.13800883256528418,0.16589861751152074,0.16954685099846392,-0.014976958525345623,0.07526881720430108,0.1525057603686636,0.1779364501307203,0.2805761499999425,0.5665269678446353,0.28074505281908096,0.19379414569079864,0.18403646901180204,0.9072547568607027,0.5576760009205352,0.23277852420543185,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Fusión,ratio,0.03801726270357726,0.5132677850980758,first,0.14502888415931892,0.10701162145574165
F14_sn_ret_por_c,-0.0037913797917851007,0.06795088709690861,0.030351444038219367,0.05779303469479958,0.025431402088587945,0.048114382586695155,0.02669338151216621,-0.012995712648339817,0.007979990620240905,0.9480350404082577,0.24222784610916379,0.6017640555186903,0.32007643280140735,0.6619374995092088,0.40791310001576814,0.6462741090523643,0.8232184685441605,0.8908891303328584,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.14813748079877112,-0.0016321044546850998,0.19119623655913978,0.011568740399385562,0.09086981566820276,0.01728110599078341,0.23679915514592934,0.05222734254992319,0.1389688940092166,0.24659256670853197,0.9898711127275848,0.1333375492844995,0.9282965647399969,0.47877074908374245,0.8930642956955274,0.06168273997949237,0.6843619299505921,0.2773797825836351,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Fusión,ratio,-0.0037913797917851007,0.9480350404082577,first,0.06795088709690861,0.07174226688869371
F15_dT,-0.0653520684159727,-0.1224264326277749,0.12613633812933492,-0.05488182083454917,-0.0653520684159727,-0.06753024623465241,-0.02235909407196247,-0.0653520684159727,-0.02473300262620368,0.2599479455239052,0.03434056792248651,0.02920693174752419,0.3442846148425959,0.2599479455239052,0.24436511516201204,0.7001977184941456,0.2599479455239052,0.6701461875419565,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,0.1900441628264209,-0.19662058371735794,0.3705357142857143,0.09264592933947774,0.1900441628264209,0.2175499231950845,-0.04550691244239631,0.1900441628264209,0.2026689708141321,0.13573700401495248,0.12246836307018177,0.0027958542333718023,0.470181218857247,0.13573700401495248,0.08675840684886693,0.7232261222493803,0.13573700401495248,0.11115957384556124,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Fusión,sum,-0.0653520684159727,0.2599479455239052,last,0.12613633812933492,0.19148840654530763
F16_sn_ret_frac,0.06253938001822448,0.13555115247557617,0.03766265832212724,0.02729663279633473,0.09520288744099656,0.07806397797643784,0.044513506141752424,0.05991793765356648,0.09208989629182217,0.2818764884615516,0.019234441398497518,0.5172076865689255,0.6388409094185354,0.10094753781767461,0.17895440897888534,0.44393081350014213,0.3025767380225188,0.11264642167633145,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.17497119815668205,0.1149673579109063,0.21519777265745008,0.1611463133640553,0.17405913978494625,0.13042434715821813,0.22523041474654376,0.1144873271889401,0.22547043010752685,0.17019191873363934,0.3695952152377028,0.09030648598649213,0.20705283287248458,0.17246490323992644,0.30827840919800836,0.07593199832012618,0.37161052785232024,0.07561185139607363,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Fusión,ratio,0.06253938001822448,0.2818764884615516,first,0.13555115247557617,0.07301177245735169
R01_sn_ext,0.021351763692002968,0.01068733166778104,-0.0693698222148762,0.011839115720061152,-0.02677376444519718,0.012099854235833225,-0.06786388723943436,0.021351763692002968,-0.011561145789333708,0.7135583323381609,0.8542316880390878,0.2325113272560184,0.8387262533540655,0.6452815867331316,0.8352245701594618,0.24283271077536345,0.7135583323381609,0.8424628525111577,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.044450844854070665,0.09408602150537636,0.2970430107526882,0.09451804915514593,-0.04041858678955453,-0.05688364055299539,-0.023329493087557607,0.044450844854070665,0.06686827956989248,0.7294001737744276,0.46327814367971076,0.018072757485069948,0.4612180153660649,0.7531284950435037,0.6578977548997645,0.8559840013087273,0.7294001737744276,0.602571828927492,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,sum,0.021351763692002968,0.7135583323381609,sum,0.021351763692002968,0.0
R02_feo_ret,0.2740171532117841,0.1828799513363272,0.13001821223297735,0.15479481922434943,0.27936264513445724,0.2180846190913305,0.1453616520730615,0.2740171532117841,0.275623549113482,1.630877218518332e-06,0.0015500805022995237,0.02504135700636714,0.007527408531693742,9.987360957693416e-07,0.00015171173880833917,0.012145525408043027,1.630877218518332e-06,1.408939638981289e-06,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,-0.13628072196620586,0.06686827956989248,-0.19738863287250388,-0.1270641321044547,-0.10431067588325653,-0.21860599078341017,0.15653801843317974,-0.13628072196620586,0.017473118279569894,0.2868704033684845,0.602571828927492,0.12098558261368514,0.32101512427108114,0.4158834702467772,0.08520152330441016,0.22051078845246577,0.2868704033684845,0.8918832005183375,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,sum,0.2740171532117841,1.630877218518332e-06,mean,0.27936264513445724,0.00534549192267314
R03_sn_net_l03,0.016265044788534723,-0.002573348210932104,0.017174740329102746,-0.0023072187501717704,-0.013469082261028572,0.04695100836040434,-0.008972364677062665,0.016265044788534723,-0.010302095872565671,0.7801349768422771,0.9647757985599896,0.7681789704988741,0.9684165977115196,0.8171954713839819,0.420143891166007,0.8776270965709064,0.7801349768422771,0.8596661874370884,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,0.041474654377880185,0.11727150537634407,0.22753456221198157,0.11770353302611368,-0.030193932411674344,-0.17108294930875578,0.011376728110599078,0.041474654377880185,0.07594086021505377,0.7468908972628707,0.36001424032903273,0.07290272325058898,0.35823489182128715,0.8142775663269164,0.1800359278812381,0.9294836111990287,0.7468908972628707,0.5541540846719115,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,sum,0.016265044788534723,0.7801349768422771,median,0.04695100836040434,0.030685963571869618
R04_sn_net_l06,0.03496235711000812,0.008516142744330666,0.10719703840509211,0.008452473217573888,0.009282009282009283,0.06630791865691195,0.10993253778488679,0.03496235711000812,0.007702180520972468,0.548390913523598,0.883804316893296,0.06504780313025788,0.8846669667861673,0.8734387213547424,0.2546342229765743,0.058451957497381836,0.548390913523598,0.8948425576378616,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,0.0424347158218126,0.11707949308755762,0.055779569892473124,0.11751152073732721,-0.004896313364055299,-0.3042914746543779,-0.0024961597542242702,0.0424347158218126,0.09725422427035331,0.7412343377675514,0.3608067958456357,0.6641365631816488,0.3590250463069973,0.9696197044096017,0.01532210379883411,0.9845093039854641,0.7412343377675514,0.4482871431900163,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,sum,0.03496235711000812,0.548390913523598,min,0.10993253778488679,0.07497018067487868
R05_sn_net_l10,0.05716149340310415,0.021954077323204844,0.13677222066483813,0.022044772044772048,0.03729476883839301,0.10864769589601805,0.1355235650537664,0.05716149340310415,0.029724965966576714,0.3262219555747283,0.70632248984705,0.01836168362389176,0.7051656717591115,0.5220173254316577,0.06147770228859182,0.019464601768447394,0.3262219555747283,0.60989500030391,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,0.046610983102918585,0.1391609062980031,-0.11799155145929338,0.1391609062980031,0.024193548387096777,-0.3651593701996928,-0.07013248847926268,0.046610983102918585,0.10498271889400922,0.7167901678063662,0.27670995772967305,0.35705166213105305,0.27670995772967305,0.8507101208477265,0.0032539442109316852,0.5849383926412547,0.7167901678063662,0.41286943529781633,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,sum,0.05716149340310415,0.3262219555747283,last,0.13677222066483813,0.07961072726173399
R06_frac_sn,-0.03181084023823789,-0.00011471355591297773,-0.07958084245057075,0.0025183963430475153,-0.0623415157516654,-0.04219145306890092,-0.032365128428573704,-0.057401603001446456,-0.051223458632990375,0.5882392574332078,0.9984426754234123,0.17503650669148912,0.9658212203350995,0.28834645217712984,0.4726368704035625,0.5817518073864515,0.3283325904816918,0.383140139801757,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,0.3080837173579109,0.09355798771121351,0.30059523809523814,0.06864439324116743,0.09831029185867897,0.08150921658986175,-0.023473502304147468,0.24375960061443935,0.06019585253456222,0.014032046840071321,0.4658028547710615,0.016676175177880448,0.5929481626774431,0.44335052346653475,0.5253879490339936,0.8551045790729496,0.054205946125339625,0.6393216762214087,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,survival,-0.03181084023823789,0.5882392574332078,max,0.0025183963430475153,0.0343292365812854
R07_kapp_sn,-0.11052080140655238,-0.02793227311840919,-0.08754095711733709,-0.03323941783505326,-0.10869977262788559,-0.06390297763853606,-0.060063941193594594,-0.052352012557404085,-0.11303536001867195,0.06195564442028204,0.6380688007084172,0.1397279472514123,0.5756005344236994,0.06640616359528406,0.28145088662138606,0.31142375627673397,0.3777332444792889,0.056216535211239906,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,0.3509024577572965,0.09130184331797236,0.4132584485407066,0.1382968509984639,0.36367127496159757,0.33381336405529954,0.043730798771121356,0.42434715821812596,0.3509024577572965,0.00480699613579811,0.4766737444058345,0.0007618877106172699,0.2797326455200637,0.0033919880910887952,0.007502670638995552,0.7336196135756647,0.0005281556440950871,0.00480699613579811,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,kapp,-0.11052080140655238,0.06195564442028204,first,-0.02793227311840919,0.08258852828814318
R08_feo_ret_frac,0.3116152140542384,0.15387924014368173,0.1490381440174913,0.16261359314043333,0.3271175551021507,0.27225277931311304,0.13974344012854922,0.26767558500549515,0.3386187624955276,7.391037542132601e-08,0.009147833130707944,0.011618151921102979,0.005844657704563831,1.475130285372929e-08,2.9739669320583213e-06,0.018052485410708776,4.410649748506774e-06,4.203459822256988e-09,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,-0.061011904761904774,0.11415130568356374,-0.1653705837173579,-0.14866551459293395,-0.05813172043010753,-0.16546658986175114,0.1935003840245776,-0.07094854070660522,0.048387096774193554,0.6347780690262769,0.37302519330504813,0.19523655727329098,0.2448936119116081,0.6508730834399286,0.19497373126948778,0.12863486079169206,0.5805668675872159,0.706477877686891,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,product,0.3116152140542384,7.391037542132601e-08,twmean,0.3386187624955276,0.02700354844128916
R09_selectividad,0.019421793921423274,-0.004741111725214594,0.06232283041750596,-0.009019113752629222,0.011823442047112507,0.01930077769948686,0.02066076952696278,-0.04043251512047925,0.005261324315616592,0.7445082503050277,0.9365977872435197,0.2952524070795199,0.8797189207886426,0.8427474902494474,0.7460454381567162,0.7288295684402314,0.4973575595436537,0.9296581253695272,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,-0.026881720430107527,0.09086981566820276,-0.020977342549923193,0.038834485407066056,0.004704301075268817,-0.2287826420890937,0.16868279569892475,0.03350614439324117,0.04238671274961598,0.8343450964609209,0.47877074908374245,0.8703718329308892,0.7625143139744234,0.9708105595233304,0.07130259164905385,0.1863147826540654,0.7943281979647052,0.7415168449309096,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,ratio,0.019421793921423274,0.7445082503050277,last,0.06232283041750596,0.04290103649608269
R10_log_selectividad,0.019421793921423274,-0.004741111725214594,0.06232283041750596,-0.009019113752629222,0.021719006619220625,0.006606647510130524,0.02066076952696278,0.002960968339327391,0.026042062305018508,0.7445082503050277,0.9365977872435197,0.2952524070795199,0.8797189207886426,0.7155265239586129,0.9117373758086915,0.7288295684402314,0.9603780625846147,0.6621061268366922,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,-0.026881720430107527,0.09086981566820276,-0.020977342549923193,0.038834485407066056,-0.012288786482334871,-0.2733294930875576,0.16868279569892475,0.04411482334869432,-0.00576036866359447,0.8343450964609209,0.47877074908374245,0.8703718329308892,0.7625143139744234,0.9238465471006675,0.030196761069050983,0.1863147826540654,0.7313682600704006,0.9642617111726111,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,ratio_log,0.019421793921423274,0.7445082503050277,last,0.06232283041750596,0.04290103649608269
R11_util_carbon,0.0118118423487551,0.038128427390172366,-0.13152750065501745,0.000766782645977277,-0.05344255176469942,-0.06955323230491016,0.0017740437203524451,-0.02621352285781816,-0.025362916302513618,0.839361493493122,0.5127507201086299,0.023390067992965072,0.989501123429012,0.35873171452949143,0.2320667902534869,0.9757126237933966,0.6527623720762532,0.6633276875914665,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,0.16306643625192013,0.1419930875576037,0.4068260368663595,0.2159178187403994,0.23449500768049153,0.21250960061443935,0.22019009216589866,0.2112615207373272,0.20962941628264212,0.20162055379862165,0.2669549147664195,0.0009370022036283913,0.08920845363879563,0.06433372109683734,0.09449975838936545,0.0829075954135094,0.09649764981817532,0.0991598156088328,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,ratio,0.0118118423487551,0.839361493493122,first,0.038128427390172366,0.026316585041417265
R12_d_avance,0.03147385960341898,0.017488752533981595,-0.07372619599056716,0.01918332615735592,-0.011168904369954852,0.014592060988325942,-0.07172599148087913,0.03147385960341898,-0.0035934302056274624,0.588387861302268,0.763676173469889,0.20440883801505197,0.7415555142405348,0.8477415316350264,0.8019279787824001,0.21699076711096163,0.588387861302268,0.9507446273874017,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,0.03129800307219662,0.07776497695852536,0.29982718894009214,0.07819700460829493,-0.04185867895545315,-0.07094854070660522,-0.022129416282642093,0.03129800307219662,0.04718701996927803,0.8076140418414667,0.5446484636058265,0.016970044018256632,0.5424087607099377,0.7446266586169276,0.5805668675872159,0.8633192040815753,0.8076140418414667,0.7134400152779992,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Reducción,sum,0.03147385960341898,0.588387861302268,sum,0.03147385960341898,0.0
