Batch,K0_proxy,K1_recuperacion_real,K2_recup_corr_escoria,K3_ventana3_centrada,K3_ventana5_centrada,K5_DP_desplazados_1,K5_DP_desplazados_2,K5_DP_desplazados_3,K6_solo_dross,K7_M_sobre_MD,K8_M_por_Sn_menos_D
AP0143,72.47417241213776,66.05794656816089,66.53871374350669,71.89062129793808,68.34568136613169,67.58308149955876,64.3710903891695,70.79838370032972,87.77505091651484,85.5666164328317,74.3415752425665
AP0144,69.91445579487271,72.63356061147158,73.21007982296764,68.94299817089166,70.59657434721086,66.82005584288595,72.99093160016677,73.44252879766577,86.4726439274345,83.78827620131733,84.51016290514215
AP0145,64.86719646914743,65.5489575998203,66.1951803199571,69.15487368068825,70.5121443651312,71.24497268240621,71.71444984028459,73.25704105458026,79.14188198570507,75.66865967190633,83.05467252679814
AP0146,72.80955270837866,72.39769974671458,72.8470037121627,70.12937493037678,71.69572265510358,73.26307170857201,74.75094185770624,71.99634097399233,84.89826568680805,82.82162072148202,85.19011105246136
AP0147,72.96307508304407,69.37457559199119,69.86125708553827,74.6013714583998,72.73145417098195,74.46182024354283,71.68762386707976,70.99676870044628,86.93702677327626,84.81509556304877,79.21326267725952
AP0148,77.68774908452457,83.9674901605705,85.30424507447147,75.25030802333424,73.55388915410181,75.14702076903102,74.51056471865353,66.5807390834074,93.72836624002228,92.53015738384696,90.07318119911113
AP0149,74.86081370884254,81.09581413475385,82.0758129421991,73.97337759484584,70.53454291822474,74.21954271232102,66.24020089260515,73.52896413419467,88.29832768895685,86.48182041773272,92.8680251185882
AP0150,68.49495300566005,70.33280943701432,71.2033339022747,67.18382621200355,70.20196891159551,59.705721655001966,67.71772838252397,66.65113449230523,83.60142424522287,80.68336186018063,84.57384612438624
AP0151,57.404971526154746,63.15910533862587,64.79624231717659,65.68910134617809,68.1335702236994,65.61095880363919,64.51123685191308,63.09959877483384,81.36309560754727,75.49126166692545,79.45043445287983
AP0152,71.15277172170163,73.7763491051641,74.72658152938598,65.54133289491169,65.85064502710652,70.14964220450268,68.85400136767534,69.64969741920862,90.18409989375328,87.87691599152733,82.13601875443972
AP0153,67.8650647984966,68.94541365682505,69.66127071108454,67.87743456468577,65.71584342423627,66.5175924754352,67.34466883670919,69.97860808155616,84.96813782744738,81.86680408816322,81.37183274393429
AP0154,64.25260676394039,62.6416315341407,63.53610184133242,66.61981421907912,68.02519956742913,65.10628259382374,67.83453438402857,65.37575821950377,85.3036973170714,81.38504662585756,73.11782924880279
AP0155,67.62038048269191,64.81252050857003,65.8516733235572,66.93924865845494,67.9976710681604,70.2419078831137,67.8800190520041,70.97069978211518,82.99994241890556,79.91022267187992,77.42890135804504
AP0156,68.93970821422688,65.52271965813638,66.28212025878354,69.20654024021346,68.96296637156911,66.52372182540834,69.6866286656579,77.32616538068149,83.41102718688605,80.60419894957695,77.78723210170239
AP0157,70.87437249317207,80.81828607072019,81.83465738161033,70.86713020013238,71.69154487138266,73.78818705185452,80.68062079951616,68.49917136881709,92.02723532816704,89.88832701034129,88.9005658475272
AP0158,72.61908325123001,75.1663904892895,76.60542688312,73.89502966809283,71.19275221605942,79.73450408593655,67.19903101241789,74.56288202244008,86.04979283525864,83.88550131610221,87.85179192060569
AP0159,79.06775670112962,73.28734518556259,74.59181792954746,72.020053095537,72.0658665125216,66.29420123657536,73.78193315015878,80.85704343744922,93.25748086635829,92.1425271413595,78.17282912273241
AP0160,65.36215586362145,70.29780110447514,71.11951257330743,72.32705477492208,74.26522607721584,72.97252770899237,80.20746757108276,68.99678030800509,85.78864529176077,82.14059602736097,82.98102457526957
AP0161,73.58917465220368,72.31558069968985,73.43388111461572,73.36670725541013,73.4092907853006,80.70269721720437,69.66642984513255,70.1838754931589,90.19629719504213,88.24395667364523,80.02523768327974
AP0162,82.04861096752636,77.90919830891345,79.62721494837484,74.56647961808976,71.83898039248409,71.5103487200656,72.00897784740411,73.63202787971942,93.10416045439779,92.24702664885837,83.36809032392331
AP0163,68.27180915430661,66.05707065721455,66.68422098631859,73.57527954033351,73.43615970917119,68.80239139211545,70.53529407824256,66.28609262426156,92.18652583278751,89.73063669330833,71.4594052297155
AP0164,70.82211568321414,74.1846274046477,75.31496444175148,70.70212405412103,72.2123631730064,72.48769169205019,68.39388710787892,71.95528385052265,87.72164696362837,85.22468859014057,85.13396945444416
AP0165,72.89123557366597,75.31858736879062,76.58346413771261,70.4537510476121,70.18831364093377,68.83165887433282,72.36365964888819,73.39884284223075,88.77329338444343,86.65361238830333,85.2025686810203
AP0166,67.7053590858021,71.14616089121732,72.85431480891164,70.58381445300778,71.17833902814698,71.31179664779575,72.37133678212054,71.99837662308558,88.48691002504795,85.46665566991544,80.93821860958766
AP0167,71.239339811662,71.54436366581558,72.75422523966311,70.72419893243708,71.5368113292614,72.30051654080441,71.92697121384198,70.10005079427803,89.19918714676689,86.83472360497598,80.24902198345416
AP0168,73.33522315428759,82.72382343877362,83.75486365268628,72.40757669927274,71.04188407993199,72.97041491899884,71.18419477769962,73.65524373447374,89.93244581192822,87.92899408284025,93.32185806568644
AP0169,72.62295031042878,70.09568380606254,71.90483310666336,72.12628996776874,71.56036782488029,70.82294958347525,73.31336299473168,70.68278019277597,95.76841495915143,94.49403340803849,73.0805313816444
AP0170,70.43130460975291,71.51281470704734,72.35821447193865,71.05122467450353,71.26146574734081,72.94237556885349,70.29004300078361,74.7383203925308,85.75358848516738,83.1757253657243,83.60666291258025
AP0171,69.97863436383892,63.670885464343314,65.25351839632427,70.06676110327473,71.33102811523699,67.16655220990356,71.89550214172208,73.89372707287309,86.44840851574455,83.77642183214016,72.62568738719229
AP0172,69.77450250230696,70.40107032702976,71.13910715025077,71.1947430191217,72.06691978810157,74.27171506762794,76.15702064890291,70.06050405305474,92.03250904475243,89.75136782465239,76.55538714448211
AP0173,73.88973264520219,68.94034605552513,69.69721926740765,73.2949158915841,71.63706582974343,75.79390642573766,69.64155482962505,68.76826872744637,92.7743143330762,91.09209344255623,73.92407394102831
AP0174,76.49096191076157,74.91746711088027,75.7139265035956,72.8294485096605,71.10104306287205,70.44669719725218,69.5864571001741,74.72467370605882,91.31082315120423,89.7990576496674,81.88634906742213
AP0175,68.14622211976875,65.23940536277274,65.78607025412362,70.65589209708567,72.01153832646445,67.25014964893685,72.62781355950177,72.31899415241423,89.67274011467948,86.83980929423936,72.39712412713297
AP0176,67.43467254270297,63.59665281870104,64.58157368194753,69.92150052502761,71.981996164072,72.79429449773973,72.48664182600942,66.87892830878374,85.88382940510573,82.69034377599671,73.36333276925644
AP0177,74.24335351979437,71.63530196179043,72.51959489427304,71.76926957075217,70.70283011456603,73.94622247608675,68.50674775951674,70.6073986253609,92.60268439083319,90.93917812275414,77.14122579908913
AP0178,73.73316950812031,69.7522155538076,70.34949700663823,72.58395307679426,71.17004528084092,68.26830145588131,70.37797992928544,65.42114182955095,91.62061966396858,89.79525011470798,75.75748586120591
AP0179,70.13008619595749,77.76140270509424,79.61961752385132,71.40340138711741,70.03891816278586,72.16645046876883,67.37013279339799,74.08735104241426,91.91511068618199,89.66324637817276,85.41891770813407
AP0180,70.57977974260392,72.99196359687048,74.21939594304814,67.57763043279652,69.66602145483571,65.64022372539998,72.56855929392107,65.03187625219974,88.109059017217,85.58162111571966,83.22661898334738
AP0181,61.566424845284466,61.56346671990152,62.21908494304846,68.17458421987384,67.33577121038289,68.92735096442047,60.9288824139535,63.790218783260194,85.46811471173756,80.9038002778773,72.03032849699834
AP0182,72.27615768788192,51.2481154900325,52.31508599645355,65.1819741828213,66.21681841065804,64.69821887261315,67.43106793091296,69.21495547033494,88.3945987987547,86.16453800461069,55.84342823665695
AP0183,61.809401595145594,62.83809539396241,64.73020351191715,66.2537057194641,65.483865913571,64.64367328901841,66.50439530883021,70.68967487565244,83.57794783613454,79.00837658666941,75.43169105822616
AP0184,64.8089817681888,63.659007961804875,64.52331241876747,64.5247477092145,67.75093640667099,66.66549017227173,70.83946690828489,61.331338130429316,87.50689189598853,83.83858945512897,72.56359905925235
AP0185,67.10540922287353,63.88967238343151,65.32656411927917,68.29677903825652,66.04594971463956,71.24805872265955,61.801316681867576,68.17436099645676,81.22923477246664,78.14205704007765,77.79209854725816
AP0186,73.01234197969465,71.29062728116087,72.02613343040045,67.86180283159266,68.30520535963545,63.85116672469837,70.04796371486529,72.13693131414603,88.1507416357536,86.03696098562628,80.61800034575562
AP0187,64.03645857564088,68.24507003553833,69.69891602877028,69.74366137245016,69.79613397630307,70.21630826991682,72.29817808554628,65.78175508367877,87.66182473818809,83.84519225575455,78.57724387296639
AP0188,72.62896642012767,77.84680425210846,79.99100202243787,69.63499768270874,69.78737125415908,74.60318975713518,68.39193235760311,72.58111281905683,89.58620302552153,87.45971768184813,87.62777134505761
AP0189,72.57204105498306,72.69863885317751,73.45022755910463,70.7990093653507,69.32668038269509,66.08982406206461,70.45229651906726,71.94807683824605,88.92361570009085,86.7584066849845,81.77179743259094
AP0190,67.47735364116184,74.92127868008386,75.89184381965033,70.03572256120705,70.80338253962994,71.73765742890551,73.19312775385794,66.5633587687638,92.25274239048511,89.70116630619982,81.97248170907535
AP0191,70.41753166784619,66.91714333045738,67.38364210610091,69.60166658090266,69.11817914670661,71.91437029873317,65.11905974243872,65.62469856419789,83.65580432180127,81.16197524167458,79.22164415366895
AP0192,71.22162920900416,67.92857617556784,69.22490801216327,68.61126478412767,67.61720692267905,64.34181751654988,64.85264209213608,68.5435408931219,87.54128631775845,85.11154083291294,77.08877636617984
AP0193,64.57168749074502,68.3697539219907,69.4502786060067,66.7561415566843,67.75189301377837,65.08100620198113,68.75947602233562,58.253414917490026,88.16552972299772,84.51110404873955,78.16416677697347
AP0194,64.90903076848403,68.00994850866644,70.53782257807387,65.82027726577024,65.52847799665327,68.596875397145,58.06947819368794,67.51283889027714,81.28750308883131,77.62239290478554,84.59627945800709
AP0195,68.15233541971674,68.76204325137799,69.52900634422036,64.17915818372792,65.24223359440725,57.56809549093665,67.06032218559875,68.72105616822081,85.16362780501937,82.12242048175591,80.8671258818185
AP0196,60.43351411312338,75.52659749374702,76.58911811848309,65.56555798958553,66.42564939037702,69.62297412315665,71.20997431867538,73.36959825746312,84.10038502272366,79.17075434121564,94.25566424299637
AP0197,69.1823778249205,73.108370133621,74.16432115392423,66.39600493258759,67.80956729871954,70.78273667602191,72.96224050298419,73.62604760152465,84.42861773597387,81.62750272355537,87.50781000699811
AP0198,70.68889790530595,68.95099876006486,69.44679193476131,70.67457324544995,68.73414282806858,72.87271902590066,73.53792685558622,67.63722163752583,88.12829477041616,85.62061712389927,77.98108102202352
AP0199,72.2733024603543,67.2070360894077,69.14576373627223,72.01323693823636,70.4060402847676,72.9477524697141,66.97454728699111,66.5109429851885,83.78927515160791,81.67949025214666,79.1363443739617
AP0200,73.15059361113873,68.320798902834,69.32197489037308,70.73879292440861,69.96525100719825,67.20203925618502,66.74004253529563,69.05032211965397,86.957071286216,84.86785507544731,77.79796368119673
AP0201,67.09957322893993,67.01358384179471,67.32864025538498,69.00219232316354,69.39575366436044,66.6368497236566,68.95096253551658,63.66675244138545,86.35316568460136,83.09914368895602,77.58837111436921
AP0202,67.12287371039088,71.60192866095987,72.36744352758568,67.3294005862436,67.13145305672057,69.41874616253924,64.17278118899445,67.50639796279572,81.79776658405126,78.66720121546761,88.85471956037493
AP0203,67.79923190734513,63.99136378834027,65.24219255371045,65.25468483800813,65.43232334941499,62.42582466072115,65.83545204833787,67.02288765530207,83.88277286776736,80.79372352373541,75.47221268869997
AP0204,60.863310290464845,61.803108274286686,62.26549412585023,64.23645692587655,65.29429471933129,64.3337170021175,65.54603209270134,68.21525607165913,84.26672949037487,79.45956549850769,73.55429718849317
AP0205,64.1901037712104,63.1835363464938,63.65502815356448,63.80610401839764,65.96966238155808,65.40467533902336,68.07951736434575,71.3958232031435,79.60689330990174,75.88988810086987,79.05187307483753
AP0206,66.50803579954899,63.260105476598596,65.5174133913778,67.1401665933141,67.33571532265748,69.13782281461508,72.38877128910691,69.26187744631774,83.56207660745609,80.18236987955538,74.98398218989836
AP0207,70.64280982652163,65.88942656652814,66.52385378115191,70.61407827833267,69.77635700456877,73.79531340760684,70.76337314037228,69.01590144608483,88.74535807784184,86.257640888882,73.61728666866954
AP0208,74.68286740348356,71.70813458926891,72.46329573456063,72.61858785001638,70.53763376301849,71.71425727092996,69.99952469711562,74.59012240322674,89.4446746717409,87.6166715999267,79.79530103664533
AP0209,72.55314338657644,70.61127494253529,71.48237929372871,71.80951346593224,72.30718246283398,70.86860763130777,75.37300673172972,71.99775310251064,87.37872634446566,85.18184908821355,80.49939211437007
AP0210,68.15696169302298,63.28695534071373,64.15591863972352,72.08363310683066,72.60421262211992,72.92043258546182,69.3457487055795,70.45784243738113,92.42495018801145,89.99755894310654,68.07522450941462
AP0211,75.41130626545628,74.54141376538628,76.65714358282942,71.95732218200047,72.15584201626346,72.03935453879522,73.09164656070408,77.32199323426143,91.20658538311294,89.55710021392528,81.63731255342613
AP0212,72.18348980959064,72.72003543073973,73.9526768813819,73.29218503985678,72.80283584764835,73.23237291308959,77.44742197067768,73.28725865546144,85.31472933005738,83.09487715851252,85.34657212969657
AP0213,72.34329127523083,71.10455431600747,73.16789238296683,73.44200856892093,73.115725676527,76.65371009499333,72.39931295583769,73.7189408145253,92.53266363492024,90.64368169270206,76.73661754786431
AP0214,76.068255281587,73.32349269630848,74.11886270926232,72.65220414940488,72.96692649815506,71.7464941916853,73.08573118314621,77.47337347570289,89.06140757279664,87.42789479764335,81.96589135225564
AP0215,69.51747159564997,66.55987851174218,66.9563780439927,73.47518618505593,73.99007976855401,70.91954062733157,75.542145116326,65.2641426927902,89.84553368846518,87.25465128843177,73.72805030254833
AP0216,74.64826729378122,77.57604347502986,78.82565973980083,73.89571326762648,72.69486130379565,78.85487850815433,69.40518322793723,64.99028833495497,89.73188637704438,87.90797074474496,86.84291048320723
AP0217,77.43659000960069,72.67050029471659,74.17089796002303,72.61540546754894,69.41308513601858,67.61338657157573,63.07748175639044,77.84758747164435,92.47555476522012,91.14365165968532,78.19188623911543
AP0218,66.11835591013704,68.54000429338728,74.47064415207603,67.55712012794588,71.20117423005757,61.4923160058139,76.66191910407656,67.18735595876089,86.34910616865382,82.88702241078347,79.83773982406169
AP0219,60.280124423987154,63.69177599977403,64.86779459336324,68.11137715995956,69.88980191274976,75.73885135037558,66.05547751743009,59.244564047338905,79.44544122079414,74.57210449190708,81.3618408731586
AP0220,78.80569506549615,74.7730536359209,75.96092581590146,68.8533297592949,66.28998175134444,69.85926641864636,63.38855784527976,69.31649468566344,93.78270001000668,92.68750767255887,79.46054953011861
AP0221,68.34855929233406,68.56644777351154,69.32341699394189,68.41543949373161,66.87956838710771,61.73119122006351,67.79112569610902,69.25101548037202,82.86833332850894,79.95832781403608,82.79600093483431
AP0222,59.15619740294824,62.64225041905432,64.1275662776746,65.46608856023364,68.035669346912,65.39531137949305,66.91078880790755,59.876265904399304,83.80179372722183,78.50396860350176,75.61175350371126
AP0223,68.96693629425373,73.03520867215123,74.19925052615356,64.55167270284313,64.53558313847363,70.39680438641695,63.701340222129396,68.97020195674439,84.31444694357866,81.4706535191853,87.5835596124466
AP0224,65.65726134183335,59.96581455139282,61.017455305207534,65.12856171183411,64.35141223904016,58.521447524587956,64.11867341536913,68.53088029964921,88.24031735298959,84.80993689352418,67.18128927265101
AP0225,60.86118849974752,67.67957062210127,68.0642471649861,64.542341359959,67.07291744110965,66.32436797067103,70.58975554596181,64.04236881949005,79.18692719629925,74.51697453819271,88.06114310710447
AP0226,67.43359127513693,69.69647253669542,70.66393683538536,66.83103863748475,66.78774192079632,71.61860404123519,65.18730435974304,73.57429906375484,79.96251635388288,77.09244608671393,87.90058211366762
AP0227,72.65281995285044,74.1102151770228,74.4856181074721,69.13505935730876,68.47732517860382,66.34575023993509,74.56256157726432,65.91150221186315,90.73245007786072,88.6871239274413,81.84764495248112
AP0228,67.57184117073118,79.03521847344474,80.02710999751427,71.45481779981841,69.1598114767456,75.59939432427122,67.1455793374916,65.15967895688722,88.06984657645664,84.99389419796704,91.85236253249946
AP0229,74.73219532607355,74.3488482880298,75.5441617168952,68.6136471202671,68.83303021868701,66.11260740851436,64.09765404604909,73.76249058492112,88.89190986784774,87.05958388551956,83.58603266834177
AP0230,63.99737737146059,65.51995724630203,66.19277393281864,68.09685395823907,69.1025358419055,61.929077712772425,71.92196678933917,65.25378088694316,80.87186137707724,76.98884825663494,81.47548132862995
AP0231,66.26445030543391,78.64519956794977,79.59300358874711,67.94452554582526,68.9515002791975,75.5683212858698,69.3976370010678,70.53299258654886,89.09963212601083,85.87391491204745,90.33134389688867
AP0232,74.07367684909066,70.6296860163142,71.83182618220751,68.79961428181898,68.45089002987126,67.68691146194222,68.85725347161159,66.85911925873978,92.27210593517803,90.55287816788415,76.24809752648426
AP0233,66.72365286029398,70.71230248017659,71.45152692801324,70.6974583742141,68.44131467193631,67.91234391370041,65.88362184407892,63.617926986448396,80.95417396675323,77.79416841638161,88.59454392130662
AP0234,71.41973643193772,82.72616987590247,83.56075468981375,67.5190145850561,67.6178803943873,69.51321924400324,67.36918438025018,72.48355218670989,88.71264718852844,86.35261751474219,95.1687728556431
AP0235,63.84925183569626,64.14570493189623,65.18245304641508,65.92422076771281,66.59128082262065,61.52734674833885,67.11032645892845,69.59384159503061,84.0585588391295,80.02092654896929,76.37798938106673
AP0236,61.84588944667188,65.14483520791225,65.68140708957395,64.71432758237904,67.23434813612285,67.40713068488319,69.87829328570828,69.35554209739584,76.9970788754251,72.88951846265475,85.97700159011391
AP0237,68.59497324815254,68.51193183451608,69.40499362475535,66.74944422774921,67.0106916010381,71.0148011562671,70.50344802047634,67.69795988125311,87.84903859047681,84.95161216346375,77.97519787480863
AP0238,70.25934178842125,65.75518996184061,66.60483664749626,69.9436327520721,67.9141009385925,69.74033992359423,66.8963498858267,69.83892684436883,87.57181166771123,84.96969456682805,74.41017026706366
AP0239,71.00593098975824,70.58943035659672,71.09164741551349,69.83416076863423,69.61341828140507,68.22669696036172,71.10210313753954,64.50192250153542,86.01691942709292,83.54719002397519,81.98641026942528
AP0240,68.32434865776489,69.07593573995106,69.696549895375,69.75135696947552,68.42147895618373,71.19464868302703,64.60508300514373,61.983814044258274,86.44811984949601,83.44833372548375,80.04252591622368
AP0241,69.9958317414688,67.32411983064019,68.36435620872672,67.00625255876744,66.8300686523059,63.273493905035394,60.613730426845194,64.73845020848059,85.43991002699477,82.78052006555932,78.28780867592417
AP0242,62.97845754987414,63.95650479491774,64.53760975170417,65.03429920157801,65.04699584926719,60.31072993491449,64.44856998896547,68.8618612935257,81.80365998037762,77.58375682545575,78.45395342920081
AP0243,62.82293573323303,71.19566771421763,72.17276895201378,62.47800303117623,64.7003638801309,66.84285553487715,71.09224059217226,69.47786330313218,86.32615790393004,82.12494371124737,84.25146370661092
AP0244,61.497176353087305,58.5541655865382,59.37690664038865,63.621682994527724,65.0443424547589,66.08404111625684,64.33030649925752,66.18236805468787,77.56503752393367,73.27011703855973,74.45974586950321
AP0245,66.88606669464507,59.23479127011522,59.90135740781374,66.65586583374268,66.34411951205395,65.15193435248187,66.98323015447151,70.72450127752201,82.38575771527815,79.15481907998365,70.18282169557601
AP0246,70.87472132044162,76.84597384348034,78.25042777206345,69.25664882353789,68.53175730432949,72.53207004572039,75.8710734814109,72.22138897266348,90.29980856166682,87.96127590311688,85.87815792186328
AP0247,69.60973596776374,66.80657597840174,67.79241641673757,71.22515651989082,70.18239328938074,73.17258634925756,69.28000071169872,68.3906444941483,87.3616886870331,84.63390714939459,76.02833467056014
AP0248,73.32809217442095,64.7471351555708,65.5288830414703,70.93748074479204,70.62170578551854,69.44864920863603,68.56195986672739,68.17169614258539,86.02678816195012,83.99426904774089,73.86001887541386
AP0249,70.00483969279398,68.73003042948535,70.31348060855225,70.8604188104145,69.72641351147992,69.127116694541,68.74067002108602,71.35224839330648,87.7628047655662,85.12051015607537,78.11504735130006
AP0250,69.45453698126711,69.52812248145666,70.58615708809336,68.63631630632429,70.19033611671838,69.07035497371345,71.66574289068198,71.46475378779162,87.30594634800914,84.54744804002559,79.6495972072584
AP0251,66.30108189543635,64.05969551662099,65.67853027796421,69.26978443826097,69.43373655932747,69.02463477035678,68.8130637844623,67.21199327250868,83.82341967040003,80.38671333158916,75.9268422320781
AP0252,71.88580223164061,71.96803972952557,74.1146540514714,69.22734923413972,69.12677921534824,71.68575739184021,70.16823033129545,69.57603622420652,88.73796818239738,86.45541168164064,81.11352073589494
AP0253,69.34247294264458,64.98106217217583,66.41318001973175,69.9329279120092,69.1084806292882,67.75584585978051,67.1381907998015,78.30772364219017,88.67595527202484,85.96190209398416,72.69534700732838
AP0254,68.48296156193642,68.44728352796795,69.0949687405945,69.06584927100603,71.50081512165336,67.87263051345673,78.87109269684271,74.30282350183498,88.8473557150741,85.99540473595167,77.03415266071055
AP0255,69.36700634765852,73.17457477452702,74.18412813666069,72.06587860245276,71.88398543240358,80.004598382597,75.60560357750064,70.7248085913809,88.45387858931754,85.73022483426095,83.32325589853232
AP0256,79.32291635988028,70.75689985130646,71.56509081936274,73.92535263893261,72.17398717800567,74.82114956283517,69.84599994939232,71.12949753123696,89.45530461869565,88.26641191748516,78.10328068497738
AP0257,73.9634410435498,68.80921059616611,69.57173870337334,74.51805317191021,72.83329388523063,68.88928333558677,70.19612673219325,71.57581011659771,89.74161714808423,87.81980444326607,76.0688531848532
AP0258,70.92088416461371,74.76687118096886,75.80439922528673,72.12839523205993,73.55865651622392,72.17685494039593,73.49946199242189,69.54324564407707,91.01768025323307,88.75849864952967,82.58742485325851
AP0259,71.72500942362744,72.56916696093738,73.53813931135672,71.7507877029978,71.64665689605289,73.06107877977944,69.06696042092628,72.5927209273532,90.11468397225207,87.88717484819031,80.63389487593564
AP0260,72.66460557446115,71.41304380471787,72.16091033148584,71.20387454093394,71.1138864190636,68.63693788262945,72.19197825868197,71.82154355240334,91.23964557721817,89.24119284421084,78.14052725401898
AP0261,69.3587771950111,73.8196878052726,74.61179553126799,70.97442965018818,71.43049049772156,72.86434434567623,72.49945439884112,61.14286456341614,90.19895389885275,87.61866096583,82.41694060782166
AP0262,71.03711399943658,66.99627124507953,68.35333839698625,70.93192998931319,67.76417300371686,70.65754805650575,58.970786778828966,67.57558133234639,86.48558492742463,84.01635639130163,76.78274435066142
AP0263,72.47939123224289,72.1323064018764,72.98806672227731,65.57570878590717,66.77176526234058,61.118959474395815,69.50619677261614,69.78755039635297,91.8658119275862,89.90965524347591,78.48592709344624
AP0264,53.46631279930443,53.62961914556508,54.68553169546793,64.52205660370407,66.64105009049835,62.49125037985589,62.802689954625805,62.100127794468825,77.34851047665555,70.24153505203803,69.39711191871297
AP0265,67.57812021336437,66.72839782672293,68.17040602234891,63.30348712269921,66.34745397274541,67.86903973229289,67.21221029389294,70.45146004267285,83.38809446143117,80.26855866808262,79.82154944468446
AP0266,68.82276426817565,69.13845753055156,69.99102568443061,68.53233392408792,66.08970760111835,68.17628933018972,71.36087762723943,76.88810044910412,85.16720095279275,82.26920188046867,81.24458072130878
AP0267,69.14646235431212,71.36759511331175,72.81436396359248,69.74278173815672,70.89500336749857,72.27344911991823,77.67963749026912,71.6834658151557,88.98596794428994,86.26002479553941,80.52109320544135
AP0268,71.34160466303699,68.87370432056342,70.52052754710554,72.69569964557586,71.47822518084288,76.87134152872689,70.73982057113723,71.50672435359883,86.1123171362046,83.70550398016269,79.53751360194015
AP0269,78.01092143730281,73.40336710904441,74.50749799078045,73.24998400166442,71.92645996733704,72.071749283346,72.8171580054821,76.89710487588953,90.19936141507885,88.83901096570801,80.8601120327877
AP0270,70.51296568641997,68.14395307663341,69.00010105727186,73.1402764263984,73.74290547074284,71.28340160494808,75.51615040329126,75.87487243631864,89.30657410903366,86.83179281426887,75.99767485194369
AP0271,70.96996782883302,68.25650609046092,69.72270458457419,73.15665844564921,74.65149559518764,75.23286415625465,75.59439533660309,75.66952206980358,89.2568745487668,86.85262664771257,76.12168257217178
AP0272,77.80132442548198,75.97990801904933,77.14978094048239,74.9444706314208,74.44213615991228,78.13625905633825,78.20581711818369,74.62529261473645,92.6096329538204,91.32501430771808,81.89021139713151
AP0273,75.9598022555646,71.33726597828196,72.11521285362201,76.94095016622606,74.98220884393047,76.03416077500717,72.2235758862213,63.964448942375995,92.59238262665025,91.11449363993444,76.67114453530543
AP0274,76.97081956263347,72.18107597085421,73.30799912101098,75.33261930801366,73.08352505799154,73.25678167229685,65.1566585895155,68.69500960099221,94.50545627532748,93.33714967636806,76.10234761338718
AP0275,73.19433305117263,71.8249044857594,72.9699777664227,70.60639805838409,71.03842703536147,65.08431037299637,68.62647072693815,70.96439314971572,91.08301904198821,89.14037478804153,78.7123524501615
AP0276,62.29031032890669,63.51935310003068,64.30889473449668,67.74063568585609,70.00644727378955,65.9677051797571,68.41256133514257,74.16354486038327,85.36536132425945,80.97543272358045,74.66136150080709
AP0277,67.9528997550545,70.05168625858195,70.99880276601718,66.83030851172423,69.73911185239984,70.31930734697535,75.84570671185865,71.76496326490762,89.7090781722293,86.84762372339237,78.36527508696749
AP0278,70.35018539508107,69.49230649412901,71.80869927360308,71.18036174240702,69.73698214790261,75.87280806994022,71.79494058180292,69.1949363092056,87.43412490567852,84.84506497275335,79.34056675180871
AP0279,75.7052157590071,67.40671719505006,68.13650195950848,72.9679891645169,71.39604350587386,71.60962159941681,68.99991047363811,72.82066165029225,90.97591723967996,89.3495131931706,73.2959750748703
AP0280,73.06284499483672,75.54823146627038,76.28385282368872,72.92894498879383,72.39966167641116,70.53174623843314,74.23419979401729,77.8915071058816,89.32125698884334,87.24798124153989,84.92573344467725
AP0281,70.38141621480578,73.68290316475635,74.71153478905521,72.0728753694743,73.85861062104622,74.09582064025074,77.76688726925588,71.26859783535662,87.93446563364648,85.3656996634746,84.33578698165873
AP0282,72.87851883731952,69.591245247978,70.44236389451353,73.56134037569748,72.80094106067673,76.66777509227217,69.9722792983653,64.00258056492906,91.20724918240337,89.23397315267847,75.96977644843778
AP0283,77.76061938841988,76.77613552568528,77.73939549292919,73.58345428536924,70.78134805504875,71.26117498765562,65.42108779627418,71.6385015047955,91.4879305751002,90.13352946108058,83.8206792691421
AP0284,70.29644267528795,69.16368852329347,70.51003124708495,70.25976495943874,70.78771762585949,64.35836307093196,70.68122432611062,72.62857956943859,87.5410288548618,84.94482648328803,78.8263913503404
AP0285,63.57863443281581,68.72969677960712,69.68721650037581,67.97452664250376,70.63121587835641,69.975288575159,71.95092500950248,56.128340948544846,89.22301960655159,85.50616464051923,77.79262998284305
AP0286,70.38819543578892,69.11310709490643,69.72292816879985,68.49325620079183,66.47646157566486,72.3473991739511,56.613605196549315,72.51921887118742,88.85021511271081,86.32565481373173,77.60966198044018
AP0287,72.06487715702391,69.16965618048512,70.08065622083933,66.25227923187741,66.80326226103504,56.2675033849941,72.23777867883612,69.0909000834362,89.69270415500198,87.48692007342696,76.76407858717548
AP0288,58.82168770737069,77.15292561483051,78.13291404662364,66.77709586378796,67.8785185765786,74.28548978512659,71.27843501522403,69.35318103896951,88.1131377700107,83.18893225710362,91.40398996416633
AP0289,72.30923460674595,69.4228891556318,69.78212500087217,65.87971341096716,67.17113128996307,69.16699849206161,67.1654090061996,72.94692302849508,87.5709731312488,85.33245000271198,78.8295403455982
AP0290,68.93395887031836,70.09150636269979,71.31944701996356,69.25633106063265,67.18585153981564,66.92447542916989,72.73118927531522,70.08027173726228,85.91539207136128,83.03438800293085,81.80721438895772
AP0291,66.69513007994273,69.59542861275209,70.43662807685115,69.22394976558675,70.1493504269415,72.52557821605595,69.8629547540769,64.5459136070574,89.09429635148778,85.94640917561009,78.53237177291668
