Batch,K0_proxy,K1_recuperacion_real,K2_recup_corr_escoria,K3_ventana3_centrada,K3_ventana5_centrada,K5_DP_desplazados_1,K5_DP_desplazados_2,K5_DP_desplazados_3,K6_solo_dross,K7_M_sobre_MD,K8_M_por_Sn_menos_D
AP0123,71.38927536616988,67.32431137186096,68.29954250726298,70.83091371721308,68.86337946846281,70.62966653088708,65.14087305051164,64.03838097213574,90.28866423937707,88.02557018289268,74.11173397572576
AP0124,70.91459476986874,68.00491329730613,69.21651626884555,68.88924970484634,68.28958372881245,65.45300417828274,64.3549820581855,68.59210181639729,87.45401601756461,84.96777260595137,77.30572986595432
AP0125,64.66488603060837,68.64743408413109,69.3968232011287,66.73801260939464,68.06719589571141,63.55576215126985,67.8404099311922,62.92933247210259,80.95360019342391,77.24751254732763,86.04529308922736
AP0126,64.97174973309644,73.85278442260177,74.48884685571142,66.17674842184053,66.4891653185291,69.1706760629328,64.35600901173498,69.39637291983156,89.89498228360978,86.54041981337421,83.43653869255418
AP0127,68.99600333422,73.76050201273932,74.78917913127209,65.7269665037119,66.10945691741563,64.1681883904676,69.2224099610817,75.77293890234742,87.03165121511319,84.17806223119801,85.63248161401543
AP0128,63.3889067796939,68.41396126382945,69.21297313097475,66.9919509097238,68.26462173568493,68.49908775480776,75.14829534045928,65.21462579609157,83.37077072150667,79.21817465680411,83.3782623072209
AP0129,68.80948984907785,68.03464219956575,68.54633319431515,69.20736762494622,68.23891345688843,75.4166918327898,65.54111111207587,65.1746626281384,84.13484475045911,81.263393273083,80.69246722366294
AP0130,76.22740468599622,71.07622560006737,71.71689751046225,69.72878249352165,67.59208336446004,66.53297901969974,66.17163424047004,71.44552232783904,85.25019602640154,83.7873636805157,82.4101459230855
AP0131,64.63338094067147,63.94858050440945,65.03295993936264,68.66951653087084,68.66240971852503,64.26254286485852,69.69776605236864,62.96839635137201,81.762726061071,77.99308577273194,78.02798743866856
AP0132,65.88374795030101,66.83393737428527,67.62460493587443,66.24425715738106,67.24856968289122,71.18297233701708,64.61598387222487,65.08030804773288,83.58057421876813,80.05006971566993,80.19068199104912
AP0133,68.47738955075236,60.13072159156004,60.614856068332095,65.32314832372222,64.57012843778425,61.62621860614793,62.10676807221889,65.28825387309263,84.34626098521727,81.39364194717888,69.7133145322903
AP0134,61.91397879590847,60.674576707861654,61.52578362531982,64.06697627137491,65.27613670938511,62.39312373590851,65.56389792557877,67.90744969595302,73.75939234651874,70.23341755616288,81.67845174309313
AP0135,62.26040941233482,60.779032907958914,61.086069325628685,64.11200975166298,66.29480992980822,65.43617453083846,67.78414746533272,57.026835756422166,80.94191687234586,76.56365417954324,74.67136358965539
AP0136,68.06820204907228,66.26462714800849,67.03879403247204,67.10196264945913,64.23997749955527,70.31847907383961,59.90687455441509,69.85530594944879,82.36520572721665,79.42336320826371,79.99837395400381
AP0137,70.88639124036565,70.19069054004837,71.1175116171852,65.60208465486818,65.79124505767884,60.562271209987934,70.42835337977068,71.01504510519767,83.23031058551658,80.86876655994345,84.16665294966852
AP0138,58.625967158488876,66.41331734201157,67.0894877528284,66.1670396510029,67.26613099125198,68.72631173049312,69.33206719447585,62.07052841256355,83.783895813445,78.33290301147063,81.35906427806358
AP0139,69.90259533159339,70.23351373976759,70.67407541569362,65.82116948322572,66.08004410905046,70.4953481055062,63.3637024516102,74.43587103014366,84.48343574617273,81.83479639797856,83.20522451972553
AP0140,69.96473877301716,70.76614668924803,71.97113478106309,67.24531969754197,66.4595813739482,62.77256749489071,73.94994070553119,73.5493377592057,83.85758982721354,81.25311269689513,84.57496580071154
AP0141,62.295206859461196,67.08000764224133,68.39432068679442,68.28590393323171,69.38945407601095,73.55552617308125,73.1510599961287,68.32768309564078,81.86899448629215,77.45634790112716,83.35366004603321
AP0142,73.55770200610748,65.74364385924054,66.30568333996808,69.01544102372334,69.39499489120819,73.15325696190864,68.33010387047736,65.15396677065371,87.66817870764612,85.64222873900293,73.88736764471706
