Batch,irf_Rfin,feo_Rfin,sio2_Rfin,al2o3_Rfin,cao_Rfin,acidos_Rfin,R08,R02,SDI4,SDI8,ln_feo_ret,ln_sn_dep,irf_F0,kpi,es_lockbox,kpi_next,irf_F0_next,lockbox_next
AP0106,0.23452949834913436,18.5552937738383,42.2064,12.858,24.0527,55.064400000000006,0.7483209928498437,-3099.324029970236,2.2134298146774,1.0537367817426766,-0.2899232582336808,3.373122847612123,0.24445442421306568,67.6954478007303,False,68.37984972223518,0.25906817786681546,False
AP0107,0.26327849736646924,20.283949567553048,40.6419,12.6189,23.7829,53.2608,0.873983944174678,-1491.8668342622732,1.97938217584008,1.4406090798206275,-0.13469327400486317,2.518155271859533,0.25906817786681546,68.37984972223518,False,72.60709805321838,0.2560861259820703,False
AP0108,0.25976622319619014,20.221683481063657,42.2202,13.1449,22.4806,55.3651,0.8711846108690613,-1549.665082926551,2.0903470104500164,1.538741523205565,-0.13790137181111284,2.6419524976944677,0.2560861259820703,72.60709805321838,False,75.2440608247891,0.265894896109719,False
AP0109,0.22114788301450125,17.90780366371206,45.0823,13.8258,22.0685,58.9081,0.8902876226498418,-1191.6232398945249,1.9831476121705314,1.5183048243787636,-0.11621069694794195,2.447990399962299,0.265894896109719,75.2440608247891,False,67.51394069607987,0.25451653499814125,False
AP0110,0.22564849179210414,17.973285973677143,43.6004,13.08,22.9713,56.6804,0.7787075868293227,-2647.068652439588,1.6655224107411597,0.6650437167245142,-0.25011967350416137,2.666001104757805,0.25451653499814125,67.51394069607987,False,59.95947216997236,0.22199412656889161,False
AP0111,0.22842158827055822,18.36913875906527,44.5012,13.1885,22.728,57.689699999999995,0.8816646860650766,-1297.8544497159746,2.1477528952657132,1.643979016108134,-0.12594346978939477,2.651526774423292,0.22199412656889161,59.95947216997236,False,70.280035285811,0.3267658133942043,False
AP0112,0.2168044879466837,17.650248487778672,44.0278,13.3616,24.0215,57.389399999999995,0.8042338394323221,-2295.9227058125,1.9431013064912848,1.0716404783900033,-0.21786520702532033,2.814562134592566,0.3267658133942043,70.280035285811,False,75.2067368896212,0.2787467216296966,False
AP0113,0.2353430192131829,18.16471559495031,41.1333,13.1791,22.8716,54.3124,0.9342902091777796,-700.0747294497432,2.1903484020725226,1.9184757118676186,-0.067968172551226,2.4622210922774266,0.2787467216296966,75.2067368896212,False,64.61897281426242,0.24147032720924,False
AP0114,0.21452265459688158,17.501273016384634,43.9607,13.3637,24.258,57.324400000000004,0.7808325123608593,-2551.949114126188,1.820464866573983,0.8308864467990289,-0.24739460494373855,2.8100432863489373,0.24147032720924,64.61897281426242,False,65.30617057079391,0.26076263369689234,False
AP0115,0.2056474790405468,16.731437765243083,43.4179,13.2033,24.7386,56.6212,0.7776263211143964,-2497.65948601488,1.7599886861652387,0.753951977209121,-0.25150917723902944,2.7660253951213565,0.26076263369689234,65.30617057079391,False,71.17108673377778,0.3518483741181894,False
AP0116,0.24376734421291407,18.63750044587698,41.2796,13.0294,22.1471,54.309000000000005,0.9090100616612856,-1072.6290636331632,1.6593682567924453,1.2777717930660022,-0.09539911593161077,2.0409647205188883,0.3518483741181894,71.17108673377778,False,61.25568977870816,0.2658217794092467,False
AP0117,0.19423741248190188,16.34523365028203,46.2423,14.0207,23.8878,60.263,0.8512720077146185,-1534.4547998270357,1.628366485897417,0.9842722121239569,-0.16102356844336502,2.272460759670877,0.2658217794092467,61.25568977870816,False,65.27657038031192,0.2763186502333242,False
AP0118,0.20192770954981526,16.07455628256782,42.7223,13.0303,23.8529,55.7526,0.7025156249403732,-3571.391914544967,1.1816202203792714,-0.23073032407504535,-0.3530876361135792,2.593970764833588,0.2763186502333242,65.27657038031192,False,67.34192726605917,0.2374432598169948,False
AP0119,0.21578566977769328,17.09590020950846,41.836,12.9191,24.4712,54.7551,0.7678447382074158,-2609.1749373663697,2.1765961702400096,1.1199252499810246,-0.26416773006474625,3.2332670904989946,0.2374432598169948,67.34192726605917,False,68.49535442370555,0.3368870498513561,False
AP0120,0.2210651347482281,17.702608605962933,42.8192,13.3702,23.8893,56.189400000000006,0.7467968765491484,-3159.3371647510703,1.9969948558903123,0.8291466568120907,-0.2919620497695554,3.164843054968534,0.3368870498513561,68.49535442370555,False,67.45212522669513,0.23679990163862782,False
AP0121,0.1855630685232237,15.597911963470318,46.5593,13.6582,23.8397,60.2175,0.633407881318949,-4796.760384453944,1.3196356186079659,-0.5069271896999221,-0.456640702076972,3.146198426915854,0.23679990163862782,67.45212522669513,False,70.19702705991743,0.3320396244095753,False
AP0122,0.22852900186171754,17.76680442653774,40.5451,13.2328,23.9663,53.777899999999995,0.7746963514470815,-2721.2438508619234,1.8660838241759143,0.8449473002212269,-0.25528413098867186,2.887220348130602,0.3320396244095753,70.19702705991743,False,71.38927536616988,0.3103354036680235,False
AP0123,0.22903865223358974,18.053948858447487,42.6333,13.1144,23.0772,55.747699999999995,0.8237609086244764,-2007.353534787448,1.128719417296871,0.35321961484337283,-0.19387495061337454,1.9042192197503691,0.3103354036680235,71.38927536616988,False,70.91459476986874,0.2734852223146249,False
AP0124,0.21056079431715208,16.525084867042708,42.9368,13.038,22.5065,55.9748,0.7137452177463379,-3553.963394757475,0.8896740600203394,-0.45924281283816226,-0.3372292182146254,2.238590932878841,0.2734852223146249,70.91459476986874,False,64.66488603060837,0.24547870179412865,False
AP0125,0.2135487774926709,16.948725823260812,41.4444,13.4522,24.4704,54.8966,0.8089784173770095,-1956.1001514143463,2.2591451968863066,1.4112130351700305,-0.21198304042906907,3.107077358602583,0.24547870179412865,64.66488603060837,False,64.97174973309644,0.2445492888233192,False
AP0126,0.20966750990230562,17.340719140478107,44.6366,13.4045,24.6647,58.0411,0.7085648039788265,-3429.6480996924256,1.9690379600263905,0.5909829296839431,-0.34451375758561187,3.347092990368838,0.2445492888233192,64.97174973309644,False,68.99600333422,0.3750728618587448,False
AP0127,0.24706541043506536,19.162516766048885,41.0576,13.4012,23.1017,54.4588,0.7498702501044657,-3216.011589709253,1.606131341590984,0.4547109924762025,-0.28785508727869535,2.7575516907057653,0.3750728618587448,68.99600333422,False,63.3889067796939,0.2728567213774906,False
AP0128,0.2758284254583805,20.093549137792102,38.3475,12.2414,22.2591,50.588899999999995,0.8088113457169549,-2410.01541860032,2.057754862232696,1.2089965280954538,-0.21218958353431058,2.9065131963699384,0.2728567213774906,63.3889067796939,False,68.80948984907785,0.2547231668705009,False
AP0129,0.23716687339762282,18.50409149610529,42.1835,12.992,22.8459,55.1755,0.7793879228721441,-2576.332849161541,2.2527925895945096,1.2558070631369656,-0.24924638161438598,3.2497781160520534,0.2547231668705009,68.80948984907785,False,76.22740468599622,0.3517539298202857,False
AP0130,0.2583943721305234,19.669522234756915,40.8321,13.3205,21.9695,54.15259999999999,0.8704259614966116,-1520.091443459034,1.950988936156256,1.395898631203544,-0.138772576238178,2.506079241108968,0.3517539298202857,76.22740468599622,False,64.63338094067147,0.2928057458526264,False
AP0131,0.24962677237262154,19.268266193929623,41.2669,13.3316,22.5898,54.5985,0.8721360307559483,-1442.7987098202047,1.4444104335435042,0.8971709588781667,-0.1368098686663344,1.991649908208842,0.2928057458526264,64.63338094067147,False,65.88374795030101,0.2500797116616161,False
AP0132,0.23564654356530515,18.580894912704807,43.2504,13.2389,22.3614,56.4893,0.8104281750897389,-2258.0505915888752,1.8418273485259897,1.001057109488199,-0.2101925597594477,2.6825975875637806,0.2500797116616161,65.88374795030101,False,68.47738955075236,0.31361846924364367,False
AP0133,0.23903324578889298,18.226595734622617,41.2654,13.4489,21.537,54.7143,0.7471643702333207,-3293.0189281966195,1.7358863258639217,0.5700060155371705,-0.2914700775816878,2.901766636190673,0.31361846924364367,68.47738955075236,False,61.91397879590847,0.2657946143088919,False
AP0134,0.23771365299856828,18.204468117109855,41.1941,13.4346,21.9528,54.628699999999995,0.8166388004813626,-2151.7614367385377,1.4555537979377462,0.6453202517249703,-0.20255838655319394,2.265787344150522,0.2657946143088919,61.91397879590847,False,62.26040941233482,0.24603732624548047,False
AP0135,0.2191898152521513,17.54835852806876,43.8108,13.2329,23.0164,57.0437,0.7161657937521969,-3591.750896542248,2.377687268059762,1.0423129348337423,-0.3338435833065049,3.7130616012857813,0.24603732624548047,62.26040941233482,False,68.06820204907228,0.42326287166331605,False
AP0136,0.2897952077042854,21.013774998656995,39.0972,12.2912,21.1241,51.388400000000004,0.7730868535696528,-3429.800320476321,1.6182205295045744,0.5887650190026847,-0.2573638776254724,2.647676040006464,0.42326287166331605,68.06820204907228,False,70.88639124036565,0.31676650993534233,False
AP0137,0.2853917053340694,20.330391834542034,38.3828,11.9407,20.9133,50.3235,0.8393596171644315,-2199.572709603736,2.0236182125658573,1.3231540589343798,-0.17511603840786932,2.7240823661973343,0.31676650993534233,70.88639124036565,False,58.62596715848888,0.26361870950017635,False
AP0138,0.2493858719090116,19.18747466022025,41.1218,13.3212,22.4959,54.443,0.8143105054534069,-2334.436505773234,2.2989381616088957,1.4772840440704962,-0.20541352938459984,3.120592279147295,0.26361870950017635,58.62596715848888,False,69.90259533159339,0.36461685693280665,False
AP0139,0.2383572580103471,18.50975204942251,41.6044,13.5084,22.5427,55.1128,0.8034518287585329,-2442.75874517139,2.630531133999529,1.75517894454105,-0.2188380473646198,3.5058833234580082,0.36461685693280665,69.90259533159339,False,69.96473877301716,0.3436089597048695,False
AP0140,0.2774461075619777,20.21100561912436,39.0975,12.2837,21.4654,51.38119999999999,0.85902768771248,-1854.1922310353368,1.817636489537053,1.209819989444327,-0.1519541250231815,2.425452989629779,0.3436089597048695,69.96473877301716,False,62.2952068594612,0.3033712251389169,False
AP0141,0.26086863237109503,19.750442417405317,40.9712,12.9738,21.7653,53.94500000000001,0.7834573617675209,-3053.499841142348,1.6656264145632225,0.6894718590661393,-0.2440386388742708,2.6417809700603057,0.3033712251389169,62.2952068594612,False,73.55770200610748,0.31324012035210363,False
AP0142,0.24384181533689617,18.683428117109855,41.2599,13.3362,22.025,54.5961,0.8199482647070228,-2268.983053971324,2.198511060113045,1.4044549299733857,-0.19851403253491484,2.9925671902527045,0.31324012035210363,73.55770200610748,False,72.47417241213776,0.35912386352977527,False
AP0143,0.2571797782561157,19.8907984098845,41.6248,12.8771,22.8401,54.5019,0.8230032970932355,-2279.11267302138,2.3670529283056503,1.5878726398077685,-0.1947950721244704,3.1462332168035316,0.35912386352977527,72.47417241213776,False,69.91445579487271,0.28354001836842996,False
AP0144,0.23411629748960827,18.617302562449634,42.7911,13.2758,23.4547,56.066900000000004,0.7930502509073376,-2536.256146589343,2.1002445594397505,1.1727697944402662,-0.23186869124987108,3.027719324439235,0.28354001836842996,69.91445579487271,False,64.86719646914743,0.4029226401067138,False
AP0145,0.2463742620441509,19.16496109589041,41.5404,13.0733,23.1743,54.613699999999994,0.7215829240874799,-3881.798521098088,1.357833908243811,0.05260201035456635,-0.32630797447231114,2.6630658061330554,0.4029226401067138,64.86719646914743,False,72.80955270837866,0.4127346332154048,False
AP0146,0.2589684118047588,19.608285339779748,39.5981,12.8767,23.2421,52.4748,0.7878090939168096,-2779.1692859658724,2.1850548588704743,1.2310569185561326,-0.23849948507858548,3.1390527991848165,0.4127346332154048,72.80955270837866,False,72.96307508304407,0.2393007392161669,False
AP0147,0.2140136460444867,17.268547085683586,43.6842,13.4164,23.5884,57.1006,0.7020682670150877,-3884.3873848729,2.1472507036276953,0.732352170730826,-0.3537246332242174,3.562149236524565,0.2393007392161669,72.96307508304407,False,77.68774908452457,0.3842622062292765,False
AP0148,0.3175833656669539,22.535048702659147,37.8151,11.6738,21.469,49.4889,0.8701422016732416,-1876.133076762826,2.1415483496040064,1.5851538276403758,-0.13909863049090765,2.697942871567637,0.3842622062292765,77.68774908452457,False,74.86081370884254,0.46910785660329146,False
AP0149,0.263029854819865,20.100110233682514,40.8136,13.1353,22.4687,53.9489,0.8274025496242665,-2248.094519361295,2.1883596528969265,1.4305038790159268,-0.1894639434702499,2.946215426777926,0.46910785660329146,74.86081370884254,False,68.49495300566005,0.24661559263271451,False
AP0150,0.2306103048886882,18.580894912704807,43.8821,13.1164,23.5742,56.9985,0.7492401709758889,-3279.327370708321,1.6454167373901571,0.490633971968645,-0.28869569135537804,2.8001995028116693,0.24661559263271451,68.49495300566005,False,57.404971526154746,0.2365946645822473,False
AP0151,0.25053563452446725,19.37993347300564,41.3904,13.0007,22.9629,54.3911,0.7821062566797904,-2895.424500034387,1.0740794705021721,0.09102079226108883,-0.24576466956027085,2.0571381487432556,0.2365946645822473,57.404971526154746,False,71.15277172170163,0.3845054809935419,False
AP0152,0.2601605430865814,20.102683212463067,41.2218,13.2658,22.7827,54.4876,0.9435131631913038,-653.7940641265759,2.4585529523815324,2.2259731010906125,-0.05814496282272989,2.691132803672452,0.3845054809935419,71.15277172170163,False,67.8650647984966,0.2683534417425451,False
AP0153,0.22613047747237716,17.630307902229383,41.6657,13.4752,22.8243,55.1409,0.7608996742359714,-3029.2407954736027,2.0301169586984265,0.9371019029798848,-0.2732537639296354,3.123132014416968,0.2683534417425451,67.8650647984966,False,64.25260676394039,0.24173083240849047,False
AP0154,0.22841043860698423,17.145172753156057,40.9667,13.2837,20.8126,54.2504,0.7182922946108157,-4060.467342023887,1.3367584023026773,0.013243613436323187,-0.3308786972165885,2.6602731911690314,0.24173083240849047,64.25260676394039,False,67.62038048269191,0.28616185394334165,False
AP0155,0.2802446446146359,20.45312292237443,38.5985,12.3098,22.0748,50.9083,0.9087892973241884,-1173.741140968321,2.138859977692855,1.7562919465067077,-0.0956420077965368,2.521428008879002,0.28616185394334165,67.62038048269191,False,68.93970821422688,0.2554821324443819,False
AP0156,0.2339306192035017,18.661300499597097,42.4659,13.0969,24.21,55.562799999999996,0.7673010448865494,-2951.293192281433,1.8195662603204745,0.7600620282049286,-0.2648760580288865,2.8790704924360204,0.2554821324443819,68.93970821422688,False,70.87437249317207,0.27399832603199387,False
AP0157,0.2658499535217868,19.77835923717432,38.8798,12.2234,23.2935,51.1032,0.8792942688269652,-1485.426054763611,1.9727907224861627,1.4582480804872393,-0.12863566049973085,2.487333364485086,0.27399832603199387,70.87437249317207,False,72.61908325123001,0.3094620341445915,False
AP0158,0.2777521122799785,20.041703615363954,38.3567,11.9345,21.8656,50.291199999999996,0.874514208429273,-1585.5021985519795,1.9654071621968225,1.4290602135315973,-0.13408673716630634,2.501754110862048,0.3094620341445915,72.61908325123001,False,79.06775670112962,0.26468043700452437,False
AP0159,0.23761459414007674,18.71906387322052,44.0688,13.141,21.5693,57.2098,0.871754220019607,-1563.8013278583312,1.6381201704810193,1.0891291601681963,-0.13724775257820576,2.1871111807938424,0.26468043700452437,79.06775670112962,False,65.36215586362145,0.2475735413537211,False
AP0160,0.2625291846106122,19.132155616438357,38.9417,12.0282,21.9064,50.969899999999996,0.8343549309907451,-2111.819703575966,1.9984613588090385,1.274075797097162,-0.18109639042796916,2.722846920520915,0.2475735413537211,65.36215586362145,False,73.58917465220368,0.3294820444018069,False
AP0161,0.26175942887908554,19.75571702390545,40.5846,12.7218,22.1664,53.306400000000004,0.8804006555470784,-1478.9588909880968,2.0912595871380373,1.5817468482232326,-0.12737818472870113,2.6007723260528417,0.3294820444018069,73.58917465220368,False,82.04861096752636,0.283295205046473,False
AP0162,0.2502706743514634,19.011611560569435,41.5686,13.2018,21.1938,54.7704,0.8547088612544554,-1835.8053079195704,1.7586671159188543,1.1306895911755412,-0.15699438118582826,2.3866446406621673,0.283295205046473,82.04861096752636,False,68.27180915430661,0.290455389708363,False
AP0163,0.22074020837008812,17.256454085414987,42.2918,13.5108,22.3728,55.8026,0.7447166842407069,-3370.7496371019115,2.219562234364643,1.0405565442014493,-0.2947514225407984,3.3985679245278364,0.290455389708363,68.27180915430661,False,70.82211568321414,0.3038639266050414,False
AP0164,0.2591922480986322,19.365782089712596,39.7572,12.4039,22.5548,52.1611,0.7822656600330665,-2759.7375181036023,0.6899599909242008,-0.29228351873900293,-0.24556087741580093,1.6722035005874045,0.3038639266050414,70.82211568321414,False,72.89123557366597,0.26498162433290134,False
AP0165,0.24244352625554957,18.679182702121945,40.8407,12.8116,23.3932,53.6523,0.7922420836574737,-2560.641447801905,1.7556324229384974,0.8240793321829178,-0.2328882726888949,2.687185513694077,0.26498162433290134,72.89123557366597,False,67.7053590858021,0.26894173760778367,False
AP0166,0.24483812441990913,18.586812763900078,41.4159,12.612,21.8868,54.0279,0.8107563403790667,-2430.77806265564,1.706533169571617,0.8673823158199736,-0.20978771343791083,2.5456840233232603,0.26894173760778367,67.7053590858021,False,71.239339811662,0.29370299071678857,False
AP0167,0.24241153228102696,18.785318076819767,42.4168,12.8652,22.2115,55.282000000000004,0.8040895324103159,-2433.850388451323,1.4179332955059094,0.5457546663707329,-0.21804465728379413,2.290111924641086,0.29370299071678857,71.239339811662,False,73.33522315428759,0.25802101500378477,False
AP0168,0.19619164095051794,16.01885129196884,44.8809,13.398,23.3701,58.27889999999999,0.670527793259028,-3441.3967526106,1.3334538408078318,-0.26530666150145166,-0.39969012557732086,2.9322143431171153,0.25802101500378477,73.33522315428759,False,72.62295031042878,0.48065955845169256,False
AP0169,0.29558598857153756,21.590250894439965,39.4913,12.4996,21.0513,51.9909,0.8537212819512551,-2113.4608001396136,1.6180518094933318,0.9854497846865902,-0.15815050620168544,2.2506538343000737,0.48065955845169256,72.62295031042878,False,70.43130460975291,0.2980707621340763,False
AP0170,0.20137274591887477,16.621185624496373,45.5221,13.7159,23.3014,59.238,0.6709001628363397,-4303.326421378308,1.2144473116473362,-0.3820924551528395,-0.39913494170004393,2.810987078447512,0.2980707621340763,70.43130460975291,False,69.97863436383892,0.23272806492411402,False
AP0171,0.21500287951090016,16.60587640075208,41.0828,13.446,22.7068,54.5288,0.7995613654840021,-2298.331671565684,2.2338626599771727,1.3390946806697341,-0.22369199482685964,3.1286306392846113,0.23272806492411402,69.97863436383892,False,69.77450250230696,0.2757785356496025,False
AP0172,0.23222537061949816,17.45405885576148,39.7373,12.4123,23.0104,52.1496,0.7669434038069564,-2853.6392080500864,1.7607097701176382,0.6993406926112535,-0.26534226937659616,2.822078847624023,0.2757785356496025,69.77450250230696,False,73.88973264520219,0.2384529030881242,False
AP0173,0.22844089142613577,18.154037733011013,42.9284,13.477,23.0639,56.4054,0.7856780095039938,-2616.5425351089816,2.2918439389770935,1.3270110285573646,-0.24120822760493227,3.256676849396823,0.2384529030881242,73.88973264520219,False,76.49096191076157,0.2456835255386697,False
AP0174,0.21236144280290573,17.233683223207088,44.4348,13.0638,23.654,57.4986,0.7710706005880463,-2775.506966686091,1.8912083471287282,0.8513069892967682,-0.25997533945799,2.9311097049606882,0.2456835255386697,76.49096191076157,False,68.14622211976875,0.29668212296344343,False
AP0175,0.2061389638366847,16.547083835616437,43.7359,13.0819,23.4537,56.8178,0.7973200727108922,-2237.280247984574,2.06795793604575,1.1619616003119069,-0.22649908393346077,2.973954271779593,0.29668212296344343,68.14622211976875,False,67.43467254270297,0.18928933270351586,False
AP0176,0.20159114101057404,16.410587311308085,45.3847,13.0394,22.9812,58.4241,0.9058062989422612,-932.2894153691486,2.351070847701482,1.9553516722046862,-0.09892979387419895,2.746790023198278,0.18928933270351586,67.43467254270297,False,74.24335351979437,0.2492734329400036,False
AP0177,0.20497117457336408,16.82522284179425,45.8282,13.2906,22.967,59.1188,0.8282155059708121,-1928.703653957484,2.105602472537891,1.3516749303363436,-0.1884818855503868,2.859530014739438,0.2492734329400036,74.24335351979437,False,73.73316950812031,0.3422459265087558,False
AP0178,0.2024461821585363,16.23330907332796,44.3266,13.5049,22.3543,57.8315,0.7438815122989298,-3236.158634531779,2.2679587728360264,1.0844647148575386,-0.295873514494622,3.4514528308145147,0.3422459265087558,73.73316950812031,False,70.13008619595749,0.20772654695917456,False
AP0179,0.23917498592191533,18.726396862745098,42.6975,12.98,22.6183,55.677499999999995,0.8266412350460454,-2317.104296983145,1.7975399374505456,1.0360019653639643,-0.19038449302164537,2.559077909537127,0.20772654695917456,70.13008619595749,False,70.57977974260392,0.21331890231434553,False
AP0180,0.1858096509662023,15.60550225087295,46.5793,13.6248,23.7824,60.204100000000004,0.7066207609918757,-3576.6584214898485,1.5033202613108767,0.11427560949171722,-0.34726116295478987,2.892364913130036,0.21331890231434553,70.57977974260392,False,61.56642484528447,0.2195570964595976,False
AP0181,0.19107159148234387,15.689767305936073,44.6568,13.231,24.2268,57.8878,0.7237911473031446,-3229.713960706764,1.8512419833394018,0.5582323881880913,-0.32325239878782763,3.1442515784907124,0.2195570964595976,61.56642484528447,False,72.27615768788192,0.1943776137227637,False
AP0182,0.23815433433478636,18.02075743217835,40.2927,12.3711,23.0046,52.6638,0.8322424646664422,-2097.747954015689,1.995143207304544,1.2606173803498115,-0.18363145673868314,2.7296690342592766,0.1943776137227637,72.27615768788192,False,61.8094015951456,0.2344701556459457,False
AP0183,0.20964568584451287,16.389617534246575,41.7544,13.0386,23.3847,54.793,0.7095371530759635,-3787.6399763428735,1.0896695447158922,-0.2829001296848008,-0.34314241860017325,2.462239219116585,0.2344701556459457,61.8094015951456,False,64.8089817681888,0.25161248848263645,False
AP0184,0.20914229320120103,16.726677754499057,42.9823,13.1687,23.8265,56.151,0.8019283527245809,-2245.429336523295,1.901561794961049,1.018617751516307,-0.22073601086118547,2.784505838405791,0.25161248848263645,64.8089817681888,False,67.10540922287353,0.2089712716795184,False
AP0185,0.18504513742217665,15.446106215417672,46.2306,13.6453,23.5962,59.8759,0.7366600058115198,-3137.958817813047,1.311410555206466,0.08889529494990223,-0.30562881506414097,2.53392581546303,0.2089712716795184,67.10540922287353,False,73.01234197969465,0.2438847217693069,False
AP0186,0.18800758700056597,15.335854074670964,45.3309,12.9905,23.249,58.3214,0.8530461226485536,-1521.2912630881783,2.224875789296375,1.5891091418885752,-0.1589416618519499,2.8606424367041745,0.2438847217693069,73.01234197969465,False,64.03645857564088,0.1890688783045048,False
AP0187,0.20467003925929525,15.987718248724146,42.2471,12.926,22.9415,55.173100000000005,0.7638059912943186,-2909.7621314201315,1.5008566251596926,0.4230907845205092,-0.26944146015979586,2.578622465798876,0.1890688783045048,64.03645857564088,False,72.62896642012767,0.19965260676841493,False
AP0188,0.18606722659055885,15.325948106365834,46.0693,13.2616,23.0369,59.3309,0.7817798167657467,-2519.8318479820064,1.2960910763022668,0.31136250701565116,-0.24618214232165392,2.2808196455888825,0.19965260676841493,72.62896642012767,False,72.57204105498306,0.2693686681924204,False
AP0189,0.22037673320082016,17.18621176470588,41.8167,12.8174,23.3515,54.6341,0.8741258466066811,-1460.9399842114071,2.0085712737603023,1.4704475760020483,-0.13453092443956344,2.546694971518556,0.2693686681924204,72.57204105498306,False,67.47735364116184,0.24740693395719918,False
AP0190,0.21777091129910228,17.166271179156595,42.3332,13.2905,23.2035,55.6237,0.7737228656730499,-2954.3456355780363,1.8341538998367786,0.8079878030556733,-0.2565415241952763,2.860319996617884,0.24740693395719918,67.47735364116184,False,70.41753166784619,0.2106912722835279,False
AP0191,0.19676690411518408,15.99041987644373,43.4328,13.3032,24.5298,56.736000000000004,0.7306710364644275,-3283.288962421804,2.2223636562044007,0.96719590005402,-0.31379193903759517,3.4775314123547814,0.2106912722835279,70.41753166784619,False,71.22162920900416,0.28190193601232094,False
AP0192,0.23718405501525558,17.856472737040022,39.8688,12.4694,22.9471,52.3382,0.8429988975420408,-1966.5604320829332,1.4626299872423993,0.7794714722006089,-0.17078962876044762,2.14578850228419,0.28190193601232094,71.22162920900416,False,64.57168749074502,0.23538413724218457,False
AP0193,0.19063234979066698,16.02181021756648,44.821,13.6337,25.5909,58.454699999999995,0.696462016543691,-3665.436819805888,0.6929981431089176,-0.7539699449053345,-0.36174202200356304,2.1399662311231697,0.23538413724218457,64.57168749074502,False,64.90903076848403,0.24015275929592492,False
AP0194,0.2045968350395393,15.967391716357776,41.1443,13.3644,23.5345,54.508700000000005,0.8126354704551261,-2083.8621531017143,0.5427763172240834,-0.2871142660110242,-0.2074726458087769,1.372666900459191,0.24015275929592492,64.90903076848403,False,68.15233541971674,0.22341942116477354,False
AP0195,0.189463309349376,15.299446424926135,43.1307,12.8946,24.7262,56.0253,0.646452726580343,-4590.7858590985325,1.325761819330883,-0.4192590027328871,-0.43625520551594255,3.0707826413946533,0.22341942116477354,68.15233541971674,False,60.43351411312338,0.19532214695865036,False
AP0196,0.20405033795504735,16.44557982272361,42.5464,13.191,24.8583,55.7374,0.7823605162949064,-2595.6403065330014,1.048382471780112,0.06662396620742528,-0.2454396263931717,2.030140977352799,0.19532214695865036,60.43351411312338,False,69.1823778249205,0.3277022215638909,False
AP0197,0.2496276621459152,19.650739489658875,42.2308,13.1661,23.3233,55.3969,0.7302039302467552,-4162.389696100274,1.452498523033389,0.19477281363315724,-0.31443142735005797,2.710224232433621,0.3277022215638909,69.1823778249205,False,70.68889790530595,0.24772195910849157,False
AP0198,0.2252552372335641,17.997600623153367,42.9318,12.9239,24.043,55.8557,0.7930817153813984,-2527.9848410660907,1.5313298147721932,0.6040137476603178,-0.23182901677796885,2.4586458818840686,0.24772195910849157,70.68889790530595,False,72.2733024603543,0.2531595834872567,False
AP0199,0.22384227629042178,17.744805457964006,42.2611,13.296,23.7166,55.5571,0.9176695367593504,-859.5990173010723,1.419335008041374,1.0756632683843532,-0.0859179349142552,1.7630067476983948,0.2531595834872567,72.2733024603543,False,73.15059361113873,0.30947794105145293,False
AP0200,0.22231606614007396,17.591069975825945,42.7646,13.1878,23.174,55.9524,0.8116979756234981,-2297.805989070432,1.9298706599495625,1.0953628230933474,-0.20862695921405378,2.7643784968057776,0.30947794105145293,73.15059361113873,False,67.09957322893993,0.218040699489082,False
AP0201,0.19876227618111716,16.27692106365834,45.1522,13.2035,23.5357,58.3557,0.6561520868694137,-4715.01453991346,1.8665658079481446,0.18111509927307434,-0.4213626771687676,3.552016516623215,0.218040699489082,67.09957322893993,False,67.12287371039088,0.23280487604702949,False
AP0202,0.20160907040785075,16.147757528874564,43.3008,12.9575,23.8361,56.258300000000006,0.7547080480509641,-2807.002804605323,1.2852519099229605,0.15955472656012848,-0.281424295840708,2.4109490932857924,0.23280487604702949,67.12287371039088,False,67.79923190734513,0.16143331452298154,False
AP0203,0.22850343419679622,18.11943116841257,42.8434,13.0203,23.4324,55.8637,0.8532175333708532,-1734.3788246777112,1.7085269014042066,1.0735639315395415,-0.15874074246616626,2.3434898712688716,0.16143331452298154,67.79923190734513,False,60.863310290464845,0.24214774051382731,False
AP0204,0.12989915072584898,11.397910051034112,48.9765,15.3185,23.4493,64.295,0.5045208149101642,-6081.635149833338,0.04678133169952581,-2.689803394483267,-0.6841461815456982,2.7833660578823185,0.24214774051382731,60.863310290464845,False,64.1901037712104,0.22517559711227955,False
AP0205,0.16393071334351042,13.658657856567284,45.7751,13.6834,23.8612,59.4585,0.6209864804656521,-4417.833790310745,0.7917907603407524,-1.113993111148658,-0.4764459678723526,2.6975746318301628,0.22517559711227955,64.1901037712104,False,66.50803579954899,0.17971687792942723,False
AP0206,0.2337691426199797,17.808229384904646,41.1356,12.9365,22.1066,54.0721,0.8445626867206701,-1925.156788767208,1.1357762908927223,0.46003102649999406,-0.16893631609818208,1.8115215552854507,0.17971687792942723,66.50803579954899,False,70.64280982652163,0.22441989952742025,False
AP0207,0.1956019838603131,16.029915100725223,45.7665,13.4525,22.7327,59.219,0.8088466464115367,-2170.691615770109,2.005989857753696,1.1574061004170346,-0.21214593933416542,2.854573615090358,0.22441989952742025,70.64280982652163,False,74.68286740348356,0.2937432758432093,False
