target,rho_kpi_next_dev,p_kpi_next_dev,n_dev,rho_irfF0_next_dev,ols_next_coef_sd_dev,ols_next_p_dev,rho_kpi_next_lockbox,p_kpi_next_lockbox,n_lockbox,rho_irfF0_next_lockbox,ols_next_coef_sd_lockbox,ols_next_p_lockbox,rho_kpi_next_total,p_kpi_next_total,n_total,rho_irfF0_next_total,ols_next_coef_sd_total,ols_next_p_total
R_sdi,0.11186528490764691,0.058829802411363236,286,0.022302608659208363,0.4195177191205628,0.17436083778356726,0.3488454080733298,0.00545625786116912,62,0.47477525118984654,1.2190451876968336,0.03544820903226832,0.15142766758532986,0.004639896337332967,348,0.09435700216836065,0.5556668305591516,0.04727698884161578
R_ln_feo_ret,0.12124076180558849,0.04046679285464954,286,0.03575426896510175,0.41612353110082967,0.23112233034734597,0.37453098637657073,0.0027084471933397944,62,0.537757800105764,1.30297791788229,0.01808669755058535,0.1537340542547566,0.004044614768563297,348,0.11226994044314047,0.5546214384530792,0.07444491161930569
R_ln_sn_dep,0.011602005183519944,0.8451150380125728,286,-0.005517501512702774,-0.09173579960285681,0.7965717686131026,-0.07290171489008083,0.5733690077154091,62,-0.19143310417768375,-0.8824621453153879,0.1753002660606462,0.02015639579531473,0.7078851534225479,348,-0.024620829120323564,-0.13044561269713845,0.6697734291147674
F_irf_fin,0.08162589283102852,0.15987094519045508,298,0.5233641962455522,0.2100419766324591,0.5010705324495918,0.331066958777165,0.008580190286837177,62,0.34383923849814907,1.6274219384569597,0.009283065040711871,0.13961758964189538,0.007981532802099492,360,0.49321522595605316,0.3304410544170893,0.2507742894364613
