id,agg,teoria,n_dev,n_lockbox,rho_dev_negKPI,p_dev_negKPI,ci_low_negKPI,ci_high_negKPI,rho_lockbox_negKPI,p_lockbox_negKPI,rho_dev_posKPI,p_dev_posKPI,ci_low_posKPI,ci_high_posKPI,rho_lockbox_posKPI,p_lockbox_posKPI,theta_ols_negKPI,p_ols_negKPI,theta_ols_posKPI,p_ols_posKPI,p_dev_negKPI_bh,p_dev_posKPI_bh
D07_sdi,sdi,SDI ganador de Reduccion (README v5): agotamiento de Sn - 10*retencion log de FeO. Maximizar.,286,63,-0.19620097489160387,0.0008498989474957023,-0.3059177081214451,-0.08230085697510883,-0.11880760368663595,0.353712233947324,0.31902295393951363,3.461131920085165e-08,0.20487824299877563,0.4167787148191724,0.09379800307219663,0.4646543359147226,-0.008726733558177008,9.638195055087274e-06,1.5486709845720954,8.538058228418537e-07,0.0029746463162349584,1.211396172029808e-07
D06_irf_final,last,IRF = FeO/(SiO2+Al2O3+CaO) al cierre de Reduccion (fin de batch): matriz FeO-rica retiene Sn. Maximizar.,299,63,-0.15549549953985323,0.007061900856884945,-0.26431738176068437,-0.03485074616310909,-0.27856182795698925,0.02705671366432726,0.3151332181095823,2.563963086392661e-08,0.20358917755782238,0.4159069660028085,0.20079685099846392,0.1145704946236094,-0.008831365448523988,8.625643258482704e-05,1.7422113458102524,1.4333003749032701e-12,0.016477768666064874,1.211396172029808e-07
D05_feo_final,last,"Guia 7.4: %FeO final alto = matriz fayalitica conservada, menos Fe metalizado a dross. Maximizar.",299,63,-0.14373889334446127,0.012846374325171496,-0.25688864148035406,-0.029841034175810945,-0.2966589861751152,0.018229555151007673,0.3060324809841564,6.673955258724879e-08,0.20502267929721213,0.4067178406390188,0.20583717357910905,0.10556598761388193,-0.007892572973983934,0.0003542924161039232,1.5821730704589858,2.0714623268764856e-10,0.02248115506905012,1.557256227035805e-07
D01_feo_reducido_total,sum,Guia 5.3/11.3: FeO reducido a Fe0 forma hardhead/dross que ocluye Sn. Minimizar (total del batch).,299,63,-0.1951409374159867,0.0006917109837006406,-0.3063526398632359,-0.08067690641708865,0.04334677419354839,0.7358732031682963,0.21903042312427204,0.00013454443273840157,0.10314474547434123,0.33217863146273297,-0.049299155145929335,0.7012025881783814,-0.006982755669624065,0.003573736979044865,1.316303706155507,4.971796252854219e-05,0.0029746463162349584,0.00023545275729220275
D04_sn_dross_alimentado,sum,Sn que entra ya en corrientes ferriferas (t4+t5): hipotesis de reciclo hacia dross de salida. Minimizar.,299,63,-0.0925474175663846,0.1102611331902255,-0.19496825719068542,0.01266821512281721,-0.15649001536098311,0.22065412037754628,0.07595115710085071,0.19029404982276865,-0.030292646677943555,0.1868852843728523,0.12408794162826424,0.332572075632333,-0.004371558602815062,0.08972278738681787,-0.018806701539243312,0.9643651045220227,0.1543655864663157,0.2566461637115383
D02_fe_dross_t5,sum,Fe cargado como dross (tolva 5): mas Fe disponible para volver a formar dross. Minimizar.,299,63,0.017321272249781146,0.7654889962782203,-0.10112373143234168,0.13887042184715284,-0.2385272657450077,0.05975294582706897,0.0711427352921371,0.21998242603846138,-0.041029007744634645,0.17764768719218985,0.1737711213517665,0.17318726687178607,-0.023319372152179316,0.07336292533568203,16.653670203361365,4.68296060788885e-19,0.7654889962782203,0.2566461637115383
D03_fe_mineral_t4,sum,Fe cargado como mineral WF (tolva 4): mas Fe disponible para reducirse y formar dross. Minimizar.,299,63,-0.07493121085174465,0.1963323117281993,-0.18372158306135095,0.027875137366571556,-0.12850422427035332,0.31551605627907064,-0.0454432050283055,0.43368606160918466,-0.1573519004097718,0.06708973205106249,0.11544738863287252,0.36758654157914517,-0.006957586959207423,0.011558917008070685,0.2954256329028173,0.5231557461373573,0.2290543636828992,0.43368606160918466
