Batch,fecha_batch,es_lockbox,st_R01_sn_ext,n_R01_sn_ext,st_R02_feo_ret,n_R02_feo_ret,st_R03_sn_net_l03,n_R03_sn_net_l03,st_R04_sn_net_l06,n_R04_sn_net_l06,st_R05_sn_net_l10,n_R05_sn_net_l10,st_R06_frac_sn,n_R06_frac_sn,st_R07_kapp_sn,n_R07_kapp_sn,st_R08_feo_ret_frac,n_R08_feo_ret_frac,st_R09_selectividad,n_R09_selectividad,st_R10_log_selectividad,n_R10_log_selectividad,st_R11_util_carbon,n_R11_util_carbon,st_R12_d_avance,n_R12_d_avance,st_R13_sn_residual,n_R13_sn_residual,st_R14_log_sn_feo_next,n_R14_log_sn_feo_next,st_R15_d_log_sn_feo,n_R15_d_log_sn_feo,st_R16_feo_por_sn_disp,n_R16_feo_por_sn_disp,st_R17_dT,n_R17_dT,st_R18_T_ventana,n_R18_T_ventana,st_R19_T_gas_bhf,n_R19_T_gas_bhf,st_R20_fe_metalizado_por_sn,n_R20_fe_metalizado_por_sn,st_F01_sn_ext,n_F01_sn_ext,st_F02_frac_sn_ext,n_F02_frac_sn_ext,st_F03_feo_formado,n_F03_feo_formado,st_F04_feo_ret_por_fe,n_F04_feo_ret_por_fe,st_F05_ley_feo_next,n_F05_ley_feo_next,st_F06_B2_ventana,n_F06_B2_ventana,st_F07_T_media,n_F07_T_media,st_F08_T_ventana,n_F08_T_ventana,st_F09_T_gas_bhf,n_F09_T_gas_bhf,st_F10_irf_next,n_F10_irf_next,st_F11_log_sn_feo_next,n_F11_log_sn_feo_next,st_F12_d_log_sn_feo,n_F12_d_log_sn_feo,st_F13_masa_por_carga,n_F13_masa_por_carga,st_F14_sn_ret_por_c,n_F14_sn_ret_por_c,st_F15_dT,n_F15_dT,st_F16_sn_ret_frac,n_F16_sn_ret_frac,st_R21_ln_feo_ret,n_R21_ln_feo_ret,st_R22_sdi,n_R22_sdi,rendimiento_proxy_batch,f_metal,f_dross,f_polvo,recuperacion_real_pct,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,idx_cronologico,st_FE01_frac_fe_retenido_oxido,n_FE01_frac_fe_retenido_oxido,st_FE02_frac_fe_metalizado_implicito,n_FE02_frac_fe_metalizado_implicito,st_FE03_fe_metalizado_implicito_kg,n_FE03_fe_metalizado_implicito_kg,st_FE04_pureza_feo_fe_total,n_FE04_pureza_feo_fe_total,st_SB01_sn_metal_eq_l06_R,n_SB01_sn_metal_eq_l06_R,st_SB02_sn_metal_eq_l15_R,n_SB02_sn_metal_eq_l15_R,st_SB03_sn_metal_eq_l06_F,n_SB03_sn_metal_eq_l06_F,st_SB04_sn_metal_eq_l15_F,n_SB04_sn_metal_eq_l15_F,st_MX01_nbo_t_F,n_MX01_nbo_t_F,st_MX02_nbo_t_R,n_MX02_nbo_t_R,st_MX03_feo_sio2_F,n_MX03_feo_sio2_F,st_MX04_feo_sio2_R,n_MX04_feo_sio2_R,st_MX05_al2o3_sobre_mod_R,n_MX05_al2o3_sobre_mod_R,st_MX06_irf_twmean_R,n_MX06_irf_twmean_R,st_MX07_irf_inicio_R,n_MX07_irf_inicio_R,st_MX08_indice_fluidez_R,n_MX08_indice_fluidez_R,st_TH01_sobrecal_resid_R,n_TH01_sobrecal_resid_R,st_TH02_sobrecal_resid_F,n_TH02_sobrecal_resid_F,st_TH03_sobrecal_ventana_R,n_TH03_sobrecal_ventana_R,st_PV01_T_precuchilla_R,n_PV01_T_precuchilla_R,st_PV02_T_precuchilla_F,n_PV02_T_precuchilla_F,st_PV03_delta_T_gas_R,n_PV03_delta_T_gas_R,st_PV04_gas_total_por_carga_R,n_PV04_gas_total_por_carga_R,st_PV05_gas_total_por_carga_F,n_PV05_gas_total_por_carga_F,st_PV06_fume_intensidad_R,n_PV06_fume_intensidad_R,st_PV07_fume_intensidad_F,n_PV07_fume_intensidad_F,st_PV08_tiro_ventana_R,n_PV08_tiro_ventana_R,st_CP02_sdi_fusion_log,n_CP02_sdi_fusion_log,st_CP03_sdi_beta_irf,n_CP03_sdi_beta_irf,st_CP01_sdi_heel2b,n_CP01_sdi_heel2b
AP0260,2026-07-16 16:59:00,False,5679.7002454170415,4,-3007.49093426346,4,4777.452965138004,4,3875.2056848589664,4,2672.209311153582,4,0.9204096869966295,4,0.02412965188201875,4,0.7604451820694567,4,1.8885178275052756,4,0.6357923031603825,4,0.43170531867697526,4,0.11339983178635603,4,-519.6268959844066,4,2.910872139265842,4,2.0667249812410557,4,-0.3144420011270023,4,-38.34575151492618,4,-62.82708130953821,4,-179.33100851786506,4,-0.04666273467878412,4,-40794.73642827417,6,-0.9131162702978372,6,11380.13923273384,6,0.34556971373132866,6,19.435767112543648,6,-0.8873126270325202,6,-1001.3117044815241,6,-50.26579872595011,6,-193.84183659192027,6,0.2760566310992635,6,-0.8441471580247861,6,-1.0993850114104826,6,0.49616730454640395,6,0.30577470225430037,6,49.638720794974006,6,0.10940146224800924,6,-0.27385125131476307,4,-0.3979362805918118,4,72.66460557446115,0.7266460557446115,0.08760354422781833,0.1857504000275702,71.41304380471787,35.80528,4.31664,9.152798712,50.13829139941315,37.06179182389382,241.36952598433257,0.4254478685539422,18.950454369695034,993.2178152101235,260,0.2686145073120379,6,-0.7313854926879622,6,-24085.642950938025,6,0.9999999999999999,4,0.07729034190631244,4,0.023304819757689797,4,0.9652665815698539,6,1.1728641428258622,6,1.2103798789110676,6,1.2226971066965462,4,0.5143696834916912,6,0.4573017069747668,4,-0.32992903653619,4,0.2464575184390528,4,0.26950001376539845,4,0.11571310606791879,4,-37.94340311900684,4,-52.30924872533965,6,-40.34273436521772,4,-181.5004990567866,4,-196.33995843880444,6,-2.1694905389215484,4,-7.299369674028805,4,-0.47765391063731716,6,-7.654468068519318e-07,4,-3.4529639845203243e-06,6,-10.302112302529036,4,-1.314477985509992,6,-0.17617773197100153,4,0.7208014950843622,2
AP0261,2026-07-17 00:47:00,False,10044.619487401556,4,-3820.7298857784717,3,13.79204139118653,3,-1193.7085177649285,3,-2803.709263306415,3,0.9496642191743345,4,0.029498447010059464,4,0.704477157251948,3,0.23052085637705322,2,-1.4674139374411637,2,0.7054203666828215,4,0.20022007985555168,4,-532.6077987474757,4,2.8391212077405386,4,0.8411519751773606,3,-1.6626446383073061,2,-35.03881455658666,4,-92.95182083354753,4,-182.67744707820393,4,-0.0623634420399826,3,-36357.15683090284,6,-0.805487900000532,6,8950.334121585853,5,0.33936274196411165,5,19.233145033575074,5,-0.8872898925142729,6,-992.2815593036786,6,-59.295943903795646,6,-197.17469681788535,6,0.27849905927563096,5,-0.34526467736445987,5,-0.282165292753521,5,0.6245187109228552,6,0.6766340315727956,6,-9.976491583312736,6,0.1996902558248728,6,-0.35029937222592483,3,-2.311542374855964,3,69.3587771950111,0.6935877719501109,0.09801046101147254,0.2084017670384165,73.8196878052726,37.0342,5.23328,11.127636663999999,50.16845925668467,37.06179182389382,241.02988875880786,0.4202159628649394,17.7725346115777,993.0950049594691,261,0.263789771240268,5,-0.736210228759732,5,-19416.7677128964,5,1.0,4,-0.02135097124349214,3,-0.08989317780413,3,0.685299512674117,5,0.8481319209915247,5,1.242399283962003,5,1.095332158941638,4,0.5149601870361317,5,0.3986066075951303,4,-0.3710985700267442,4,0.22001667514064957,4,0.2673917866419822,4,0.08371283675681121,4,-55.26612306861788,4,-53.48918423089454,5,-55.26612306861788,4,-185.33170834936277,4,-199.82174777288506,6,-2.654261271158861,4,-8.883942458631905,4,-0.4672113239247979,6,-4.5256826289126943e-07,4,-2.7805593498386405e-06,6,-7.814484291978663,4,-1.3326028141274504,5,-2.1174886085364366,3,-1.3547393277238877,2
AP0262,2026-07-17 08:59:00,False,13190.278313517438,4,-2831.3447647016237,4,12340.87488410695,4,11491.471454696462,4,10358.933548815814,4,0.929382114829104,4,0.029242364251243956,4,0.8099872169262704,4,4.658662017413295,4,1.5387282861837464,4,0.9315157692797633,4,0.26123737502028904,4,-1002.4498976380954,4,2.4882319958707386,4,2.3625912410967795,4,-0.14001064419075573,4,0.3546162492671101,4,-97.57770683193047,4,-191.55951673334295,4,-0.043588040115521684,4,-21973.746910524067,4,-0.8347053684269912,4,6806.186031339143,4,0.34507041873089167,4,17.82122292774644,5,-0.885042735042735,5,-961.516334276282,6,-90.06116893119246,6,-194.2749964283898,6,0.32573977202972837,5,-0.12564075477395908,5,-0.21837816363531237,4,0.5622777519263495,4,0.5836287160246698,4,-43.94818447812747,6,0.2658037903630456,4,-0.2107368130126886,4,0.4659599239825823,4,71.03711399943658,0.7103711399943659,0.1351441507257539,0.1544847092798804,66.99627124507953,33.82764,6.43552,7.356511036000001,50.491824949861574,37.06179182389383,241.02988875880786,0.42577435694152843,20.584155893204706,968.6393383398187,262,0.268226400729729,4,-0.7317735992702711,4,-14433.538718774593,4,1.0,4,0.22759073307624555,4,0.1771229535740819,4,0.5270458221789458,4,0.6509433510909609,4,1.2696778412845164,5,2.0207688245734796,4,0.6044370820698155,5,2.7766599262111837,4,-0.31781905374372815,4,0.36856819186895523,4,0.3076947057927449,4,0.24568006686895527,4,-24.965150679056322,4,-71.36764510642826,5,-25.728637422878993,4,-195.10592183199796,4,-197.1949102582103,6,-3.546405098654998,4,-5.225737176779163,4,-0.4839878855256583,6,-3.5452597401434614e-07,4,-1.6144682211839215e-06,6,-9.560680452929313,4,-1.3159238762538223,4,0.7569045356419176,4,-0.9227912254366908,2
AP0263,2026-07-17 16:42:00,False,11546.728483933264,4,-5744.7715366438115,4,9694.050711515732,4,7841.372939098202,4,5371.135909208161,4,0.9724055618446358,3,0.029967169185030715,4,0.633754437529359,4,3.885788346377916,2,1.3573258837946147,2,0.9113096571755859,3,0.2257050175366258,4,-601.3627264343544,4,2.8052046442774308,4,2.420754519680403,4,-0.4161525487880866,3,-41.3931873516151,4,-44.415573614295546,4,-180.40272704760233,4,-0.09364992117159701,4,-23653.64759086738,4,-0.7529382586965467,4,13801.896172523468,6,0.40864084387919425,6,17.97598760139672,6,-0.9659542669257211,6,-1011.3178317453683,6,-40.259671462106134,6,-194.89464696235444,6,0.2965209178265134,6,-0.384450124597028,5,0.30340793066273397,4,0.662912706157349,6,0.8822151134605926,4,50.9890725893689,6,0.21434799682081634,4,-0.4560937220825457,4,-1.6840889790625089,4,72.47939123224289,0.724793912322429,0.08134188072413816,0.19386420695343298,72.1323064018764,36.99696,4.15208,9.895759592,51.290415966842815,37.06179182389382,241.02988875880786,0.4278924106775592,21.306055258512487,1003.3280641951199,263,0.31764027512991494,6,-0.6823597248700852,6,-23046.78598831589,6,1.0,4,0.1579216196488485,4,0.057117321506251685,4,0.5936058992647923,4,0.77186227403542,4,1.0626324651626036,6,0.9720299836776087,4,0.5373184158241435,6,0.41590973187143204,4,-0.4175043088060704,4,0.23121922618971405,4,0.28125593979098373,4,0.08412828868971405,4,44.52058367533676,4,6.864141608365786,6,-48.92278806793127,4,-182.7757670879364,4,-197.50828150413216,6,-2.37304004033407,4,-3.8739715999757176,4,-0.4714807376943877,6,-1.0593708966033247e-06,4,-4.162016571063888e-06,6,-10.948019746252418,4,-1.1468357467865216,6,-1.4882841479075588,4,-0.6090645275399633,2
AP0264,2026-07-18 01:18:00,False,10104.971792980818,3,-5212.863189578189,3,8541.11283610736,3,6977.253879233904,3,4892.108603402628,3,0.912129562995626,3,0.03177383570223493,3,0.6260597614347185,3,1.9384686352757485,3,0.6618982981040888,3,0.7497300114707585,3,0.2004025553855065,3,-973.6245934088215,3,2.1932085760827995,3,1.914728230779704,3,-0.3337889331449981,3,-42.98290878007299,4,-99.47930252123034,4,-193.320356241862,4,-0.08035948649787415,3,-17200.32071839126,5,-0.5080025701791658,5,12839.233720018574,6,0.3942750488163427,6,16.720631254364758,6,-0.9390559980977291,6,-1002.5749751664957,6,-49.00252804097854,6,-190.42945905726592,6,0.2713771424410809,6,-0.2784803453030955,6,-0.47277426688977364,6,0.6411031465253806,6,1.6608920474924211,5,-40.714909629447675,6,0.21147335164514364,6,-0.46830944688791576,3,-2.3000567912115377,3,53.46631279930443,0.5346631279930444,0.2265148952334444,0.23882197677351114,53.62961914556509,27.04212,11.45664,12.079105920000002,50.42385239880312,37.06179182389382,240.49054857968625,0.41777873667620735,18.431784876693303,1008.4289235311844,264,0.30647361089511516,6,-0.693526389104885,6,-22584.100686690665,6,1.0,3,0.13837209073298645,3,0.04532928167677618,3,0.46475398898541037,5,0.64481204088099,5,1.1020899270059665,6,1.13207979498112,3,0.49698701861742833,6,0.41105613466219515,3,-0.35992002164025566,3,0.22033319851417313,3,0.24667209345277896,3,0.08611479851417314,3,-58.16588642100602,3,-17.196314542277833,6,-58.16588642100602,3,-196.52705773247612,4,-193.19090907693766,6,-3.2067014906141504,4,-11.142204534152926,4,-0.46946034615060994,6,-3.6853443090941106e-07,4,-3.487329357274859e-06,6,-6.870215378842838,4,-1.1826236255340197,6,-2.106394946575846,3,-1.9920728851370233,2
AP0265,2026-07-18 09:42:00,False,14193.655903869148,4,-1540.5188334096674,3,3740.1270686841885,3,2873.690863478241,3,1718.4425898703112,3,0.9297516866105189,4,0.026095418415872228,4,0.5742086666272553,4,0.1472879849745566,1,-1.915365527241273,1,1.0166518585632998,4,0.2799527419350994,4,-1072.4651153100867,4,2.331133265813535,4,2.0547794235728767,4,-1.5281819027998218,1,-43.65677194946659,4,-133.47103265955954,4,-185.50871185302734,4,-0.04427900801730068,3,-32823.607265649436,6,-0.717676306246221,6,18025.543252578464,6,0.49846851282289656,6,20.62384006446414,6,-1.0333625657729892,6,-979.347923661409,6,-72.22957954606538,6,-197.6530664803493,6,0.3128749410542944,6,-0.2763538422406584,6,-0.6103225590001968,6,0.7266315313791987,6,0.9813510732940934,6,-48.67866263792382,6,0.29148600801376184,6,-0.5547624180143452,4,-2.93808233855623,4,67.57812021336437,0.6757812021336438,0.16611905538568827,0.15809974248066794,66.72839782672291,33.831559999999996,8.3164,7.914930020000001,50.70039308878981,38.83230500000002,240.49054857968625,0.4555846806724017,20.983632496003978,985.4646315796402,265,0.3874641459077259,6,-0.612535854092274,6,-22150.429260149263,6,0.9999999999999998,4,0.07262768096088995,3,0.04528140481583856,3,0.5439943496062238,5,0.7572240952333956,5,1.0081650911340518,6,1.1198722488804553,4,0.5382903215689504,6,0.4504393930599063,4,-0.34602914517949734,4,0.24771321175540453,4,0.2523203068071149,4,0.11262641175540455,4,-100.10404780764671,4,-45.49507149841684,6,-100.10404780764671,4,-188.18155395507813,4,-200.11859203520277,6,-2.672842102050777,4,-8.966981317093682,4,-0.4616874630126791,6,-1.9756196854088305e-07,4,-2.2451206097828562e-06,6,-6.352611105782646,4,-0.9481319611593333,6,-2.7050656134734448,4,-2.6190695648838838,2
AP0266,2026-07-18 17:39:00,False,1420.4242093670555,3,-6472.317626840566,2,83.77042757603476,1,-581.8825042975067,1,-1469.4197467955619,1,0.9735266546675296,4,0.04156602231818221,4,1.0538202775976342,4,0.33775410137844136,1,-1.085437158978129,1,0.30836489993859045,3,0.02777602414332916,3,-622.9247578734177,4,3.2678684063970365,4,3.6270998403303216,4,-0.257640576631867,2,-7.5927019251749925,4,-40.70651688055082,4,-189.2190899516261,4,-0.0983799580966665,2,-23760.72898735648,6,-0.5233378892527466,6,14694.299592222214,6,0.41287553987034903,6,16.25376425463336,6,-0.9987812478360223,6,-1003.1216373700474,6,-48.45586583742695,6,-195.00903554662503,6,0.2682723671597338,6,0.3592314339332847,6,0.7012930525234569,6,0.770402978166554,6,1.6243121201012523,6,35.288968426690644,6,0.4459781205045632,6,0.052421920966650715,4,4.098897129030178,4,68.82276426817565,0.6882276426817565,0.14832799047207237,0.16344436684617106,69.13845753055156,35.35644,7.620079999999999,8.396656268000001,51.13860109531132,38.83230500000002,240.33133288383414,0.44961817854298947,21.473355780417464,995.9726926464936,266,0.32093194315544293,6,-0.679068056844557,6,-24168.129392977666,6,0.9999999999999999,4,-0.011378537774488653,1,-0.05042846782436866,1,0.6536274303957126,6,0.9189697158438861,6,0.9645410098586238,6,1.2194608054388527,4,0.46897041567508485,6,0.4738538067136404,4,-0.326428252429102,4,0.26059740119883473,4,0.2522552849819006,4,0.13252158724534635,4,-9.85949884464722,4,-47.28050998721404,6,-12.167197273666552,4,-191.7582086962323,4,-197.74875487239694,6,-2.5391187446062036,4,-4.144238326880126,4,-0.4964687652338699,6,-1.0478299790651906e-06,4,-3.7379064816404657e-06,6,-3.123160953273867,4,-1.136526193422576,6,4.3803380507690655,4,0.5804073952369739,2
AP0267,2026-07-19 01:57:00,False,7582.024924029524,3,316.3830371318527,2,697.9728929876547,2,495.3245472968624,2,225.12675304247273,2,0.8804261117686509,3,0.026603666876665787,3,0.6977623350633295,3,0.04792849849504485,1,-3.038044993339796,1,0.5612399569145363,3,0.14629699636669025,3,-1029.7505030583109,3,2.358543973635391,3,1.6353982873702537,3,-0.6359834182716371,1,-11.696097452057984,4,-93.4472339636273,4,-191.99469485812716,4,-0.010131311666460327,2,-39692.07351036373,6,-0.856468538355996,6,14104.61625149786,6,0.394871320410922,6,21.479998753693256,6,-0.9367065317387304,6,-989.4701895001141,6,-62.10731370736035,6,-192.60527682716872,6,0.30323562529918763,6,-0.7231456862651373,6,-0.23384427092027416,6,0.5501582545772111,6,0.49242655567468774,6,-62.44913214501821,6,0.14911180815479624,6,-0.3598767283796803,3,-1.6034922680468693,3,69.14646235431212,0.6914646235431213,0.11014032055710062,0.19839505589977816,71.36759511331175,36.987159999999996,5.891519999999999,10.612357344,51.82626644666216,38.83230500000002,238.73917592531282,0.45093078784606,22.030375923170897,999.1251072024279,267,0.3069370982733135,6,-0.6930629017266865,6,-24755.87808411042,6,1.0,3,0.02104050968208976,2,0.026534726281923684,2,0.9481631402902737,6,1.198109536098207,6,1.2099657516902158,6,1.1897648535456669,3,0.5489113450294709,6,0.44510023029025536,3,-0.34355272361665906,3,0.2380605254916325,3,0.22823175746967472,3,0.09510279215829916,3,-84.40179524605865,3,-39.89105762257769,6,-84.40179524605865,3,-195.05466901991102,4,-195.07635371330286,6,-3.0599741617838623,4,-5.464567251407333,4,-0.481975326793357,6,-4.0725549184939777e-07,4,-2.88778781818659e-06,6,-4.823938734683188,4,-1.1811124440059664,6,-1.3571491967398053,3,1.2477024304916542,2
AP0268,2026-07-19 10:13:00,False,12277.444715164684,4,-1498.5764772675975,4,11274.243839644061,4,10271.042964123442,4,8933.441796762614,4,0.9111391703580547,4,0.025740961770464806,4,0.8829254617446174,4,3.308703816313983,2,1.1965565164153622,2,0.872802839530418,4,0.23939064449250524,4,-1197.6696546919673,4,2.244567899221584,4,2.243653986156199,4,-0.22782732056593177,2,9.522137850903846,4,-73.58609731998557,4,-189.51347317902938,4,-0.05068267992173547,4,-10194.42916018797,5,-0.6062650712866476,5,11938.094552659299,6,0.3269800015673725,6,17.363361353746978,6,-0.9412669165766567,6,-961.3041764058397,6,-90.27332680163462,6,-183.2092735840595,6,0.2572990218861432,6,-0.0009139130653847971,6,0.31602147284425897,6,0.5743510796680121,6,1.4485067641946747,5,-0.6174200456854351,6,0.25273619462412783,6,-0.12451449672656338,4,1.1230235156171284,4,71.34160466303699,0.71341604663037,0.13887682863795398,0.1477071247316762,68.8737043205634,35.323119999999996,6.87616,7.313371372000001,51.286801470113,38.83230500000002,238.73917592531282,0.47080932492081945,22.677458447227167,957.4616209923386,268,0.2541645535817872,6,-0.7458354464182128,6,-27230.57690802197,6,1.0,4,0.22185627691043952,4,0.1955586956442965,4,0.24549872537522827,5,0.31154152274270364,5,1.0907026138807705,6,1.220045045272217,4,0.45966922278382194,6,0.44387672577882464,4,-0.3432299386637694,4,0.23804875777530493,4,0.23060389063438436,4,0.099467562123131,4,-55.08440654784737,4,-129.9834681991226,6,-55.08440654784737,4,-192.50889222518256,4,-181.1567067860359,6,-2.9954190461531978,4,-8.329228819287462,4,-0.5653306371459556,6,-5.919022982491326e-07,4,-2.0603591548985703e-06,6,-6.351094779410836,4,-1.3697733729798147,6,1.3724247169504569,4,-0.24023437621487043,2
AP0269,2026-07-19 20:02:00,False,16414.967873763253,4,-878.8988797353722,4,15800.014033702157,4,15185.06019364106,4,14365.121740226268,4,0.9556842914199498,4,0.03423426366470567,4,0.9326701565419515,4,7.642447029151317,3,2.0337178436697014,3,1.1093594242521754,4,0.3195684446159792,4,-761.1986537114012,4,2.7722235149840886,4,2.9771457955518064,4,-0.08983032188905565,3,-44.82501974881734,4,-83.43263434277992,4,-187.32371383838438,4,-0.03101972535628185,4,-30286.335224845174,6,-0.6622366067877644,6,12177.992289833119,6,0.3382220516642716,6,17.10297590115498,6,-0.8944740223976501,6,-1004.774748030777,6,-46.802755176697474,6,-196.21543362566385,6,0.2812138415537893,6,0.20492228056771777,6,0.6249089492692055,6,0.6001518295603842,6,1.2046928255245795,6,-0.30137112998068005,6,0.3190924616150808,6,-0.06970367060699803,4,2.3498127600888243,4,78.01092143730281,0.7801092143730283,0.09800638584921147,0.12188439977776033,73.40336710904441,37.704519999999995,4.73688,5.890960784000002,51.36619951505498,38.83230500000002,238.21069733765026,0.456456502428433,22.576858207250265,1004.0144681120277,269,0.26290310221022284,6,-0.7370968977897772,6,-26539.84355536343,6,0.9999999999999998,4,0.3093012271866737,4,0.2939018205879823,4,0.7486815243925813,6,0.966957946646916,6,1.194932687593781,6,1.148190263660084,4,0.5233148491877786,6,0.47379567397511585,4,-0.3539438930488809,4,0.2589911521947413,4,0.26356208792324864,4,0.11371766904867388,4,-48.06760146184666,4,-37.09702337236723,6,-48.06760146184666,4,-190.32176774271417,4,-199.07556522471936,6,-2.9980539043298045,4,-4.759536138459762,4,-0.4640571604812157,6,-4.996408389655234e-07,4,-3.520424636740038e-06,6,-4.648781905855509,4,-1.3359697473531102,6,2.60739641373166,4,1.7364181378529764,2
AP0270,2026-07-20 03:35:00,False,9010.95517614669,4,-2509.9401737326025,4,7846.873568637973,4,6682.791961129256,4,5130.683151117633,4,0.9341431611137229,4,0.026472178321206786,4,0.7857849192381087,4,0.46546407152678526,3,-0.7647203677855556,3,0.6261683188891168,4,0.17575491372733695,4,-636.1825604820203,4,2.6722311844924715,4,2.4061456684754163,4,-0.7592381286704486,3,-16.936190181331085,4,-39.00860352148305,4,-181.22982498168946,4,-0.05882722163994312,4,-39608.593462405646,6,-0.8369604152772618,6,10982.331777994319,6,0.292100572423143,6,17.5573639538007,6,-0.9173217854763489,6,-992.8966198055522,6,-58.68088340192232,6,-195.90030252957482,6,0.24068723993102784,6,-0.2660855160170552,6,-0.8086552718507272,6,0.5021423408892645,6,0.5913464917993586,6,48.282364098835615,6,0.17744475865174453,6,-0.24107216364526193,4,0.23649619566805913,4,70.51296568641997,0.7051296568641998,0.10693425890966343,0.18793608422613675,68.14395307663341,34.93896,5.29856,9.312175803999999,51.27228231198784,38.83230500000002,237.28585980924083,0.4570860136277835,22.279984219112052,986.208972384166,270,0.22705245346821476,6,-0.7729475465317853,6,-29061.108414062823,6,0.9999999999999999,4,0.14637520963548772,4,0.10231736679139833,4,0.9129193731895883,6,1.1082392259500786,6,1.0841420586595074,6,1.0648431375008163,4,0.4430723950144525,6,0.4278455366159299,4,-0.379970379847696,4,0.2345753304038374,4,0.26904119486917044,4,0.0921133304038374,4,17.989152834613122,4,-61.19888966099342,6,-31.98002300201535,4,-185.2889362335205,4,-199.24581046296817,6,-4.0591112518310535,4,-8.569438603287178,4,-0.46401629845524717,6,-1.1604106947493213e-06,4,-3.100914837504495e-06,6,-6.96778872635409,4,-1.482574215646682,6,0.4271478132474026,4,1.2931544778784416,2
AP0271,2026-07-20 12:01:00,False,9447.801008803033,4,-221.06861629097148,4,9086.684641930333,4,8725.568275057634,4,8244.079785894033,4,0.8991214503106411,4,0.02479406907905175,4,0.9804261867932142,4,0.5169433664552676,2,-0.6598219531136555,2,0.887669791141854,3,0.1874107679447548,4,-1060.1226987373298,4,2.3461279499297287,4,2.21169829974516,4,-0.40412140901516175,2,-14.465677830673599,4,-100.03202265599502,4,-193.4545406765408,4,-0.01856017723640154,4,-35916.04769359973,6,-0.7930513126574827,6,10272.99348748842,6,0.286770739605822,6,17.5573639538007,6,-0.8730459954969443,6,-955.0510093997409,6,-96.52649380773336,6,-196.4601515601663,6,0.25064045615704067,6,-0.13442965018456876,6,0.577438710212185,6,0.5003315729097824,6,0.735687142357347,6,-18.229022884213236,6,0.19835011045831388,6,-0.019767917369497692,4,2.03378704341968,4,70.96996782883302,0.7096996782883302,0.10743125451233182,0.1828690671993378,68.25650609046092,34.40976,5.2088,8.866399276000001,50.41242508720921,38.83230500000002,237.28585980924083,0.4518979321251854,21.716366140434324,958.777566821661,271,0.2229095255454475,6,-0.7770904744545525,6,-27837.726381129134,6,1.0,4,0.18477904649328053,4,0.18083236560424001,4,0.8453507989512091,6,1.031089485786,6,1.1357017183338312,6,1.2843611608534224,4,0.47060587417713895,6,0.48597260252114854,4,-0.3252234128970229,4,0.26300189168909793,4,0.2671695671465077,4,0.13507522502243124,4,-58.588529159648004,4,-104.96985235530092,6,-58.588529159648004,4,-196.5682140774197,4,-199.33493591757383,6,-3.1136734008789153,4,-8.559751178516763,4,-0.46283176487510463,6,-3.3716386845528914e-07,4,-1.3478333801664598e-06,6,-4.907054620117982,4,-1.5009893048894702,6,2.2792866342837,4,1.1351416195438695,2
AP0272,2026-07-20 19:41:00,False,12715.799569834453,4,309.235733902382,4,12251.136400253812,4,11786.473230673173,4,11166.922337898985,4,0.9413808653051561,4,0.03015405745983162,4,1.0236998462821156,4,0.3503899903406016,1,-1.0487084867074892,1,0.7938241240598174,4,0.24335697095077327,4,-792.3462149248901,4,2.8248155242108552,4,2.737288536169309,4,-0.9744490882731507,1,-23.44669286254168,4,-115.25452841804794,4,-190.5063049316406,4,-0.02304091865412593,4,-34600.44786169677,6,-0.810287935447713,5,12235.869948323847,6,0.3330805296759168,6,19.476548826215417,6,-0.7753704570269848,6,-955.7435254448206,6,-95.83397776265365,6,-191.25420089115372,6,0.321943455293758,6,-0.08752698804154635,6,0.6936250214404485,6,0.5194845715545372,6,0.8824861490922888,6,-20.943806136195462,6,0.235792188119413,6,0.023423364784463396,4,2.9480988192294797,4,77.80132442548198,0.7780132442548198,0.07390367046179608,0.14808308528338418,75.97990801904933,39.70176,3.7712800000000004,7.556631144000001,52.25297191732077,38.83230500000002,237.13367454108703,0.4558934735427476,22.474928025209465,959.7250414007141,272,0.25890655002159646,6,-0.7410934499784037,6,-27224.41651667051,6,0.9999999999999998,4,0.24690157395429133,4,0.25222781953038054,4,0.8272686753222251,6,1.044476325987742,6,1.5161493389497191,6,1.5190412044037571,4,0.6329144187794227,6,0.6239709592247296,4,-0.2816828360965463,4,0.32345398599317043,4,0.3323299220398333,4,0.20472787488205932,4,-54.94498128830954,4,-71.80130875997095,6,-54.94498128830954,4,-193.15353020562065,4,-193.84042861130064,6,-2.6472252739800286,4,-3.5496305390371643,4,-0.4827573786956637,6,-2.6251612051699615e-07,4,-1.4504062764027794e-06,6,-4.0165369581049015,4,-1.3512880931178781,6,3.249618341993564,4,2.4909429313245797,2
