Batch,fecha_batch,es_lockbox,st_R01_sn_ext,n_R01_sn_ext,st_R02_feo_ret,n_R02_feo_ret,st_R03_sn_net_l03,n_R03_sn_net_l03,st_R04_sn_net_l06,n_R04_sn_net_l06,st_R05_sn_net_l10,n_R05_sn_net_l10,st_R06_frac_sn,n_R06_frac_sn,st_R07_kapp_sn,n_R07_kapp_sn,st_R08_feo_ret_frac,n_R08_feo_ret_frac,st_R09_selectividad,n_R09_selectividad,st_R10_log_selectividad,n_R10_log_selectividad,st_R11_util_carbon,n_R11_util_carbon,st_R12_d_avance,n_R12_d_avance,st_R13_sn_residual,n_R13_sn_residual,st_R14_log_sn_feo_next,n_R14_log_sn_feo_next,st_R15_d_log_sn_feo,n_R15_d_log_sn_feo,st_R16_feo_por_sn_disp,n_R16_feo_por_sn_disp,st_R17_dT,n_R17_dT,st_R18_T_ventana,n_R18_T_ventana,st_R19_T_gas_bhf,n_R19_T_gas_bhf,st_R20_fe_metalizado_por_sn,n_R20_fe_metalizado_por_sn,st_F01_sn_ext,n_F01_sn_ext,st_F02_frac_sn_ext,n_F02_frac_sn_ext,st_F03_feo_formado,n_F03_feo_formado,st_F04_feo_ret_por_fe,n_F04_feo_ret_por_fe,st_F05_ley_feo_next,n_F05_ley_feo_next,st_F06_B2_ventana,n_F06_B2_ventana,st_F07_T_media,n_F07_T_media,st_F08_T_ventana,n_F08_T_ventana,st_F09_T_gas_bhf,n_F09_T_gas_bhf,st_F10_irf_next,n_F10_irf_next,st_F11_log_sn_feo_next,n_F11_log_sn_feo_next,st_F12_d_log_sn_feo,n_F12_d_log_sn_feo,st_F13_masa_por_carga,n_F13_masa_por_carga,st_F14_sn_ret_por_c,n_F14_sn_ret_por_c,st_F15_dT,n_F15_dT,st_F16_sn_ret_frac,n_F16_sn_ret_frac,st_R21_ln_feo_ret,n_R21_ln_feo_ret,st_R22_sdi,n_R22_sdi,rendimiento_proxy_batch,f_metal,f_dross,f_polvo,recuperacion_real_pct,sn_metal_t,sn_dross_t,sn_polvo_t,feed_sn_total_t,ley_sn_conc_batch_pct,espesor_ladrillo_norm_mm,frac_carga_secundaria_F,feed_dross_Fe_total_t,T_media_F,idx_cronologico,st_FE01_frac_fe_retenido_oxido,n_FE01_frac_fe_retenido_oxido,st_FE02_frac_fe_metalizado_implicito,n_FE02_frac_fe_metalizado_implicito,st_FE03_fe_metalizado_implicito_kg,n_FE03_fe_metalizado_implicito_kg,st_FE04_pureza_feo_fe_total,n_FE04_pureza_feo_fe_total,st_SB01_sn_metal_eq_l06_R,n_SB01_sn_metal_eq_l06_R,st_SB02_sn_metal_eq_l15_R,n_SB02_sn_metal_eq_l15_R,st_SB03_sn_metal_eq_l06_F,n_SB03_sn_metal_eq_l06_F,st_SB04_sn_metal_eq_l15_F,n_SB04_sn_metal_eq_l15_F,st_MX01_nbo_t_F,n_MX01_nbo_t_F,st_MX02_nbo_t_R,n_MX02_nbo_t_R,st_MX03_feo_sio2_F,n_MX03_feo_sio2_F,st_MX04_feo_sio2_R,n_MX04_feo_sio2_R,st_MX05_al2o3_sobre_mod_R,n_MX05_al2o3_sobre_mod_R,st_MX06_irf_twmean_R,n_MX06_irf_twmean_R,st_MX07_irf_inicio_R,n_MX07_irf_inicio_R,st_MX08_indice_fluidez_R,n_MX08_indice_fluidez_R,st_TH01_sobrecal_resid_R,n_TH01_sobrecal_resid_R,st_TH02_sobrecal_resid_F,n_TH02_sobrecal_resid_F,st_TH03_sobrecal_ventana_R,n_TH03_sobrecal_ventana_R,st_PV01_T_precuchilla_R,n_PV01_T_precuchilla_R,st_PV02_T_precuchilla_F,n_PV02_T_precuchilla_F,st_PV03_delta_T_gas_R,n_PV03_delta_T_gas_R,st_PV04_gas_total_por_carga_R,n_PV04_gas_total_por_carga_R,st_PV05_gas_total_por_carga_F,n_PV05_gas_total_por_carga_F,st_PV06_fume_intensidad_R,n_PV06_fume_intensidad_R,st_PV07_fume_intensidad_F,n_PV07_fume_intensidad_F,st_PV08_tiro_ventana_R,n_PV08_tiro_ventana_R,st_CP02_sdi_fusion_log,n_CP02_sdi_fusion_log,st_CP03_sdi_beta_irf,n_CP03_sdi_beta_irf,st_CP01_sdi_heel2b,n_CP01_sdi_heel2b
AP0037,2026-05-03 21:48:00,False,6897.33088164318,4,-1125.424731241832,4,6500.159494399049,4,6102.988107154919,4,5573.4262574960785,4,0.9485208583406901,4,0.029083517574849064,4,0.8686151464507677,4,4.981538997457104,3,1.6057388789288423,3,0.42310723841639175,4,0.18188019944819736,4,-374.8147600164103,4,2.988253179743751,4,2.4766614604772763,4,-0.1382610626802289,3,51.33250385056249,4,-86.25903489846257,4,-176.63258107503256,4,-0.027135288938826954,4,-29613.538809930422,6,-0.9795092733850145,5,8074.095909143104,6,0.27035946478703937,6,18.691147053451516,6,-0.909877338924264,6,-1131.3410233569118,6,-79.76352014943728,6,-181.34860972771807,6,0.25809264879393645,6,-0.5115917192664745,6,-1.326843323161076,6,0.5183915003647381,6,0.3396843318087932,6,-91.01916645083861,6,0.14350101186490405,6,-0.14085512125913946,4,1.2089653691450206,4,69.07773087261799,0.6907773087261798,0.11741428656840777,0.19180840470541224,79.77093149653741,30.2526,5.1421600000000005,8.40025124,37.92434090018513,38.87376026624999,299.3443837161827,0.6834816866468775,22.86624649907556,1146.1126874279219,37,0.21015289113958316,6,-0.7898471088604169,6,-23588.230267883406,6,1.0,4,0.1640655023978995,4,0.13735752978517823,4,0.9628425880318675,6,1.1658919757238306,6,1.163495349751338,6,1.1343099392874345,4,0.4687540798024662,6,0.4292430687425671,4,-0.34136429011175623,4,0.23966653800457405,4,0.2539748805327408,4,0.10640826022679625,4,97.07238332475532,4,47.221513431805505,6,-97.07238332475532,4,-182.84246419270832,4,-186.67674146379744,6,-6.209883117675786,4,-3.5463887815931425,4,-0.6850862348892621,6,-8.498094871450921e-06,4,-2.978183165590289e-05,6,-3.430468936054576,4,-1.5599199601210856,6,1.4316167480497637,4,0.7579096282914954,2
AP0038,2026-05-04 05:30:00,False,15272.987697479302,4,-3330.920918274569,4,14273.711421996933,4,13274.435146514565,4,11942.066779204733,4,0.952999529527881,4,0.03364198609769867,4,0.729842236327928,4,4.585214741570861,4,1.5228369402868873,4,0.9601016123427469,4,0.32231204273034514,4,-753.4266823833517,4,2.480194684100482,4,2.7128518659777736,4,-0.1350183512574888,4,6.539042825867682,4,-49.987513056550746,4,-192.1573725382487,4,-0.054639850317429205,4,-28571.22573507827,6,-0.6662792172605101,6,11350.049309284908,6,0.3848049485237071,6,17.690258307816276,6,-0.9615968609666088,6,-1175.2092712569574,6,-123.63176804948328,6,-192.37280516325902,6,0.2789812728522584,6,0.23265718187729156,6,-0.010179107753787164,6,0.6138831518845627,6,1.1322267314621715,6,-95.69416475044432,6,0.3316190986720663,6,-0.3149268828151064,4,-0.12149007935818368,4,70.54828998984121,0.7054828998984121,0.09009885945384016,0.2044182406477476,69.73262135424675,33.04364,4.22008,9.57460876,47.38620083151031,38.873760266249995,299.3443837161827,0.4916272200594009,23.15852372865082,1188.3979576066745,38,0.2991124150980795,6,-0.7008875849019204,6,-20673.093418943674,6,0.9999999999999998,4,0.2801329271724921,4,0.21686917583048426,4,0.754091720547631,6,0.9718081447088032,6,1.1106133349059344,6,1.181830745872872,4,0.4915927011864823,6,0.45088549430481295,4,-0.3317122978038683,4,0.24831311327598232,4,0.26951823553304205,4,0.11720405772042675,4,67.02138528439633,4,100.93962012340458,6,-67.02138528439633,4,-197.88018358018664,4,-198.74767457151873,6,-5.722811041937949,4,-13.670082153913988,4,-0.49076917811574367,6,-5.1293415819732325e-06,4,-6.382332509000949e-05,6,-7.686391170521289,4,-1.206935806022856,6,0.10922360710927692,4,0.5437376448934185,2
AP0039,2026-05-04 12:57:00,False,13741.809223889482,3,-3622.832096391223,3,12654.959594972113,3,11568.109966054748,3,10118.97712749826,3,0.9563294996107772,3,0.04107341823225152,3,0.686743109790124,3,3.793112365758816,3,1.3331868867759573,3,0.8891204551951312,3,0.27567435676646573,3,-627.935908160526,3,2.5375099442651443,3,2.704711380293157,3,-0.21361783704290735,3,19.45113666797397,4,-47.301167589149976,4,-192.95599009195965,4,-0.056492753289293075,3,-32053.46822463044,6,-0.8296258814473232,5,10659.154370983648,6,0.35497532256962067,6,16.542323824872412,6,-0.9177371944913177,6,-1104.665963399506,6,-53.08846019203167,6,-190.94368951480718,6,0.2507849014264596,6,0.16720143602801274,6,0.2561156443170396,6,0.5877762810231926,6,0.9498418099566428,6,-60.04246874685555,6,0.2781303174925615,6,-0.3757949871257072,3,-0.6774435038382074,3,67.8520960145846,0.678520960145846,0.153290372150204,0.16818866770394997,66.33466403718435,33.06716,7.47048,8.19653616,49.84898993603703,38.986349541176466,299.3443837161827,0.4700006938542028,24.421681733392642,1114.4528813543127,39,0.2759255733102343,6,-0.7240744266897657,6,-21742.41587921643,6,1.0,3,0.2320630765216746,3,0.16665455187682574,3,0.7822952670992489,6,0.9774824775924346,6,1.1489833220235843,6,1.1583981250981463,3,0.4502292696334553,6,0.37426273520062814,3,-0.34183753945332057,3,0.2021608818615934,3,0.2208742483260214,3,0.06705114852826007,3,18.709005405442078,3,2.508044371727998,6,-18.709005405442078,3,-198.24405619303386,4,-195.14263080286895,6,-5.28806610107422,4,-8.774283065842974,4,-0.5137213285319422,6,-4.72416563146603e-06,4,-1.9949603541828827e-05,6,-3.9362558584946865,4,-1.287624111549741,6,-0.4988186888767626,3,-0.39946679159819554,2
AP0040,2026-05-04 20:45:00,False,10971.586913455447,4,-1923.4618482379974,4,10009.76343816101,4,9047.93996286657,4,7765.508662473985,4,0.8703202088661517,4,0.020275072019250395,4,0.8367594135839482,4,2.0731583091138015,1,0.7290731976935368,1,0.7240077561841614,3,0.23365680527097255,4,-1635.353947927092,4,1.7965788329447705,4,1.808738369107575,4,-0.3408014913275218,2,-21.16081722973695,4,-37.75824972268843,4,-180.9546230082609,4,-0.05307257126773336,4,-31420.469116571392,6,-0.7366476588679268,6,10889.475799370175,6,0.3969534581669523,6,17.721005404243886,6,-0.8917903868341424,6,-1166.5940337701456,6,-115.01653056267125,6,-186.0297867995042,6,0.26433874914965744,6,0.012159536162804407,6,0.2644351185985969,6,0.5892283263985696,6,0.8851951409495676,6,-62.76782362481049,6,0.25773205461767273,6,-0.17821868877896366,4,0.2047701700969029,4,70.94745298054326,0.7094745298054326,0.10942057836561439,0.18110489182895298,69.05088421936394,32.424279999999996,5.00072,8.276823868000001,46.957081529894815,38.986349541176466,299.3243570767365,0.4489274176811994,21.22859590802118,1175.1829618694335,40,0.3085555630440044,6,-0.6914444369559956,6,-18968.13671207438,6,0.9999999999999998,4,0.20907410521802597,4,0.172208192622668,4,0.8201466370315132,6,1.0319250403662221,6,1.2275489199901,6,1.263618610365555,4,0.48220947722543606,6,0.4537065811656791,4,-0.31578100277093546,4,0.24309647494256437,4,0.27012103703021495,4,0.11433505657521745,4,38.592095034130466,4,76.61776239845045,6,-40.433833221152895,4,-186.49910222267619,4,-190.35989167888647,6,-5.544479214415252,4,-9.522566418520116,4,-0.503019759060709,6,-4.324121440581374e-06,4,-5.536538621364303e-05,6,-1.7881685948877681,4,-1.1758533447421875,6,0.43745997116189783,4,-0.23633666687065225,2
AP0041,2026-05-05 04:15:00,False,12247.46055039703,4,-1208.5178114462105,4,11413.224503554799,4,10578.988456712568,4,9466.673727589594,4,0.9418814347664497,4,0.031230953046220644,4,0.878398745871507,4,4.1401578701265365,2,1.4207339199909892,2,0.7826184550199423,4,0.2551243454229915,4,-756.0054987118294,4,2.4464546489045853,4,2.681131138190059,4,-0.19894252230043372,2,10.578098107481765,4,-21.082254963161695,4,-192.93919660780165,4,-0.04502639079601724,4,-31701.96144623275,6,-0.7261681432307246,6,9159.71218237332,6,0.30441204965687585,6,17.225706988987373,6,-0.8067316477957878,6,-1113.5312142174928,6,-61.95371101001835,6,-195.34185782995715,6,0.2586939680447199,6,0.2346764892854738,6,0.4746629885331437,6,0.4986243905444134,6,0.9624834567959027,6,-73.2218737748658,6,0.2641809942404509,6,-0.1296546359697993,4,1.5142394144618656,4,72.81941645167599,0.7281941645167599,0.09923909863338186,0.1725667368498582,77.68339665320178,37.29292,5.08232,8.8376395,48.00629427480492,38.986349541176466,299.3003251094009,0.4722292646571441,23.01817669415494,1124.4209916719813,41,0.23662227761661703,6,-0.7633777223833831,6,-22969.91932924142,6,0.9999999999999999,4,0.240017481823765,4,0.21736074385362705,4,0.7819608107709357,6,0.9552582723605325,6,1.387424575975675,6,1.415462030897136,4,0.4933937217398646,6,0.45297348499277323,4,-0.29158133104808565,4,0.22976763411683526,4,0.22828667684937773,4,0.10065618967239082,4,-25.667813608205783,4,13.214349699090532,6,-26.77900365659189,4,-196.89307386610244,4,-198.95356962579558,6,-3.953877258300776,4,-13.913822797311605,4,-0.4903344092508105,6,-3.1128329785194888e-06,4,-2.3498677869712664e-05,6,-5.074131225264676,4,-1.4412901745727502,6,1.7390017340154829,4,0.8595047922793843,2
AP0042,2026-05-05 11:42:00,False,11085.34811687692,4,-2581.5286506940975,4,10231.93094983639,4,9378.51378279586,4,8240.624226741822,4,0.9294689744520049,4,0.029149868951715972,4,0.7678246053866274,4,3.8513945685021116,2,1.3484353082968077,2,0.7113087516495551,3,0.23144978787592663,4,-841.5282775276021,4,2.3169856173069876,4,2.359294255334825,4,-0.1883711095639222,2,7.75139102667913,4,-37.111047276302024,4,-190.00453202989365,4,-0.04616788986137624,4,-32097.4620730906,6,-0.7405889083661902,6,10302.642092742826,6,0.3484841717954659,6,18.189802138060703,6,-0.9004740374446356,6,-1100.6844502200936,6,-49.106947012619344,6,-193.51298973504015,6,0.2860940446188994,6,0.042308638027837464,6,0.8709658552700854,6,0.5397110967521537,6,0.8617096244924131,6,-47.989521923548864,6,0.2438458056652634,6,-0.26419395031961235,4,-0.018451297541686035,4,74.22791691922325,0.7422791691922324,0.09897437072513515,0.15874646008263243,84.49977679572875,40.47204,5.39648,8.655494252,47.8960318414069,39.34664743058824,299.3003251094009,0.4719101172303226,22.293734031533667,1107.361542785554,42,0.2708799422904876,6,-0.7291200577095126,6,-21555.822631823874,6,0.9999999999999999,4,0.1991069105273155,4,0.1505981782524198,4,0.8047134227382606,6,0.9996400853442824,6,1.228087714826581,6,1.2525677353664546,4,0.5241730896020305,6,0.448610767147619,4,-0.31630835853327577,4,0.24128217800881516,4,0.26598963904925754,4,0.11059328911992632,4,27.175084612993537,4,27.854843652350667,6,-27.175084612993537,4,-194.39172821044923,4,-197.62748048747653,6,-4.387196180555559,4,-18.40277862315109,4,-0.4863292666171818,6,-4.050971516154813e-06,4,-1.7006751487187826e-05,6,-1.7803996096375176,4,-1.3060795736419017,6,0.20964694453957228,4,0.7478940584600898,2
AP0043,2026-05-05 19:04:00,False,12267.008091406864,4,-1677.4260291263708,4,11551.605830404375,4,10836.203569401887,4,9882.333888065235,4,0.9288406901105303,4,0.028187566076775077,4,0.8460288670794472,4,5.1652395737391155,3,1.641951485569295,3,0.7730951546754428,3,0.25315563576768213,4,-940.0830626628231,4,2.282835880670004,4,2.369679148795025,4,-0.14411840935240966,3,1.0200302075954824,4,-42.000354358916034,4,-182.69616388781316,4,-0.038253430846510894,4,-18703.579659176205,4,-0.7494355674156663,4,6320.803943555093,4,0.4015601699302934,4,17.931089121676067,5,-0.8920302591673559,5,-1149.0702288179336,6,-97.49272561045923,6,-191.99993008158424,6,0.28040328584660956,5,0.08684326812502086,5,0.3956383373312078,4,0.557925190605225,4,0.7651354985748741,4,-25.968108893368708,6,0.25211508558285267,4,-0.16720179811473224,4,0.8648629657624345,4,73.85536826897214,0.7385536826897215,0.08863341320041944,0.17281290410985906,74.50999270563719,36.10516,4.33296,8.4481842,48.45680248908197,39.34664743058824,299.2193873309356,0.4628083623886631,22.7428687708407,1152.0294437098908,43,0.3121364023405885,4,-0.6878635976594116,4,-10827.395907986449,4,1.0,4,0.2323833165935414,4,0.2012280742195963,4,0.4772937078157037,4,0.5979900302423242,4,1.2405427757956606,5,1.189141987490294,4,0.51497705638487,5,0.4440554421182347,4,-0.33262220924524694,4,0.24276262853159147,4,0.27032793608106437,4,0.10942673964270261,4,50.575073472622385,4,88.03030022894274,5,-50.575073472622385,4,-187.54697299533422,4,-197.22658002376556,6,-4.850809107521024,4,-4.534121333045488,4,-0.495473055935586,6,-4.334996704184717e-06,4,-4.01039102261504e-05,6,-2.5531652128200144,4,-1.1643149997219764,4,1.1010631877226023,4,0.4232058341103742,2
AP0044,2026-05-06 02:36:00,False,12075.125464388893,4,-3293.679898314458,4,11087.021494894556,4,10098.917525400218,4,8781.445566074435,4,0.9448801440722968,4,0.03233179777628488,4,0.7129723419693847,4,4.553484763961662,3,1.5158928220141346,3,0.8355527275770936,3,0.24622400384423587,4,-704.5440693034678,4,2.452073893455906,4,2.506885553926054,4,-0.18307255932402847,4,-6.6246959158925165,4,-23.449968710653945,4,-190.78523895957252,4,-0.05220503892024467,4,-33180.97913430886,6,-0.7513748539729319,6,10561.74346342721,6,0.354031231913347,6,17.786101767391887,6,-0.9432413664525786,6,-1122.3985641137435,6,-70.8210609062692,6,-187.61480228862266,6,0.26949945705537065,6,0.05481166047014785,6,-0.16881355209837112,6,0.549166333975596,6,0.8518626102773948,6,-68.06379366957026,6,0.2505323963466019,6,-0.3383126503870156,4,-0.5379282995570862,4,68.36797693655916,0.6836797693655916,0.0724918244135349,0.24382840622087357,72.73423832646773,35.67004,3.78216,12.721407584000001,49.04160794245892,39.34664743058824,299.00355325502835,0.48356483575765236,23.970870458537913,1132.3181215785896,44,0.2751917229859259,6,-0.7248082770140741,6,-21623.061447485627,6,1.0,4,0.20592549773754143,4,0.14548066256898268,4,0.8167649319559179,6,1.013227570749126,6,1.1258136430487335,6,1.1573471587573028,4,0.48057946342153235,6,0.4323460360207193,4,-0.34350406790096816,4,0.2370436888296417,4,0.2573488735717434,4,0.10157822292055081,4,38.279106550349084,4,36.16712701808611,6,-38.279106550349084,4,-196.1341741735285,4,-191.94847449960633,6,-5.348935213955968,4,-8.791481241740254,4,-0.4889267146763064,6,-3.0457449800944234e-06,4,-2.652023040109425e-05,6,-2.8578121851582945,4,-1.2902872497345321,6,-0.3309437560741636,4,0.16346733310267414,2
AP0045,2026-05-06 10:18:00,False,12679.825547522725,4,-1462.5429332047843,4,12124.53163387636,4,11569.237720229998,4,10828.84583536818,4,0.8929030394365517,4,0.023651938094724875,4,0.8613065722905899,4,6.655837601698669,2,1.8954943044379995,2,0.8567859002817614,3,0.2552695970975627,4,-1521.335539127679,4,1.7867726276584701,4,2.050325470256927,4,-0.1138197921813526,2,36.12497760335759,4,-71.28938444742104,4,-172.73990754158265,4,-0.028965423079149392,4,-32325.71162569613,6,-0.7193408774093248,6,9761.274331341494,6,0.32900286887780744,6,16.305223830244426,6,-0.9274263680367544,6,-1107.14412475417,6,-55.566621546695636,6,-191.1767744240186,6,0.24685398087637528,6,0.263552842598457,6,-0.0867865818971918,6,0.5383460443794327,6,0.9190261762347123,6,-21.894915263583698,6,0.27898117603367506,6,-0.1493047725524862,4,0.7065825172845518,4,70.620289548631,0.7062028954863101,0.09644832666303656,0.19734877785065336,67.37854416048518,33.46896,4.57096,9.352918820000001,49.67302338899185,39.34664743058824,299.00355325502835,0.4796757908419216,24.055278092596385,1109.5011433360066,45,0.2557369468916146,6,-0.7442630531083856,6,-22081.740079813586,6,1.0,4,0.237599787216,4,0.2111007229336352,4,0.7761161189920004,6,0.9546874111031213,6,1.0954649134356222,6,1.2008970442576765,4,0.4458999598065038,6,0.435134977932731,4,-0.3317869110460858,4,0.23598434404074056,4,0.23293304453618716,4,0.10497291393321366,4,83.48256861964263,4,22.941823654520867,6,-83.48256861964263,4,-177.41800435384116,4,-196.0844357808431,6,-4.67809681225848,4,-12.213582382176575,4,-0.5130098588306575,6,-6.553758555980897e-06,4,-2.058464069142845e-05,6,-9.332328610924902,4,-1.3636059139998737,6,0.9376320420142426,4,0.08432710886373279,2
AP0046,2026-05-06 18:03:00,False,9823.127491445219,4,-2493.521677176527,4,9028.544241651769,4,8233.96099185832,4,7174.516658800388,4,0.9056755301922841,4,0.026329771879504894,4,0.7592203574210539,4,3.809402412859822,3,1.3374723298184101,3,0.6348425901492861,3,0.19722901821068944,4,-1024.4317427847068,4,2.037967870034087,4,2.041556707656434,4,-0.18053448625283494,3,-8.694494156805376,4,-32.35743366205032,4,-181.67021414005396,4,-0.04133466674863795,4,-35819.74227062045,6,-0.794754861903253,6,9553.058232831369,6,0.32013970452275775,6,17.111080784313724,6,-0.8923117560893613,6,-1140.0643966514046,6,-88.4868934439302,6,-194.03049586149638,6,0.2463638898028742,6,0.003588837622346741,6,-0.3493522175553556,6,0.49905875411298933,6,0.6447720430892185,6,-123.53997814351214,6,0.21058254398986376,6,-0.27546321773999694,4,-0.43761225200353887,4,72.0754188691322,0.7207541886913221,0.0988854105005467,0.1803604008081311,76.46141821401072,38.08476,5.22512,9.530270772,49.80912058602306,39.42041042222222,298.8325729453633,0.4761641513492082,24.295749223030004,1159.4071347211614,46,0.24884752796438678,6,-0.7511524720356131,6,-22414.599644204216,6,1.0,4,0.16717850841711002,4,0.12212311528718973,4,0.8418949147957945,6,1.0160977854987217,6,1.14590989740632,6,1.1751615090323222,4,0.4565475018026944,6,0.40139869357912306,4,-0.34322938993748253,4,0.21672164044710493,4,0.24365732379736313,4,0.08106185635619584,4,27.385522035015335,4,69.547621481285,6,-27.385522035015335,4,-186.9112795049494,4,-198.76881854453782,6,-5.241065364895447,4,-13.555015362651252,4,-0.4945671045331807,6,-3.6897388572478396e-06,4,-3.763853404341622e-05,6,-1.3228947032581677,4,-1.390914907565023,6,-0.25179266213354556,4,0.13448513264050646,2
AP0047,2026-05-07 01:40:00,False,12017.650223155155,4,-3829.5841965201344,4,10868.774964199116,4,9719.899705243075,4,8188.066026635022,4,0.9523462187355118,4,0.033668763462123684,4,0.6408620918759192,4,3.138108370635995,4,1.1436201886526993,4,0.7652664693836188,4,0.24174315608856958,4,-603.6355728480365,4,2.4266486803518985,4,2.585247721103222,4,-0.22744514935498078,4,-5.369059358222103,4,-10.396061116949783,4,-188.83990088568794,4,-0.05987819983093838,4,-33917.51115335519,6,-0.7476990367781642,6,9922.914704805193,6,0.3299950265389368,6,16.742244276121404,6,-0.9171203706858368,6,-1113.1602263441516,6,-61.5827231366773,6,-195.63279397589196,6,0.24107389171446802,6,0.15859904075132336,6,-0.1917089961250027,6,0.5270876988556049,6,0.8358059378965782,6,-110.93139350967476,6,0.25197951974163557,6,-0.4449409904879099,4,-1.4192211932879673,4,68.62511041569327,0.6862511041569327,0.10909666343066265,0.20465223241240474,72.04657504149617,35.818999999999996,5.69432,10.681860136000001,49.716450753376655,39.42041042222222,297.1227698487127,0.47766906921526325,23.70687132095762,1131.0062768537275,47,0.2565081601395652,6,-0.7434918398604349,6,-22356.719093714215,6,1.0,4,0.1955067097098221,4,0.12618104939739455,4,0.8040001728042893,6,0.9840853426215,6,1.0998812558280149,6,1.1751569965948956,4,0.43878060179109096,6,0.37933045708598606,4,-0.3429575503989133,4,0.204098799063921,4,0.23031143078762403,4,0.0659980768416988,4,-17.49645099546438,4,22.74546735538507,6,-17.49645099546438,4,-193.53473069932727,4,-199.5969986635096,6,-4.694829813639329,4,-45.654045028404305,4,-0.4998449773664298,6,-2.5283723917025365e-06,4,-2.4599992350494075e-05,6,-7.089990286321432,4,-1.3605948014677378,6,-1.2542224183805608,4,-0.928416722645753,2
AP0048,2026-05-07 09:53:00,False,11717.82342664332,4,-1912.9934943631906,4,11081.058029372918,4,10444.292632102517,4,9595.272102408651,4,0.9460363412885353,4,0.03005918119387249,4,0.7737436858779796,4,5.304435539458933,3,1.6685433647948904,3,0.7318696525652252,4,0.2338134505472339,4,-728.0530219267556,4,2.195622864458948,4,2.5389892355973323,4,-0.1365761094005157,3,0.7879312236634632,4,-32.46071223890149,4,-180.31418290159357,4,-0.0329243786214228,4,-34241.08718233062,6,-0.7522856868403553,6,7926.594896332809,6,0.2634285281894432,6,16.104660134300296,6,-0.9148494400107303,6,-1115.5120243571564,6,-63.93452114968211,6,-195.2774117882572,6,0.2367545511976945,6,0.3433663711383841,6,0.14568152658568279,6,0.42836331890708584,6,0.8069670637177789,6,-70.93841964288913,6,0.23982469566112247,6,-0.25651461543280907,4,0.23035769670205045,4,65.9167013299936,0.659167013299936,0.13922374538743953,0.20160924131262445,67.24259120969654,33.772760000000005,7.1332,10.32955288,50.22525068178796,39.42041042222222,297.1227698487127,0.48664874397643054,24.274320273544323,1126.1507652885975,48,0.20476541056649764,6,-0.7952345894335023,6,-23928.700818074598,6,1.0,4,0.2104524554191657,4,0.17617300192604118,4,0.7846765724423087,6,0.9282216053865932,6,1.0890223453590044,6,1.2089055894758907,4,0.4320209277526737,6,0.3966515393654399,4,-0.337672813637139,4,0.21004857770711394,4,0.22810644511230396,4,0.07353711534152252,4,17.865071214792696,4,24.88211924362005,6,-21.219997722466612,4,-184.56866274597823,4,-199.69141894667897,6,-4.254479844384667,4,-11.502434200563536,4,-0.47348799987265794,6,-3.5310463980917757e-06,4,-2.3083839223118484e-05,6,-8.213852783250546,4,-1.5858902937992077,6,0.435707084903533,4,-0.5944317482929584,2
AP0049,2026-05-07 17:37:00,False,9057.189797353627,4,-2406.459209446786,4,8268.076855652242,4,7478.963913950858,4,6426.813325015679,4,0.9517764929056869,4,0.03199008372767664,4,0.7343482921983423,4,3.2755597186184686,3,1.1864887609327592,3,0.5732289901855601,4,0.18613919220555983,4,-459.2201505141012,4,2.6731793595768596,4,2.666305936292637,4,-0.21650702547171216,3,-13.3717088881574,4,-15.191965135348262,4,-179.42079343077958,4,-0.0420198750302701,4,-35768.80289637861,6,-0.813576740308186,6,8497.40224370013,6,0.2805364474206011,6,16.189697082997583,6,-0.9217291104233882,6,-1119.355324592724,6,-67.77782138524952,6,-194.98090379629562,6,0.22778745278489204,6,-0.0068734232842224685,6,-0.36194966302714837,6,0.4726947366130234,6,0.5686164592904236,6,-105.69250799640622,6,0.18688720366746783,6,-0.30877185038128996,4,-0.11264071713897239,4,68.82755232596378,0.6882755232596377,0.11484335082920227,0.19688112591116,69.9504800338644,34.03736,5.67936,9.736382500000001,48.65922290100346,40.70906441,297.1227698487127,0.4922395079579573,25.059239534259703,1135.5953375090521,49,0.21806355306223857,6,-0.7819364469377613,6,-23684.72467564266,6,1.0,4,0.15646189597344662,4,0.11195207523692506,4,0.8489343697472301,6,1.0077990854075147,6,1.0824731130376593,6,1.1895222614020649,4,0.4100089925846899,6,0.36773428182864437,4,-0.33037433123199433,4,0.1981590420464944,4,0.20906779663679767,4,0.06537097753036537,4,-29.07986503861039,4,3.708927623090159,6,-29.07986503861039,4,-183.55050527921287,4,-199.0584368349901,6,-4.129711848433303,4,-11.700212826647615,4,-0.4929668954471855,6,-2.855745403594346e-06,4,-2.5681550867181664e-05,6,-2.2116875782469414,4,-1.5229687308705888,6,0.0677156979354755,4,0.05885848978153903,2
