id,fase,familia,agg,kpi,muestra,n,rho_spearman,p_spearman,r_pearson,p_pearson,ci_low,ci_high,signo_esperado,signo_ok,dir_ok,p_bh,significativo_bh,p_holm,significativo_holm
R03_sn_net_l03,Reducción,metal-equivalente,sum,recuperacion_real_pct,lockbox,63,0.19119623655913978,0.1333375492844995,0.09854756726643918,0.4422455552051195,-0.0587699195730021,0.4330907590007532,,,True,,,,
R03_sn_net_l03,Reducción,metal-equivalente,sum,recuperacion_real_pct,total,360,0.17864181050779712,0.0006613190869233223,0.1278032956526495,0.015248535676929232,0.079758171714559,0.2772158940697861,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,rendimiento_proxy_batch,dev,297,0.03496235711000812,0.548390913523598,0.0031599770015028885,0.9567530768548647,-0.07206934328385206,0.14746878884392953,,,True,0.7845171484030239,False,1.0,False
R04_sn_net_l06,Reducción,metal-equivalente,sum,rendimiento_proxy_batch,lockbox,63,0.0424347158218126,0.7412343377675514,-0.016559254972936647,0.8975065536517085,-0.2003208008460699,0.2679852120596664,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,rendimiento_proxy_batch,total,360,0.06067665131160992,0.25083937756467456,0.025478024600869672,0.6299419555468975,-0.04234146391100175,0.16115044424158628,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_metal,dev,297,0.03496235711000812,0.548390913523598,0.003159977001502781,0.9567530768548662,-0.07462873686191737,0.1474948282622993,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_metal,lockbox,63,0.0424347158218126,0.7412343377675514,-0.016559254972936734,0.8975065536517085,-0.19386775322650007,0.27100642792520974,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_metal,total,360,0.06067665131160992,0.25083937756467456,0.025478024600869592,0.6299419555468975,-0.03641794544916639,0.1584327294333271,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_dross,dev,297,-0.10459437472860292,0.07187872361135243,-0.06509158389653125,0.2634713863406065,-0.21180529695980832,0.010606791205386315,-1.0,True,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_dross,lockbox,63,-0.09941436251920122,0.43822206123938273,-0.008418267848343541,0.9477910044310222,-0.3536330361043314,0.14618787509633385,-1.0,True,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_dross,total,360,-0.12830860320424284,0.014846772244887757,-0.08455786677219346,0.10923021676423451,-0.22647207440035202,-0.027055882075543672,-1.0,True,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_polvo,dev,297,0.07284297720539333,0.21067085654942855,0.06856082430806984,0.2388126002406261,-0.03794329048146863,0.17928078418161947,-1.0,False,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_polvo,lockbox,63,0.04473886328725038,0.7277146247657857,0.03411604778093334,0.7906686178113425,-0.19825086297778016,0.2849184233619867,-1.0,False,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,f_polvo,total,360,0.066198813262448,0.21019084850677133,0.06162872888373903,0.24346680468955192,-0.03596791192417732,0.16457042828337784,-1.0,False,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,recuperacion_real_pct,dev,297,0.14454906401215126,0.012641264388438796,0.11294207047420801,0.05184407103411374,0.037458064954927796,0.24749667326797878,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,recuperacion_real_pct,lockbox,63,0.21068548387096772,0.09743079624879486,0.11742463009222091,0.3593829629430726,-0.05539531193205841,0.4664721711862595,,,True,,,,
R04_sn_net_l06,Reducción,metal-equivalente,sum,recuperacion_real_pct,total,360,0.18524191287484215,0.0004106855501061381,0.1377178141437748,0.008886177772159227,0.08265496055788625,0.28670971077688295,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,rendimiento_proxy_batch,dev,297,0.05716149340310415,0.3262219555747283,0.037379321477032115,0.5210735846186564,-0.049294243855477975,0.16323776865114878,,,True,0.6524439111494565,False,1.0,False
R05_sn_net_l10,Reducción,metal-equivalente,sum,rendimiento_proxy_batch,lockbox,63,0.046610983102918585,0.7167901678063662,0.0008073593120413725,0.9949894057190186,-0.20075835379911203,0.28410036559797597,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,rendimiento_proxy_batch,total,360,0.07777734910505997,0.14079929384940956,0.05619902306333886,0.2875852878303147,-0.02117066480980842,0.18168420294813023,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_metal,dev,297,0.05716149340310415,0.3262219555747283,0.037379321477031976,0.5210735846186579,-0.051017871848388845,0.16775717972497778,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_metal,lockbox,63,0.046610983102918585,0.7167901678063662,0.0008073593120412892,0.9949894057190178,-0.1915423304333465,0.28290906519563563,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_metal,total,360,0.07777734910505997,0.14079929384940956,0.05619902306333875,0.28758528783031706,-0.017850584680961543,0.17761855233316656,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_dross,dev,297,-0.11969504586954251,0.0392548511630071,-0.09340427536064672,0.10818037503876018,-0.23487258909137157,-0.0014493989759776721,-1.0,True,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_dross,lockbox,63,-0.09807027649769587,0.44446981477689973,-0.010194684575236007,0.9367944408476907,-0.3597094201833673,0.1497173047971574,-1.0,True,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_dross,total,360,-0.13775903620655508,0.008865618498955714,-0.10743089495136679,0.041633192215102414,-0.23908822840917018,-0.03051846912616728,-1.0,True,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_polvo,dev,297,0.0580075194169154,0.31910097236428164,0.05212743909635246,0.3706970178522318,-0.05417309416033752,0.17192683431628436,-1.0,False,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_polvo,lockbox,63,0.03105798771121352,0.8090614941465611,0.011955086416694266,0.9259085944458655,-0.2342879585366282,0.27065117512895875,-1.0,False,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,f_polvo,total,360,0.05168558399370366,0.3281197180865636,0.04455061109445761,0.3993586586010231,-0.049912880984926744,0.15024900101080227,-1.0,False,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,recuperacion_real_pct,dev,297,0.14263164934305875,0.013882270666174234,0.12332317868643988,0.033631125744059374,0.028425009481919047,0.24691213504419762,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,recuperacion_real_pct,lockbox,63,0.21342165898617513,0.0930603166256988,0.14012883441599078,0.2733497700634213,-0.04950166222475415,0.446707767970151,,,True,,,,
R05_sn_net_l10,Reducción,metal-equivalente,sum,recuperacion_real_pct,total,360,0.18304899471960948,0.0004819927837468812,0.14956385361763425,0.00445624679710091,0.08565060614498199,0.28434292072039136,,,True,,,,
R06_frac_sn,Reducción,extraccion,survival,rendimiento_proxy_batch,dev,292,-0.03181084023823789,0.5882392574332078,0.10528757155555875,0.07242553006032615,-0.14949837889499865,0.08294620411411657,,,False,0.7845171484030239,False,1.0,False
R06_frac_sn,Reducción,extraccion,survival,rendimiento_proxy_batch,lockbox,63,0.3080837173579109,0.014032046840071321,0.35590851383775124,0.004199830128385741,0.06737358498812245,0.5232763144827118,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,rendimiento_proxy_batch,total,355,0.03630348075886283,0.4953512710004818,0.12128228542541863,0.022282529804897575,-0.0690368603268313,0.13973252923069918,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_metal,dev,292,-0.03181084023823789,0.5882392574332078,0.1052875715555587,0.07242553006032615,-0.15276099809242027,0.0859375594846854,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_metal,lockbox,63,0.3080837173579109,0.014032046840071321,0.3559085138377511,0.004199830128385782,0.06821615889703185,0.5154823024816735,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_metal,total,355,0.03630348075886283,0.4953512710004818,0.12128228542541862,0.022282529804897703,-0.06481377323095461,0.13637976149361225,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_dross,dev,292,0.001365958896879743,0.9814577084131165,-0.11811608430969457,0.04371886624948104,-0.11338597034585035,0.123626843808785,-1.0,False,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_dross,lockbox,63,-0.19263632872503839,0.13038341408646126,-0.23466931070142097,0.06413002711671868,-0.4482685103856839,0.07054695382962291,-1.0,True,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_dross,total,355,-0.05089332414214865,0.3390007293573506,-0.12825976883625784,0.015603014862553628,-0.15004170142049314,0.056341317408036384,-1.0,True,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_polvo,dev,292,0.023834874174170847,0.6850356789539311,-0.01660642122106358,0.7775042055362024,-0.0943535468493463,0.13525503911317896,-1.0,False,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_polvo,lockbox,63,-0.15466589861751154,0.22614907631647913,-0.19956512054430703,0.11685808327102408,-0.3830774372239232,0.082805059532014,-1.0,True,False,,,,
R06_frac_sn,Reducción,extraccion,survival,f_polvo,total,355,-0.0033372583625922367,0.9500394987719568,-0.024261707432519222,0.6486917027928243,-0.10535442881442983,0.09044700290521997,-1.0,True,False,,,,
R06_frac_sn,Reducción,extraccion,survival,recuperacion_real_pct,dev,292,0.04467611013079756,0.4469372562265706,0.07572184459856965,0.1969678550532022,-0.07046092149011995,0.15631996658940472,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,recuperacion_real_pct,lockbox,63,0.3756240399385561,0.002416145820103638,0.37861486564913505,0.0022150914196306876,0.15169748926861373,0.5497533547312741,,,False,,,,
R06_frac_sn,Reducción,extraccion,survival,recuperacion_real_pct,total,355,0.11139286681812452,0.03591101924816777,0.0956901518569344,0.07174764442562412,0.0115223985682493,0.20814516388405113,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,rendimiento_proxy_batch,dev,286,-0.11052080140655238,0.06195564442028204,-0.030240844290794794,0.6105448642738279,-0.22006424814043227,-0.002848111743559526,,,False,0.23468653951842208,False,0.9912903107245127,False
R07_kapp_sn,Reducción,extraccion,kapp,rendimiento_proxy_batch,lockbox,63,0.3509024577572965,0.00480699613579811,0.3418675540244288,0.006100927989172971,0.11498948049095584,0.5580165087072156,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,rendimiento_proxy_batch,total,349,-0.023914632941408945,0.6561585348259793,0.03228235597895497,0.5477885320753137,-0.12088006626302901,0.07863302570484645,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_metal,dev,286,-0.11052080140655238,0.06195564442028204,-0.030240844290794718,0.6105448642738333,-0.21259750687824747,-0.0048983643125828855,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_metal,lockbox,63,0.3509024577572965,0.00480699613579811,0.3418675540244285,0.0061009279891729995,0.1215154244543923,0.551356440627248,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_metal,total,349,-0.023914632941408945,0.6561585348259793,0.032282355978954985,0.5477885320753137,-0.1215173397696224,0.07977112415824854,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_dross,dev,286,0.061305318558206874,0.301510933187084,-0.007291378965322077,0.902289217927139,-0.04694111436872977,0.17431304312887907,-1.0,False,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_dross,lockbox,63,-0.2652169738863287,0.035665556572330566,-0.257151062969904,0.041895726098511304,-0.48313728788643473,-0.023051299278938068,-1.0,True,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_dross,total,349,-0.009124168983866643,0.8651315930982154,-0.05838002266276507,0.27675230323502287,-0.10478451010432321,0.09270754703299576,-1.0,True,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_polvo,dev,286,0.036886092085065124,0.5344154170875984,0.05053680992786572,0.3945159274613037,-0.07098254571035639,0.13994709422663112,-1.0,False,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_polvo,lockbox,63,-0.12696812596006146,0.32138388660377376,-0.15093391987303906,0.23768620400044502,-0.349673734116108,0.10677075357912799,-1.0,True,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,f_polvo,total,349,0.009904159668016995,0.8537265742335882,0.021519102440095028,0.6887042174094807,-0.08174413430740515,0.10293549752902065,-1.0,False,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,recuperacion_real_pct,dev,286,-0.03293420315243165,0.5791141036032093,0.00351236902120973,0.9528409214386193,-0.15018351575806155,0.08110022055214643,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,recuperacion_real_pct,lockbox,63,0.27976190476190477,0.0263766388866655,0.2746092895397759,0.02940182229286403,0.06383938718589999,0.47369726839128345,,,False,,,,
R07_kapp_sn,Reducción,extraccion,kapp,recuperacion_real_pct,total,349,0.02688864736686098,0.6166457679637453,0.04872965300094223,0.3640798619105718,-0.07152766371215286,0.12849452928399724,,,False,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,rendimiento_proxy_batch,dev,286,0.3116152140542384,7.391037542132601e-08,0.2631292231712765,6.477894762875094e-06,0.19731402748331264,0.4150312721042168,,,True,1.47820750842652e-06,True,1.4782075084265203e-06,True
R08_feo_ret_frac,Reducción,sobre-reduccion,product,rendimiento_proxy_batch,lockbox,63,-0.061011904761904774,0.6347780690262769,0.02098726237761395,0.8703110631578401,-0.27443232364778297,0.17433372116189755,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,rendimiento_proxy_batch,total,349,0.24065436786314168,5.450422691149926e-06,0.21823003868649038,3.92392263735373e-05,0.14183902870362347,0.34221567322900903,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_metal,dev,286,0.3116152140542384,7.391037542132601e-08,0.26312922317127646,6.477894762875094e-06,0.2021683021741551,0.4135761372787343,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_metal,lockbox,63,-0.061011904761904774,0.6347780690262769,0.020987262377614134,0.8703110631578398,-0.27049087881535344,0.1700295834541068,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_metal,total,349,0.24065436786314168,5.450422691149926e-06,0.21823003868649032,3.92392263735373e-05,0.13996342088573457,0.341561561450652,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_dross,dev,286,-0.18191128512052773,0.0020100887012786707,-0.1716538852951987,0.0035928297985989162,-0.28967643298323736,-0.06859454697573598,-1.0,True,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_dross,lockbox,63,0.011664746543778803,0.9277030996942577,0.027014215762279963,0.8335402397187864,-0.2138297435982953,0.25855448139266296,-1.0,False,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_dross,total,349,-0.1331297020339605,0.012801822524431938,-0.1282172356038893,0.016547879111325176,-0.23004913455302772,-0.03331828038729842,-1.0,True,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_polvo,dev,286,-0.18578981993616137,0.0016008566049500435,-0.17819817240959396,0.0024891966130948045,-0.29717763068531133,-0.07414894570428547,-1.0,True,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_polvo,lockbox,63,0.016561059907834103,0.8974954421498984,-0.06422787575021895,0.6170037858550195,-0.2529419132842873,0.2640241801635537,-1.0,False,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,f_polvo,total,349,-0.15128996287775062,0.004618388636873827,-0.1609357130052549,0.002566232405288006,-0.25192679937182155,-0.04751456406418685,-1.0,True,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,recuperacion_real_pct,dev,286,0.09305072334597367,0.11638085437926787,0.07092830805155899,0.23179025938014056,-0.027048063068199502,0.2046291491143635,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,recuperacion_real_pct,lockbox,63,0.10167050691244242,0.42784629508197014,0.14554847112057037,0.25503917076250215,-0.1591666968392798,0.33493510104110846,,,True,,,,
R08_feo_ret_frac,Reducción,sobre-reduccion,product,recuperacion_real_pct,total,349,0.08320832215901872,0.12076401803643894,0.07312923318315258,0.17285374187675262,-0.017855295009268808,0.18889584678668786,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,rendimiento_proxy_batch,dev,284,0.019421793921423274,0.7445082503050277,0.06687535536917318,0.2613139333830402,-0.09253282193500392,0.13407059829798476,,,True,0.8211947124655549,False,1.0,False
R09_selectividad,Reducción,selectividad,ratio,rendimiento_proxy_batch,lockbox,63,-0.026881720430107527,0.8343450964609209,-0.01293746722998496,0.9198395655692199,-0.26489966528362735,0.18888009002212366,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,rendimiento_proxy_batch,total,347,0.04274687962943284,0.4273259621342563,0.0728394437358933,0.17581569630072885,-0.0614987650398789,0.1400399429087875,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_metal,dev,284,0.019421793921423274,0.7445082503050277,0.06687535536917305,0.26131393338304176,-0.10092775462798771,0.13686672890297097,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_metal,lockbox,63,-0.026881720430107527,0.8343450964609209,-0.012937467229984623,0.9198395655692173,-0.2494894021930635,0.20453615373675102,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_metal,total,347,0.04274687962943284,0.4273259621342563,0.0728394437358933,0.17581569630072885,-0.05569208400679104,0.14118004391765657,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_dross,dev,284,-0.11669892892785388,0.049450178931045925,-0.13054828993186907,0.027824048885866384,-0.2293231906040825,0.007845200154879989,-1.0,True,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_dross,lockbox,63,-0.02227342549923195,0.8624383601787194,-0.058958931854048456,0.6462337786765493,-0.2428056565429329,0.2018870017114245,-1.0,True,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_dross,total,347,-0.12233880311264468,0.02265135869994569,-0.13995124553328636,0.009042180254780284,-0.22649351762741607,-0.022648876644728328,-1.0,True,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_polvo,dev,284,0.08377256284592434,0.15912808857372793,0.05043396665455299,0.39715186897478233,-0.026444964095654076,0.19627380833617125,-1.0,False,True,,,,
