id,fase,familia,agg,kpi,muestra,n,rho_spearman,p_spearman,r_pearson,p_pearson,ci_low,ci_high,signo_esperado,signo_ok,dir_ok,p_bh,significativo_bh,p_holm,significativo_holm
R09_selectividad,Reducción,selectividad,ratio,f_polvo,lockbox,63,0.011472734254992319,0.9288900686817059,0.09391984965046832,0.4640718654877528,-0.22633153984478363,0.23928846558801584,-1.0,False,True,,,,
R09_selectividad,Reducción,selectividad,ratio,f_polvo,total,347,0.06467750283043416,0.22947215510579316,0.05714812733150857,0.28842719812997475,-0.03060321593757433,0.1634666314747491,-1.0,False,True,,,,
R09_selectividad,Reducción,selectividad,ratio,recuperacion_real_pct,dev,284,0.12205245607923157,0.03983229010762144,0.12749072231764408,0.031729008312053726,0.01236003673231647,0.22410408956580036,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,recuperacion_real_pct,lockbox,63,0.030001920122887864,0.815437793340572,0.04531775361579214,0.7243307175037876,-0.20741838057315723,0.2941550683732149,,,True,,,,
R09_selectividad,Reducción,selectividad,ratio,recuperacion_real_pct,total,347,0.14156335318706026,0.008270321384664471,0.13158559297444433,0.014167094668353445,0.04237743244510978,0.24707921519808032,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,rendimiento_proxy_batch,dev,284,0.019421793921423274,0.7445082503050277,-0.015310048029173224,0.7972662677282986,-0.10002263634391693,0.13231122907876355,,,True,0.8211947124655549,False,1.0,False
R10_log_selectividad,Reducción,selectividad,ratio_log,rendimiento_proxy_batch,lockbox,63,-0.026881720430107527,0.8343450964609209,-0.011427637175317001,0.929168869325142,-0.25634316001745305,0.1976423649501593,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,rendimiento_proxy_batch,total,347,0.04274687962943284,0.4273259621342563,0.006630989232186162,0.9020458912046586,-0.06056904750298667,0.15026911335943138,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_metal,dev,284,0.019421793921423274,0.7445082503050277,-0.015310048029173417,0.7972662677282956,-0.10144263070004213,0.13266056648385424,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_metal,lockbox,63,-0.026881720430107527,0.8343450964609209,-0.011427637175316724,0.9291688693251439,-0.2564666858713237,0.188389906054278,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_metal,total,347,0.04274687962943284,0.4273259621342563,0.006630989232186084,0.9020458912046586,-0.0673312464957069,0.13946423951341497,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_dross,dev,284,-0.11669892892785388,0.049450178931045925,-0.0428626781069225,0.47184542149809283,-0.23181229455591135,-0.008574343696940805,-1.0,True,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_dross,lockbox,63,-0.02227342549923195,0.8624383601787194,0.01705253370277578,0.8944705780490839,-0.25107659709069624,0.21219963465821903,-1.0,True,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_dross,total,347,-0.12233880311264468,0.02265135869994569,-0.059035908649864945,0.27277001916051197,-0.21913503529347417,-0.014331185026253619,-1.0,True,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_polvo,dev,284,0.08377256284592434,0.15912808857372793,0.06842737586989653,0.25038262064711153,-0.020209372670031072,0.19211903798765914,-1.0,False,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_polvo,lockbox,63,0.011472734254992319,0.9288900686817059,-0.005814315474715692,0.9639272375877737,-0.2352005569778464,0.2659617363724939,-1.0,False,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,f_polvo,total,347,0.06467750283043416,0.22947215510579316,0.057911834494703156,0.28202185985248784,-0.03680077959159882,0.16417165304272816,-1.0,False,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,recuperacion_real_pct,dev,284,0.12205245607923157,0.03983229010762144,0.09874584619544996,0.09675027406070907,0.016297193042925897,0.23700258129821647,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,recuperacion_real_pct,lockbox,63,0.030001920122887864,0.815437793340572,-0.03743585080975816,0.7708296926044349,-0.21680037638177713,0.2669725817180872,,,True,,,,
R10_log_selectividad,Reducción,selectividad,ratio_log,recuperacion_real_pct,total,347,0.14156335318706026,0.008270321384664471,0.10241533869386725,0.056660993764796067,0.037772332076281646,0.24089570178941572,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,rendimiento_proxy_batch,dev,297,0.0118118423487551,0.839361493493122,-0.010545844367240063,0.8563813722477783,-0.09881382817477646,0.12354557895865136,,,True,0.839361493493122,False,1.0,False
R11_util_carbon,Reducción,selectividad,ratio,rendimiento_proxy_batch,lockbox,63,0.16306643625192013,0.20162055379862165,0.11502597834953579,0.369349563834657,-0.08048295672041937,0.3837694382622596,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,rendimiento_proxy_batch,total,360,0.050382847604276776,0.34047443189394716,0.022299804154630717,0.6732513062416918,-0.04896881112050018,0.14370901181923348,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_metal,dev,297,0.0118118423487551,0.839361493493122,-0.010545844367240046,0.8563813722477783,-0.10106599947781525,0.12021605099436078,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_metal,lockbox,63,0.16306643625192013,0.20162055379862165,0.11502597834953568,0.369349563834657,-0.0897771479811435,0.39693225518733666,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_metal,total,360,0.050382847604276776,0.34047443189394716,0.022299804154630717,0.6732513062416918,-0.054446687891238556,0.1535364192054948,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_dross,dev,297,-0.0748707829244742,0.19821100214175652,-0.039719836973438706,0.4953010103724827,-0.19113297002832194,0.03246721551824827,-1.0,True,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_dross,lockbox,63,-0.15596198156682028,0.22223507237608342,-0.09426465591784876,0.46242571782633246,-0.41506797783207666,0.09135202442749352,-1.0,True,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_dross,total,360,-0.10533646092948248,0.04580046577526655,-0.0672853865727501,0.20278594498965,-0.20690383689748093,0.00366824834059014,-1.0,True,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_polvo,dev,297,0.06421598535692497,0.2699618468308982,0.058968110397138264,0.31113935349470023,-0.04739228995663157,0.17158292394016475,-1.0,False,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_polvo,lockbox,63,-0.07128456221198157,0.5787711757256551,-0.04084108358144472,0.7506311324159916,-0.284025535564502,0.15602497713359717,-1.0,True,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,f_polvo,total,360,0.04624881364825345,0.38161416559087913,0.045815403476512286,0.38609644286556355,-0.06115238578012079,0.15153837724921812,-1.0,False,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,recuperacion_real_pct,dev,297,0.1489743251488218,0.010143098748114867,0.1282279541799357,0.02712937011705526,0.03693036413415782,0.2565006831297651,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,recuperacion_real_pct,lockbox,63,0.2936347926267281,0.019505414576720646,0.209939007621662,0.09865048968724202,0.047310582232854254,0.4974102522657439,,,True,,,,
R11_util_carbon,Reducción,selectividad,ratio,recuperacion_real_pct,total,360,0.18951586560595887,0.00029904114649360164,0.1543140724976273,0.0033320099656952017,0.08472622965736787,0.2833748394580669,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,rendimiento_proxy_batch,dev,298,0.03147385960341898,0.588387861302268,-0.006092184954779393,0.9165929150244114,-0.08019990851894289,0.13815999184487335,,,True,0.7845171484030239,False,1.0,False
R12_d_avance,Reducción,extraccion,sum,rendimiento_proxy_batch,lockbox,63,0.03129800307219662,0.8076140418414667,-0.04699496540023587,0.7145563836374421,-0.1886059833000653,0.2814175008009341,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,rendimiento_proxy_batch,total,361,0.044597317661702954,0.39820535345216307,0.0013864343471087118,0.979057212157923,-0.04582893113215042,0.14882802591016725,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_metal,dev,298,0.03147385960341898,0.588387861302268,-0.006092184954779487,0.9165929150244114,-0.07863800737814405,0.13940828025679602,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_metal,lockbox,63,0.03129800307219662,0.8076140418414667,-0.046994965400235976,0.7145563836374421,-0.20887819312943837,0.26999383653408077,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_metal,total,361,0.044597317661702954,0.39820535345216307,0.0013864343471086523,0.979057212157923,-0.05818868931314216,0.15109711193567696,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_dross,dev,298,-0.12829037836332843,0.026795352225594184,-0.08851215720493985,0.12737668056652468,-0.23408153977195478,-0.01453947695268251,-1.0,True,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_dross,lockbox,63,-0.09639016897081412,0.45234873415210447,-0.01051088675730087,0.934838225385286,-0.3613638106038223,0.17792983861787484,-1.0,True,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_dross,total,361,-0.13748820291496403,0.008905811438546747,-0.09098767334646503,0.08428397752959317,-0.23932050962547963,-0.024438449792778365,-1.0,True,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_polvo,dev,298,0.09859158122945691,0.08932989175197857,0.10779942870930213,0.06309733876795805,-0.015529320627510829,0.21277170764734002,-1.0,False,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_polvo,lockbox,63,0.06830837173579109,0.5947635808086144,0.0796390953169139,0.5349653007584658,-0.15929189220953674,0.3049770574947376,-1.0,False,True,,,,
R12_d_avance,Reducción,extraccion,sum,f_polvo,total,361,0.09821653581467478,0.062300412987949284,0.10312745104553805,0.050247728049554304,-0.005822514326382845,0.19744269303745896,-1.0,False,True,,,,
R12_d_avance,Reducción,extraccion,sum,recuperacion_real_pct,dev,298,0.20373903566200033,0.0004008922524719024,0.16630680458096747,0.003990525418603901,0.09418873564844651,0.304921315789419,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,recuperacion_real_pct,lockbox,63,0.20439708141321045,0.10808091047986527,0.08460599853495669,0.5097189582533589,-0.027838345322577583,0.4517610933223386,,,True,,,,
R12_d_avance,Reducción,extraccion,sum,recuperacion_real_pct,total,361,0.21616927605434055,3.4421769039301324e-05,0.16814671844509918,0.0013432861337705352,0.1199307859486654,0.31651883130423775,,,True,,,,
R13_sn_residual,Reducción,extraccion,last,rendimiento_proxy_batch,dev,299,-0.10478462885232655,0.07040596185552662,-0.018264144048970744,0.7531261577006297,-0.2130138277926608,0.0045205888212111875,,,False,0.23468653951842208,False,1.0,False
R13_sn_residual,Reducción,extraccion,last,rendimiento_proxy_batch,lockbox,63,0.23223886328725038,0.06701758620830242,0.24292397994633308,0.055062588661187004,0.01567709653606455,0.4464912199695071,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,rendimiento_proxy_batch,total,362,-0.05517336197223947,0.29514024065673117,0.03828409742319714,0.46774579923042214,-0.16123300810990104,0.04662956414043279,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_metal,dev,299,-0.10478462885232655,0.07040596185552662,-0.018264144048970685,0.7531261577006337,-0.2183716778127298,0.005112808445299425,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_metal,lockbox,63,0.23223886328725038,0.06701758620830242,0.24292397994633289,0.055062588661187004,-0.011835275737023265,0.4366352094244005,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_metal,total,362,-0.05517336197223947,0.29514024065673117,0.03828409742319711,0.46774579923042214,-0.16980427083068955,0.0348459503286571,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_dross,dev,299,0.09393189827388836,0.10501402069922587,0.024070912229326263,0.6784774873736966,-0.018181249948434862,0.20725817614508665,-1.0,False,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_dross,lockbox,63,-0.14333717357910905,0.26240711086029206,-0.16889945196588255,0.18574161031213818,-0.3674134113199092,0.09951244351161352,-1.0,True,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_dross,total,362,0.05861038485827877,0.26603573118618445,-0.02031323610711728,0.700097579045606,-0.03898715104551047,0.15239216552918655,-1.0,False,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_polvo,dev,299,0.028618886220286858,0.6220868168070592,-0.0012640018041268288,0.9826353394274182,-0.08507817223861402,0.13742512746864166,-1.0,False,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_polvo,lockbox,63,-0.09106182795698926,0.4778381409289859,-0.12500595983070237,0.32897967555126706,-0.3330303886141227,0.1726187799890196,-1.0,True,False,,,,
R13_sn_residual,Reducción,extraccion,last,f_polvo,total,362,0.005141115376788092,0.922346221955279,-0.030850357858255746,0.5584957285865302,-0.0921063028395875,0.10353727139871055,-1.0,False,False,,,,
R13_sn_residual,Reducción,extraccion,last,recuperacion_real_pct,dev,299,-0.07754573410248929,0.18112830712785394,-0.0071139525789220386,0.9025046026367379,-0.18502462202106365,0.03796787478637147,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,recuperacion_real_pct,lockbox,63,0.17713133640552994,0.1648960031954353,0.18042396891272966,0.1570578773933613,-0.05194459875398997,0.40791563382378326,,,False,,,,
R13_sn_residual,Reducción,extraccion,last,recuperacion_real_pct,total,362,-0.03905246740526274,0.45885309995504986,0.027501826261621534,0.6019858530922174,-0.13343227632332388,0.07271778737535328,,,False,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,rendimiento_proxy_batch,dev,299,0.04892819465331867,0.3992235270527693,0.06459993381402036,0.2654843707234381,-0.06561397723841556,0.1597302081872738,,,True,0.7258609582777623,False,1.0,False
R14_log_sn_feo_next,Reducción,selectividad,last,rendimiento_proxy_batch,lockbox,63,0.3169162826420891,0.011384380182147396,0.3506685798706465,0.00483716544257555,0.08539516851263136,0.5166221600728607,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,rendimiento_proxy_batch,total,362,0.08243428847087136,0.11742809471931906,0.10122822870342986,0.05431914168067723,-0.014763050444621648,0.17783192753565016,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_metal,dev,299,0.04892819465331867,0.3992235270527693,0.06459993381402042,0.2654843707234381,-0.0662305773713272,0.15848017682155652,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_metal,lockbox,63,0.3169162826420891,0.011384380182147396,0.35066857987064637,0.00483716544257555,0.06652548374926816,0.5381868558421767,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_metal,total,362,0.08243428847087136,0.11742809471931906,0.10122822870342987,0.05431914168067723,-0.008706068197341682,0.1722164994609083,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_dross,dev,299,0.02111422863684317,0.7161489551519483,0.0005384562284598952,0.9926022962902884,-0.08485567387420213,0.12085344950985628,-1.0,False,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_dross,lockbox,63,-0.29392281105990786,0.019380713875874638,-0.2916126954453101,0.020400294591986265,-0.4983988677794566,-0.06815738899264978,-1.0,True,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_dross,total,362,-0.017830046339224064,0.7352928241906634,-0.041503581285842195,0.43112517598402805,-0.11581064816866751,0.08091510571021672,-1.0,True,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_polvo,dev,299,-0.11082444838499697,0.05559365792764246,-0.09188417667383249,0.11284673173121283,-0.219284455715506,-0.0013273103011646875,-1.0,True,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_polvo,lockbox,63,-0.04320276497695853,0.7367188721828922,-0.11906717571636596,0.35265406870063215,-0.28910283420079114,0.20731082782973514,-1.0,True,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,f_polvo,total,362,-0.10478265263441214,0.046347130263314586,-0.09570569793500959,0.06894128149376771,-0.19645564770047472,-0.0009700556310914893,-1.0,True,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,recuperacion_real_pct,dev,299,0.026495028169962517,0.648172122009812,0.04479051206191899,0.44032555460944023,-0.08437151881888551,0.13209850511548268,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,recuperacion_real_pct,lockbox,63,0.3215725806451613,0.01017143049608955,0.3259526707115159,0.009134470662000562,0.09000064166244895,0.5160557440078742,,,True,,,,
R14_log_sn_feo_next,Reducción,selectividad,last,recuperacion_real_pct,total,362,0.059641719391758,0.25769990082403843,0.07652323488305857,0.14620995572267217,-0.04005280117427317,0.16692792483549312,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,rendimiento_proxy_batch,dev,298,0.07412977386715348,0.20193554688158397,0.0986339145200235,0.08919184064210667,-0.046240775142191236,0.18458430874369122,,,True,0.44874565973685326,False,1.0,False
R15_d_log_sn_feo,Reducción,selectividad,sum,rendimiento_proxy_batch,lockbox,63,0.32642089093702,0.009029266872291752,0.3574277263411143,0.004029508123004079,0.09855946475817842,0.5244130353435749,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,rendimiento_proxy_batch,total,361,0.1282744881978135,0.01473424564248123,0.1484414800319417,0.004709197470558746,0.030747331422192558,0.22254624951084548,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_metal,dev,298,0.07412977386715348,0.20193554688158397,0.0986339145200236,0.08919184064210642,-0.03070640382851878,0.1824595127704393,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_metal,lockbox,63,0.32642089093702,0.009029266872291752,0.3574277263411141,0.004029508123004103,0.08837972870307889,0.5235250938757583,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_metal,total,361,0.1282744881978135,0.01473424564248123,0.1484414800319418,0.004709197470558746,0.03407998539324155,0.22944935613784556,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_dross,dev,298,-0.08852798143723152,0.1273083958038598,-0.11431334434913747,0.04866350637914624,-0.20408618933414763,0.027948682254886247,-1.0,True,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_dross,lockbox,63,-0.2547043010752688,0.04395417874244883,-0.2542150140664502,0.04437564341066327,-0.480578671556266,-0.014353069647980705,-1.0,True,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_dross,total,361,-0.1313111216540916,0.012522076742110888,-0.1507672628606943,0.004090823518414875,-0.23615475307542677,-0.018452564706813238,-1.0,True,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_polvo,dev,298,-0.017998893108318263,0.7569957412721622,-0.010759533926238608,0.8532579812229509,-0.12523636392977863,0.09097706025271382,-1.0,True,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_polvo,lockbox,63,-0.12178379416282643,0.3416970299677633,-0.17660391362348252,0.16617775705693563,-0.34739609397464427,0.13060442848320894,-1.0,True,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,f_polvo,total,361,-0.03565372430786183,0.49949400782386083,-0.03611176998552901,0.4939958901516285,-0.14100260716329713,0.062340240524605774,-1.0,True,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,recuperacion_real_pct,dev,298,0.08159097654282947,0.16005027236407185,0.09361549057079499,0.10678672109999619,-0.025645396078635873,0.1936343823598359,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,recuperacion_real_pct,lockbox,63,0.4341397849462366,0.0003781362099726252,0.3823632288978822,0.001984291227786935,0.22859968984640777,0.6132357534400227,,,True,,,,
R15_d_log_sn_feo,Reducción,selectividad,sum,recuperacion_real_pct,total,361,0.14883942190457242,0.004597755853595366,0.14611932366042807,0.005409450026988613,0.0484429065657901,0.24388636115183762,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,rendimiento_proxy_batch,dev,288,0.09151867346651718,0.1212321278808444,0.02668963984648766,0.651954409596835,-0.02650654811882075,0.2044198233013571,,,True,0.34637750823098407,False,1.0,False
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,rendimiento_proxy_batch,lockbox,63,0.04478686635944701,0.7274338245202169,0.11188896543186871,0.38263416037476794,-0.17624942117027764,0.2501704264264932,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,rendimiento_proxy_batch,total,351,0.1152811077811078,0.03082763749653467,0.0500114422720481,0.3501973656528697,0.017225962737026777,0.21113131816046948,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_metal,dev,288,0.09151867346651718,0.1212321278808444,0.026689639846487673,0.651954409596835,-0.02205748537840793,0.19699682823786338,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_metal,lockbox,63,0.04478686635944701,0.7274338245202169,0.11188896543186888,0.3826341603747681,-0.1744033575188271,0.25410637488608323,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_metal,total,351,0.1152811077811078,0.03082763749653467,0.050011442272048116,0.3501973656528697,0.012561510497909234,0.21920675113697355,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_dross,dev,288,-0.17385232428696015,0.003075244304724442,-0.05574099122477147,0.3458982870878987,-0.27939187348052286,-0.06218044271466753,-1.0,True,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_dross,lockbox,63,-0.05861175115207373,0.6481792749540191,-0.02267676929787788,0.8599721665243053,-0.3106740280327019,0.17660443829940417,-1.0,True,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_dross,total,351,-0.17734265734265736,0.000846417284653368,-0.07016879843381904,0.18967546872588428,-0.2779544960533085,-0.07140752696650975,-1.0,True,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_polvo,dev,288,0.04328374104304563,0.4643529785379973,0.02502631516821711,0.6723464437286678,-0.06782722197320182,0.14851712535769468,-1.0,False,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_polvo,lockbox,63,-0.04483486943164363,0.7271530599619411,-0.12835470249397085,0.31608418907505526,-0.29678756412754465,0.20948953928109026,-1.0,True,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,f_polvo,total,351,0.021874236874236872,0.6829795051056359,0.010491673584688254,0.8447153020366179,-0.08160843462133734,0.12501101779805107,-1.0,False,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,recuperacion_real_pct,dev,288,0.10854140795486059,0.06585108994316073,0.027291939595469328,0.6446327143408084,0.004102082027264946,0.21857845994067368,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,recuperacion_real_pct,lockbox,63,0.07147657450076805,0.5777462099419537,-0.00507369863104893,0.968519624337096,-0.17606840948997463,0.30690925537118274,,,True,,,,
R16_feo_por_sn_disp,Reducción,sobre-reduccion,ratio,recuperacion_real_pct,total,351,0.13890775890775892,0.009166068199463882,0.04143195129606624,0.4390545175126213,0.033840132189412855,0.23582024928096318,,,True,,,,
R17_dT,Reducción,termico,sum,rendimiento_proxy_batch,dev,299,-0.0413746043859846,0.4760052105077206,-0.05484054020879702,0.3446482019247084,-0.15594524058311668,0.07883529497477251,,,False,0.7845171484030239,False,1.0,False
R17_dT,Reducción,termico,sum,rendimiento_proxy_batch,lockbox,63,-0.21471774193548387,0.09104437949927781,-0.2098756672113794,0.09875452844222334,-0.44554499482509574,0.05334760146343414,,,False,,,,
R17_dT,Reducción,termico,sum,rendimiento_proxy_batch,total,362,-0.04048854445862589,0.44248849616959623,-0.04489526189678779,0.39439957162063843,-0.13904572584552582,0.0639304926404942,,,False,,,,
R17_dT,Reducción,termico,sum,f_metal,dev,299,-0.0413746043859846,0.4760052105077206,-0.05484054020879709,0.3446482019247084,-0.15441505073097192,0.0805456215262054,,,False,,,,
R17_dT,Reducción,termico,sum,f_metal,lockbox,63,-0.21471774193548387,0.09104437949927781,-0.20987566721137926,0.09875452844222334,-0.4420448972078178,0.04617276864398786,,,False,,,,
R17_dT,Reducción,termico,sum,f_metal,total,362,-0.04048854445862589,0.44248849616959623,-0.04489526189678784,0.39439957162063555,-0.13976940196180282,0.06264786071961981,,,False,,,,
R17_dT,Reducción,termico,sum,f_dross,dev,299,-0.09266997373796323,0.1097884940228743,-0.06993439709372112,0.22793695354697138,-0.20743052636432202,0.016939041390361956,-1.0,True,False,,,,
R17_dT,Reducción,termico,sum,f_dross,lockbox,63,0.1620103686635945,0.20459562742442527,0.15092566488524314,0.23771216482134566,-0.128731583249535,0.42200058122678713,-1.0,False,False,,,,
R17_dT,Reducción,termico,sum,f_dross,total,362,-0.0828557266197005,0.11555856279737607,-0.07162055315225552,0.17392241716382542,-0.18653634831392588,0.018782269544014563,-1.0,True,False,,,,
R17_dT,Reducción,termico,sum,f_polvo,dev,299,0.1811285941954165,0.0016612074233062248,0.15613924228857676,0.006826282269288098,0.0702585166402092,0.28565304616289594,-1.0,False,False,,,,
R17_dT,Reducción,termico,sum,f_polvo,lockbox,63,0.09091781874039939,0.47853750620062235,0.10157391416692078,0.42828763632963385,-0.15526852414703432,0.31437493438167097,-1.0,False,False,,,,
R17_dT,Reducción,termico,sum,f_polvo,total,362,0.16330032615922999,0.0018257433074049564,0.14667731456536498,0.005170531478625926,0.06689378800892226,0.2658502475153339,-1.0,False,False,,,,
R17_dT,Reducción,termico,sum,recuperacion_real_pct,dev,299,-0.0850454535251734,0.1423562746758661,-0.08462097507481717,0.14436599162227212,-0.19187011641083884,0.036070509659177144,,,False,,,,
R17_dT,Reducción,termico,sum,recuperacion_real_pct,lockbox,63,-0.2598406298003072,0.039725467145324975,-0.24184699330673723,0.05618286759526985,-0.47109150637564695,-0.012831375005666681,,,False,,,,
R17_dT,Reducción,termico,sum,recuperacion_real_pct,total,362,-0.06293126422211459,0.23232463474617632,-0.07032693769676576,0.18184784973926874,-0.16650694302300298,0.04981378481363282,,,False,,,,
R18_T_ventana,Reducción,termico,twmean,rendimiento_proxy_batch,dev,299,-0.0775964624812013,0.18084216480839888,-0.1037263338964279,0.07330662300559904,-0.19139033661761257,0.041320969717462026,,,False,0.44874565973685326,False,1.0,False
R18_T_ventana,Reducción,termico,twmean,rendimiento_proxy_batch,lockbox,63,-0.221150153609831,0.08154126547369407,-0.24241694317526896,0.05558772379169842,-0.43090502965134664,0.003578503583820054,,,False,,,,
R18_T_ventana,Reducción,termico,twmean,rendimiento_proxy_batch,total,362,-0.11618424941954231,0.027077305706421105,-0.13137852539589384,0.012354455911683132,-0.22015621544805797,-0.00467455026185986,,,False,,,,
R18_T_ventana,Reducción,termico,twmean,f_metal,dev,299,-0.0775964624812013,0.18084216480839888,-0.10372633389642794,0.07330662300559904,-0.19421596937022906,0.03489454502236841,,,False,,,,
R18_T_ventana,Reducción,termico,twmean,f_metal,lockbox,63,-0.221150153609831,0.08154126547369407,-0.24241694317526893,0.05558772379169842,-0.43472526281036383,-0.005224404428844081,,,False,,,,
R18_T_ventana,Reducción,termico,twmean,f_metal,total,362,-0.11618424941954231,0.027077305706421105,-0.13137852539589398,0.012354455911683132,-0.2288252909904244,-0.008278904485905514,,,False,,,,
R18_T_ventana,Reducción,termico,twmean,f_dross,dev,299,0.05414468811025566,0.35081370255279115,0.04205598984286708,0.468764603967793,-0.048447240927618325,0.16880146347342892,-1.0,False,False,,,,
R18_T_ventana,Reducción,termico,twmean,f_dross,lockbox,63,0.06043586789554531,0.637983940859457,0.035006080715974594,0.7853362737302834,-0.17007391562620386,0.28618856502749834,-1.0,False,False,,,,
R18_T_ventana,Reducción,termico,twmean,f_dross,total,362,0.08316510168333678,0.11420104531373357,0.06082284186695447,0.24837714985239484,-0.01669310726925386,0.176372187350294,-1.0,False,False,,,,
