id,fase,familia,agg,kpi,muestra,n,rho_spearman,p_spearman,r_pearson,p_pearson,ci_low,ci_high,signo_esperado,signo_ok,dir_ok,p_bh,significativo_bh
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,rendimiento_proxy_batch,dev,298,0.09815535435611301,0.09076244507663685,-0.021886474174622163,0.7067114797147188,-0.016029667719480393,0.21391527613507813,,,True,0.18197385170279148,False
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,rendimiento_proxy_batch,lockbox,63,0.2460637480798771,0.051899878451963116,0.254384055413703,0.04422965928807545,-0.019532821095567972,0.48788508888926635,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,rendimiento_proxy_batch,total,361,0.12077715370135134,0.021720785723903135,-0.010423370469872184,0.8435438280224529,0.015993233943047632,0.21935705083195464,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_metal,dev,298,0.09815535435611301,0.09076244507663685,-0.021886474174622243,0.7067114797147159,-0.024359233050358274,0.21568294585211567,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_metal,lockbox,63,0.2460637480798771,0.051899878451963116,0.2543840554137033,0.04422965928807499,-0.018432413239822466,0.482675453432676,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_metal,total,361,0.12077715370135134,0.021720785723903135,-0.010423370469872224,0.8435438280224529,0.0177324193032911,0.22793662539113407,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_dross,dev,298,-0.07675892502271259,0.18635271474072876,-0.014481088443776623,0.8034034907676187,-0.1814732455452583,0.038690557068344955,-1.0,True,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_dross,lockbox,63,-0.47657450076804925,7.865894936057673e-05,-0.4664852849713098,0.00011642553015273935,-0.6558876441545796,-0.2621519512587499,-1.0,True,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_dross,total,361,-0.1411880238543436,0.0072153058512850615,-0.03451136354488453,0.5133460003095264,-0.23879278456336905,-0.04243792988918418,-1.0,True,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_polvo,dev,298,-0.05638731142086846,0.3320081102840351,0.0469130315615143,0.4197325820440122,-0.17437697069880745,0.061172841423244674,-1.0,True,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_polvo,lockbox,63,0.22129416282642092,0.08133786159872128,0.24100612810626038,0.05707033864338068,-0.04721242493384519,0.4295537491747079,-1.0,False,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,f_polvo,total,361,-0.012871448758564042,0.8074480967906251,0.05443455936643769,0.3023370661356293,-0.10738350881255952,0.08992545380218496,-1.0,True,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,recuperacion_real_pct,dev,298,0.09705027650752773,0.09447383532475749,0.06174738559050978,0.28802715404292234,-0.022431500633052687,0.2014537569624219,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,recuperacion_real_pct,lockbox,63,0.255568356374808,0.04321794421096373,0.19087381717360208,0.13400581143241333,-0.0003509211598534581,0.5141230771519145,,,True,,
FE01_frac_fe_retenido_oxido,Fusión,balance_Fe,ratio,recuperacion_real_pct,total,361,0.11395422986078162,0.030412411661288972,0.06272745519656517,0.23449502695642588,0.01771513835811931,0.22261980094476602,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,rendimiento_proxy_batch,dev,298,0.09808749807214966,0.09098692585139574,-0.021886474174622122,0.7067114797147188,-0.01702239599378013,0.21059687334441812,,,True,0.18197385170279148,False
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,rendimiento_proxy_batch,lockbox,63,0.2460637480798771,0.051899878451963116,0.2543840554137036,0.044229659288074985,-0.01286783452889448,0.4838406147437063,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,rendimiento_proxy_batch,total,361,0.12072997974434163,0.02177256907911969,-0.010423370469872106,0.8435438280224529,0.01373438491765659,0.22526066368301595,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_metal,dev,298,0.09808749807214966,0.09098692585139574,-0.021886474174622216,0.7067114797147159,-0.02244779909050888,0.21475357961788039,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_metal,lockbox,63,0.2460637480798771,0.051899878451963116,0.25438405541370374,0.04422965928807455,-0.009170298367517359,0.47574424686564837,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_metal,total,361,0.12072997974434163,0.02177256907911969,-0.010423370469872163,0.8435438280224529,0.0164367105602421,0.2256584976144719,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_dross,dev,298,-0.07665311992503879,0.1869622320820587,-0.014481088443776652,0.8034034907676187,-0.1931136596329621,0.049119220644513815,-1.0,True,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_dross,lockbox,63,-0.47657450076804925,7.865894936057673e-05,-0.46648528497131014,0.00011642553015273684,-0.6465138290860071,-0.26530461980525266,-1.0,True,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_dross,total,361,-0.14111640847501364,0.007245095241741845,-0.034511363544884564,0.5133460003095264,-0.24848838358323613,-0.03955808116905373,-1.0,True,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_polvo,dev,298,-0.05640408644671469,0.33186406033075994,0.04691303156151427,0.4197325820440122,-0.15797899570502824,0.05174531325497079,-1.0,True,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_polvo,lockbox,63,0.22129416282642092,0.08133786159872128,0.24100612810625996,0.0570703386433815,-0.012701122256397973,0.4404737853124317,-1.0,False,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,f_polvo,total,361,-0.012886526774214022,0.8072269556209728,0.054434559366437645,0.3023370661356293,-0.11937178440871775,0.08790474732603511,-1.0,True,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,recuperacion_real_pct,dev,298,0.09707877610745334,0.09437662231269309,0.061747385590509817,0.28802715404292234,-0.016570603846610587,0.21050778606300274,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,recuperacion_real_pct,lockbox,63,0.255568356374808,0.04321794421096373,0.19087381717360258,0.13400581143241194,0.006810887356736211,0.5184301846819555,,,True,,
FE02_frac_fe_metalizado_implicito,Fusión,balance_Fe,ratio,recuperacion_real_pct,total,361,0.11396660014612164,0.03039428994850412,0.06272745519656521,0.23449502695642482,0.007935236387275382,0.2207050710506934,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,rendimiento_proxy_batch,dev,298,0.12884586476649504,0.026137999188814817,0.09288666249064478,0.10955539701263677,0.01891573201171827,0.23934939991945264,,,True,0.10455199675525927,False
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,rendimiento_proxy_batch,lockbox,63,0.26656105990783413,0.034706374439659494,0.37638555722770606,0.002363465751808717,0.0001845650247282055,0.48190731776495066,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,rendimiento_proxy_batch,total,361,0.15861812134290362,0.0025073825958657255,0.11017374266642521,0.036401414109544,0.05463059200435246,0.2619294030964451,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_metal,dev,298,0.12884586476649504,0.026137999188814817,0.09288666249064471,0.10955539701263677,0.016467757264396286,0.24648711142597496,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_metal,lockbox,63,0.26656105990783413,0.034706374439659494,0.37638555722770634,0.002363465751808694,0.0065109376229808644,0.4834246273320701,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_metal,total,361,0.15861812134290362,0.0025073825958657255,0.11017374266642514,0.03640141410954457,0.05121024992720605,0.2618925184286684,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_dross,dev,298,-0.12246978777471919,0.03458089396618114,-0.1211966537764836,0.0365191098704064,-0.22710214549216406,-0.020310046983542045,-1.0,True,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_dross,lockbox,63,-0.4172427035330261,0.0006688652737457724,-0.4676545006681355,0.00011132260843831347,-0.6066095553180885,-0.20163744571673517,-1.0,True,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_dross,total,361,-0.17209587650428773,0.0010270547673296875,-0.14312999423337439,0.0064481383872471605,-0.26752891738286116,-0.07055392756334196,-1.0,True,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_polvo,dev,298,-0.03819909947718527,0.5112535002352598,0.004842407178393705,0.933659056675562,-0.15352091010396796,0.07997341392398641,-1.0,True,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_polvo,lockbox,63,0.1525057603686636,0.23277852420543185,0.07080017316457704,0.5813605495868439,-0.0632918073261221,0.3860834746073687,-1.0,False,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,f_polvo,total,361,-0.019373236814047328,0.7137314000942263,0.009048207864768653,0.8639696162405363,-0.1186840083371967,0.08109166254120054,-1.0,True,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,recuperacion_real_pct,dev,298,0.06646859608633755,0.25267799482592157,0.09953638268307824,0.086289309414947,-0.044631708753178324,0.17741890620850279,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,recuperacion_real_pct,lockbox,63,0.38445660522273434,0.0018649831759416898,0.34804246916992226,0.005187566437333952,0.1456606259467778,0.5914170935245153,,,True,,
FE03_fe_metalizado_implicito_kg,Fusión,balance_Fe,sum,recuperacion_real_pct,total,361,0.11843890767920089,0.024419672193376592,0.11378215272008903,0.030665454265263983,0.0062134869986629464,0.224615421081772,,,True,,
