id,fase,variante,muestra,n,coef,ci_low,ci_high,p,r2_adj,controles_usados,controles_excluidos
R03_sn_net_l03,Reducción,A_controles,lockbox,63,0.044049179825820683,-1.2928685214239108,1.3809668810755522,0.9485103978282868,0.029109364782171188,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R03_sn_net_l03,Reducción,A_controles,total,359,-0.08787988160319232,-0.5967103324084402,0.4209505692020555,0.7349830282800534,0.0035787206014767925,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R03_sn_net_l03,Reducción,B_controles_idx,dev,296,-0.08246433299811962,-0.702738070914873,0.5378094049186337,0.7944211494543792,0.0013338057167809891,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R03_sn_net_l03,Reducción,B_controles_idx,lockbox,63,0.016231082957390175,-1.3196896728474221,1.3521518387622025,0.9810017364151724,0.021026188446268912,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R03_sn_net_l03,Reducción,B_controles_idx,total,359,0.0007404924389634582,-0.5113009255707537,0.5127819104486806,0.9977384660707025,0.005644406976697214,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R03_sn_net_l03,Reducción,C_solo,dev,297,-0.09897066715999295,-0.6188811985136929,0.4209398641937071,0.7090735550079829,-0.002944256692817282,,
R03_sn_net_l03,Reducción,C_solo,lockbox,63,-0.13644521302868462,-1.4082142696863413,1.135323843628972,0.8334490788617087,-0.015496112639644899,,
R03_sn_net_l03,Reducción,C_solo,total,360,0.014506709127685813,-0.4493537451911773,0.47836716344654895,0.9511237561727625,-0.00278323897064392,,
R04_sn_net_l06,Reducción,A_controles,dev,296,-0.01674989798785642,-0.5950456484487779,0.5615458524730651,0.9547293113551274,0.002815063249432037,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R04_sn_net_l06,Reducción,A_controles,lockbox,63,0.04799246157465742,-1.2378870444764984,1.3338719676258133,0.9416858811733401,0.029129765018486076,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R04_sn_net_l06,Reducción,A_controles,total,359,0.04247336423992354,-0.4662598440125767,0.5512065724924238,0.870018945518801,0.0033264360260243375,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R04_sn_net_l06,Reducción,B_controles_idx,dev,296,0.06961974540975113,-0.5519969902846249,0.6912364811041272,0.8262514076655786,0.0012644697366293034,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R04_sn_net_l06,Reducción,B_controles_idx,lockbox,63,0.024301637472998294,-1.262922343975524,1.3115256189215205,0.970483118416807,0.02104140200889959,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R04_sn_net_l06,Reducción,B_controles_idx,total,359,0.12946780058554974,-0.3778720048277058,0.6368076059988053,0.6169608261808748,0.006327328122266773,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R04_sn_net_l06,Reducción,C_solo,dev,297,0.014934462454166563,-0.5078120610463607,0.5376809859546937,0.9553460692850352,-0.003379811204825778,,
R04_sn_net_l06,Reducción,C_solo,lockbox,63,-0.07390585269655237,-1.3078288445040978,1.160017139110993,0.9065493451758067,-0.016114738469409806,,
R04_sn_net_l06,Reducción,C_solo,total,360,0.11670879306482984,-0.34569948118905564,0.5791170673187154,0.6208246381610862,-0.0021423531402655627,,
R05_sn_net_l10,Reducción,A_controles,dev,296,0.17491081455247937,-0.4150193297987387,0.7648409589036974,0.5611610748921714,0.004028745196835937,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R05_sn_net_l10,Reducción,A_controles,lockbox,63,0.05178468687978066,-1.1569068907709892,1.2604762645305505,0.933078778032295,0.029155999216066264,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R05_sn_net_l10,Reducción,A_controles,total,359,0.22104838795375903,-0.2860578005758927,0.7281545764834108,0.3929103186586115,0.005362377644717253,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R05_sn_net_l10,Reducción,B_controles_idx,dev,296,0.28042053437377845,-0.3425518488721008,0.9033929176196577,0.3776444380823589,0.0038763661920829806,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R05_sn_net_l10,Reducción,B_controles_idx,lockbox,63,0.03361972485932352,-1.179820854430636,1.247060304149283,0.9566937685427561,0.021069641565542585,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R05_sn_net_l10,Reducción,B_controles_idx,total,359,0.2996222890016841,-0.20166290735474968,0.8009074853581178,0.24140323684220888,0.009391972086463363,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R05_sn_net_l10,Reducción,C_solo,dev,297,0.17817194900474967,-0.3486854823151191,0.7050293803246184,0.5074471067311966,-0.0019878805168520586,,
R05_sn_net_l10,Reducción,C_solo,lockbox,63,0.0034606921099662458,-1.1703132573542092,1.1772346415741417,0.9953893279604774,-0.016392780108170024,,
R05_sn_net_l10,Reducción,C_solo,total,360,0.25743440694067266,-0.20270358370167213,0.7175723975830175,0.27284019615667343,0.00037385625526631383,,
R06_frac_sn,Reducción,A_controles,dev,291,0.510505808526274,0.11918939794798056,0.9018222191045675,0.010559710719106484,0.017425618670365517,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R06_frac_sn,Reducción,A_controles,lockbox,63,4.376272258291745,0.7002157879416018,8.052328728641887,0.019632498895538558,0.1241229787611976,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R06_frac_sn,Reducción,A_controles,total,354,0.6127263484732444,0.39607333478157153,0.8293793621649173,2.9722373400413137e-08,0.022361851541638167,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R06_frac_sn,Reducción,B_controles_idx,dev,291,0.5072469573546854,0.09545648119557965,0.9190374335137912,0.015765473376013514,0.014886369600211724,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R06_frac_sn,Reducción,B_controles_idx,lockbox,63,4.265243412775169,0.191299984054341,8.339186841495996,0.04016986378646496,0.11016932065753682,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R06_frac_sn,Reducción,B_controles_idx,total,354,0.59704813741417,0.4127402981289305,0.7813559766994094,2.1654810135834586e-10,0.022486734134738784,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R06_frac_sn,Reducción,C_solo,dev,292,0.45171891226972405,-0.10605136032180962,1.0094891848612577,0.11244307334758737,0.007675422630011752,,
R06_frac_sn,Reducción,C_solo,lockbox,63,5.021887434893927,1.9528842741210966,8.090890595666757,0.001340623877828077,0.11235399924223233,,
R06_frac_sn,Reducción,C_solo,total,355,0.5581838645767838,0.35746252029964987,0.7589052088539178,5.024446909601895e-08,0.011918201236081005,,
R07_kapp_sn,Reducción,A_controles,dev,285,-0.1046876990314937,-0.6996177120507124,0.49024231398772505,0.7301787020274744,0.013770896889830353,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R07_kapp_sn,Reducción,A_controles,lockbox,63,1.3310029603734073,0.3697602233813079,2.2922456973655065,0.006649598477886235,0.11360275639354112,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R07_kapp_sn,Reducción,A_controles,total,348,0.14428277374958642,-0.3689821156483474,0.6575476631475202,0.581660271634173,0.01609348603918337,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R07_kapp_sn,Reducción,B_controles_idx,dev,285,-0.11338347347090372,-0.7160587778274401,0.48929183088563266,0.7123252009971726,0.011701831395305451,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R07_kapp_sn,Reducción,B_controles_idx,lockbox,63,1.2997428379053013,0.22809983609511764,2.3713858397154848,0.01744730106275169,0.09823598445882786,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R07_kapp_sn,Reducción,B_controles_idx,total,348,0.14312798707633467,-0.36741879113901965,0.653674765291689,0.5826889114678748,0.013230166657695275,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R07_kapp_sn,Reducción,C_solo,dev,286,-0.13820005955717052,-0.7072143168323906,0.4308141977180495,0.634053903597702,-0.002603397996215895,,
R07_kapp_sn,Reducción,C_solo,lockbox,63,1.5634062629556764,0.6817716822197516,2.445040843691601,0.0005096885972179697,0.10239593965029592,,
R07_kapp_sn,Reducción,C_solo,total,349,0.1480615017490255,-0.3352822788397062,0.6314052823377572,0.5482457462523043,-0.0018366905572679837,,
R08_feo_ret_frac,Reducción,A_controles,dev,285,1.2144888352495549,0.423369083675028,2.005608586824082,0.0026224541363808252,0.08467807991719345,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R08_feo_ret_frac,Reducción,A_controles,lockbox,63,-0.30484912222506866,-1.3360338438020356,0.7263355993518983,0.5623030327350467,0.03350447189421368,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R08_feo_ret_frac,Reducción,A_controles,total,348,1.0439684249187517,0.39635218595815624,1.6915846638793473,0.0015804260710503728,0.06752346117059493,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R08_feo_ret_frac,Reducción,B_controles_idx,dev,285,1.2252783482110046,0.43024074506019183,2.0203159513618174,0.0025226301993775393,0.08389295496027693,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R08_feo_ret_frac,Reducción,B_controles_idx,lockbox,63,-0.2588768438366311,-1.3201079053241611,0.8023542176508989,0.6325691602725414,0.024261060174660787,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R08_feo_ret_frac,Reducción,B_controles_idx,total,348,1.0455095360640716,0.39441994340775655,1.6965991287203868,0.0016479725576067047,0.0648168443992122,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R08_feo_ret_frac,Reducción,C_solo,dev,286,1.2076312846719763,0.45425651757133123,1.9610060517726216,0.001679423937331991,0.06595965353772926,,
R08_feo_ret_frac,Reducción,C_solo,lockbox,63,0.09273994992385726,-0.9359223259491045,1.121402225796819,0.8597422557718647,-0.015945756700153968,,
R08_feo_ret_frac,Reducción,C_solo,total,349,1.0009017704821241,0.3847525181267837,1.6170510228374646,0.0014532653218672655,0.044879751369502174,,
R09_selectividad,Reducción,A_controles,dev,283,0.39815129631978013,-0.18412414355035328,0.9804267361899135,0.18018219785481837,0.01371633913343906,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R09_selectividad,Reducción,A_controles,lockbox,63,-0.15156926733493026,-0.8261132947273231,0.5229747600574626,0.659646227420951,0.031165330267627578,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R09_selectividad,Reducción,A_controles,total,346,0.3525425022490361,-0.06977949280364337,0.7748644973017156,0.10181390793139161,0.01728773500002978,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R09_selectividad,Reducción,B_controles_idx,dev,283,0.39842783690517924,-0.17755804992700375,0.9744137237373622,0.17517245601179798,0.01013034901722143,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R09_selectividad,Reducción,B_controles_idx,lockbox,63,-0.13655423706806968,-0.8414049700636735,0.5682964959275342,0.7041580475674454,0.022776866845681698,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R09_selectividad,Reducción,B_controles_idx,total,346,0.3492206331458438,-0.077854015534282,0.7762952818259696,0.1090074596710488,0.015100475926533075,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R09_selectividad,Reducción,C_solo,dev,284,0.34586014467390697,-0.18134062688370706,0.873060916231521,0.19851374747240702,0.0009420731314830899,,
R09_selectividad,Reducción,C_solo,lockbox,63,-0.04175503339746145,-0.6675047018405165,0.5839946350455936,0.8959457796694965,-0.016223320662028584,,
R09_selectividad,Reducción,C_solo,total,347,0.33344331883379996,-0.06995034934011574,0.7368369870077156,0.10521142889705165,0.0024224123450984347,,
R10_log_selectividad,Reducción,A_controles,dev,283,-0.061140199407318796,-0.4932703271353957,0.3709899283207581,0.7815445991076135,0.008298706975558456,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R10_log_selectividad,Reducción,A_controles,lockbox,63,-0.11709284683821908,-1.2719621846731968,1.0377764909967586,0.8424803369404923,0.029535165336448177,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R10_log_selectividad,Reducción,A_controles,total,346,0.0427740476700042,-0.3373441710947519,0.4228922664347603,0.8254417717247959,0.011446877340752115,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R10_log_selectividad,Reducción,B_controles_idx,dev,283,-0.0632015090251214,-0.49181232869440367,0.3654093106441609,0.7725739599048419,0.004726743483361218,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R10_log_selectividad,Reducción,B_controles_idx,lockbox,63,-0.043577727973502345,-1.2791831345166216,1.1920276785696169,0.944890409051888,0.021084953950428864,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R10_log_selectividad,Reducción,B_controles_idx,total,346,0.04303674369196431,-0.3381178417589407,0.42419132914286933,0.8248568933060738,0.009359228464940639,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R10_log_selectividad,Reducción,C_solo,dev,284,-0.06978109412672859,-0.483039701463448,0.34347751320999087,0.7406813483239336,-0.0033108705230653346,,
R10_log_selectividad,Reducción,C_solo,lockbox,63,-0.05874455461816108,-1.1890904187647393,1.0716013095284171,0.9188676726056836,-0.016260710897254782,,
R10_log_selectividad,Reducción,C_solo,total,347,0.030355243578579716,-0.34498047229088097,0.4056909594480404,0.8740534303091553,-0.0028544532571124215,,
R11_util_carbon,Reducción,A_controles,dev,296,-0.10000682397470761,-0.6100607212569037,0.41004707330748846,0.7007618319867728,0.003977789491862782,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R11_util_carbon,Reducción,A_controles,lockbox,63,0.9008128745817854,-0.5907721641661643,2.3923979133297353,0.2365393839313379,0.057757748207570625,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R11_util_carbon,Reducción,A_controles,total,359,-0.02880612595091453,-0.5021550758740817,0.44454282397225264,0.9050570316251784,0.0038753775743133323,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R11_util_carbon,Reducción,B_controles_idx,dev,296,-0.022341579254037125,-0.5656615262143904,0.5209783677063161,0.9357643068010626,0.0018592576085709744,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R11_util_carbon,Reducción,B_controles_idx,lockbox,63,0.8904300578680808,-0.5864614091435929,2.3673215248797543,0.2373333056440844,0.04958373451352405,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R11_util_carbon,Reducción,B_controles_idx,total,359,0.08493338561229224,-0.39115977396484947,0.561026545189434,0.7266007456286043,0.00648113490851987,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R11_util_carbon,Reducción,C_solo,dev,297,-0.047623618417369146,-0.5276069745079495,0.43235973767321123,0.8458107976789204,-0.003278238675621159,,
R11_util_carbon,Reducción,C_solo,lockbox,63,0.5980203417394008,-0.7852249396213993,1.9812656231002008,0.396797872485551,-0.002945565686777174,,
R11_util_carbon,Reducción,C_solo,total,360,0.10166597253801779,-0.3452146212523401,0.5485465663283757,0.6556733814761249,-0.002294625770236758,,
R12_d_avance,Reducción,A_controles,dev,297,-0.10477289427913981,-0.6622781385959142,0.45273235003763457,0.7126202414842792,0.003134777632126884,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R12_d_avance,Reducción,A_controles,lockbox,63,0.025531726697897827,-1.3798260416528487,1.4308894950486444,0.9715953347582051,0.02905377875156867,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R12_d_avance,Reducción,A_controles,total,360,-0.09850382605991514,-0.6145896428908058,0.41758199077097546,0.7083353283318901,0.0033990052536154725,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t",
R12_d_avance,Reducción,B_controles_idx,dev,297,-0.028098117542372337,-0.6318861509099009,0.5756899158251562,0.9273260030902468,0.0009343148886252761,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R12_d_avance,Reducción,B_controles_idx,lockbox,63,0.0032682337553167073,-1.3958692302575237,1.4024056977681572,0.9963470867309,0.021015481570534567,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R12_d_avance,Reducción,B_controles_idx,total,360,0.007818450077817896,-0.5115595409102407,0.5271964410658765,0.9764623948940894,0.005397180145789049,"z_feed_sn_total_t,z_ley_sn_conc_batch_pct,z_espesor_ladrillo_norm_mm,z_frac_carga_secundaria_F,z_feed_dross_Fe_total_t,z_idx_cronologico",
R12_d_avance,Reducción,C_solo,dev,298,-0.02776700657570573,-0.5463373554358754,0.4908033422844639,0.916417970679873,-0.0033411382732957406,,
