regimen,tendencia,palanca,outcome,n,cov_iv,b_ols,t_ols,b_iv,se_iv,t_iv,ci_lo,ci_hi,t_dwh,p_dwh
TOTAL,cubica,gn,sn_perdido_escoria_frac,361,HAC,-0.027651710634362933,-0.8933157750379948,-0.21317616030490066,0.20951542978432833,-1.0174723671871835,-0.6238264026821843,0.19747408207238287,0.9510157311375034,0.3415963902461743
TOTAL,cubica,carbon,recuperacion_refinada_pct,361,HC1,0.14834838166927475,0.763293182466866,0.7627368139367307,0.9404427193525011,0.8110401603851836,-1.0805309159941716,2.6060045438676327,-0.6739356483659938,0.5003522269587928
TOTAL,cubica,carbon,recuperacion_refinada_pct,361,HAC,0.14834838166927475,0.763293182466866,0.7627368139367307,1.0612106679011268,0.718742128219724,-1.317236095149478,2.8427097230229394,-0.6739356483659938,0.5003522269587928
TOTAL,cubica,carbon,f_dross,361,HC1,-0.14761811933106284,-0.9207090909433788,0.4160387356572117,0.7406556840519217,0.5617167931273804,-1.0356464050845549,1.8677238763989783,-0.7158696438519088,0.47407184411916303
TOTAL,cubica,carbon,f_dross,361,HAC,-0.14761811933106284,-0.9207090909433788,0.4160387356572117,0.9439577404099246,0.44073872997380376,-1.4341184355462406,2.266195906860664,-0.7158696438519088,0.47407184411916303
TOTAL,cubica,carbon,f_polvo,361,HC1,-0.0013864499772402077,-0.014558766439604014,-1.2434258571769479,0.8225881686903569,-1.511601922449975,-2.8556986678100476,0.3688469534561516,2.1171419866517427,0.03424779921221358
TOTAL,cubica,carbon,f_polvo,361,HAC,-0.0013864499772402077,-0.014558766439604014,-1.2434258571769479,0.6959848832512249,-1.7865702073418699,-2.6075562283493485,0.12070451399545279,2.1171419866517427,0.03424779921221358
TOTAL,cubica,carbon,f_metal,361,HC1,0.14900456930830555,0.7531930263730046,0.8273871214971407,0.9714134077608768,0.8517353321324657,-1.0765831577141778,2.7313574007084593,-0.7290657020328442,0.46596147345256
TOTAL,cubica,carbon,f_metal,361,HAC,0.14900456930830555,0.7531930263730046,0.8273871214971407,1.1039147089473258,0.7495027603048454,-1.3362857080396178,2.991059951033899,-0.7290657020328442,0.46596147345256
TOTAL,cubica,carbon,sn_perdido_escoria_frac,361,HC1,-0.0001888646908012624,-0.006514852645723297,0.08735197414012735,0.16594860619345017,0.5263796794912463,-0.23790729399903499,0.4126112422792897,-0.5447538962412867,0.5859227912269982
