orden_escalon_fase,pct_gn_sobre_receta,exceso_medio_Nm3min,defecto_medio_Nm3min,n
0,66.29834254143645,1.039227032506526,-1.663735328696502,362.0
1,52.20994475138122,1.9161239491865114,-2.5031010224763093,362.0
2,72.92817679558011,2.1588368570241068,-2.262067551215273,362.0
3,60.49723756906077,1.62811590092633,-1.7381505076211308,362.0
