param,beta,se,t,y,wald_asimetria_t,wald_asimetria_p
const,73.8800504958064,6.917473832837541,10.680206717240429,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
x_plus,-0.6248882899714031,0.2374556769371548,-2.6315997074973554,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
x_minus,-0.2797939408379111,0.22826525873477635,-1.2257403618437024,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
x_carbon,0.10795793411044531,0.17691855224606695,0.6102126246222733,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
feed_sn_total_t,-0.024337160397751335,0.12301582182611705,-0.19783764426784003,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
ley_sn_conc_batch_pct,-0.04546474946432491,0.16964505830897933,-0.2679992563150215,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
frac_carga_secundaria_F,0.9487708608277203,5.675151320357369,0.16717983491019506,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
feed_dross_Fe_total_t,-0.14802875409629004,0.11592389154822151,-1.276947763910373,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
idx_cronologico,0.0027675785136675388,0.0030459178096028054,0.908618907884595,recuperacion_refinada_pct,-0.9236841288207761,0.3556507977809462
