,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],y
const,1087.4002440919728,69.01470087674726,15.756066899919645,6.239736346622467e-56,952.1339159697433,1222.6665722142022,T_cierre_R
x_plus,-3.8597980182358267,2.7438517785396797,-1.4067079163766167,0.15951401735350934,-9.237648683089771,1.5180526466181181,T_cierre_R
x_minus,-0.12331188720532876,2.347407192265309,-0.05253110223553911,0.9581055135390286,-4.724145441095625,4.477521666684967,T_cierre_R
x_carbon,2.45609427541803,1.3773655427964366,1.7831826041121028,0.07455658327708259,-0.24349258200944845,5.155681132845508,T_cierre_R
feed_sn_total_t,0.6838280119486481,1.488155946414117,0.4595136777139589,0.6458653322286128,-2.23290404640214,3.600560070299436,T_cierre_R
ley_sn_conc_batch_pct,1.4966692365247605,1.7882115547592892,0.8369643024290976,0.40261263393617586,-2.008161007541821,5.001499480591342,T_cierre_R
frac_carga_secundaria_F,-164.7368984568801,63.87482859448468,-2.5790581686367835,0.009907010277072664,-289.9292620207393,-39.54453489302094,T_cierre_R
feed_dross_Fe_total_t,1.9999182800447075,1.120364813985767,1.7850598796742598,0.07425160471047194,-0.1959564049133129,4.1957929650027275,T_cierre_R
idx_cronologico,-0.5821454313376448,0.034063318717299625,-17.090097302879435,1.758801468779113e-65,-0.6489083092174612,-0.5153825534578285,T_cierre_R
