criterio,n,T_media_R_sub,T_media_R_resto,dross_sub,dross_resto,KPI_sub,KPI_resto
4_de_4,0,,,,,,
al_menos_3_de_4,4,1004.6571495027873,1045.160042383495,0.12551463093525755,0.12594037987470538,65.5077221569135,68.31090295702296
