orden_escalon_fase,gn_P1,gn_P5,gn_P95,gn_P99,carbon_P1,carbon_P5,carbon_P95,carbon_P99,o2_P1,o2_P5
0,19.768746798283814,24.872623732390228,30.87292928738064,31.076725991595232,37.35642448543711,50.10860212289147,66.14864811066657,66.38156175051454,19.618468497495293,22.025182410177532
1,15.385069953973561,18.52018308819665,28.264540783691405,29.474242944742837,18.326632733123763,21.47735718604846,42.16235963870318,47.23658665857559,13.679784398989337,16.17736778487687
2,10.40921089419165,14.021151178854485,23.391859020657005,25.855345526801194,2.871299074899582,5.532390590849377,19.183757021464995,30.281528164818102,3.6407961883121063,5.541483545621236
3,8.857399750790636,12.976838701760531,20.9564579433865,22.062863837079195,2.6954544214027467,3.4750932496966733,14.604463609813667,20.418928899830753,2.2914784553337153,3.0695947850545244
