muestra,orden,theta_sn,t_sn,theta_feo,t_feo,kg_Sn_agotado,kg_FeO_reducido,R_Sn/FeO,R_P5,R_P95,P(R<0.5),P(R<0.7),P(R<0.9),P(R>0.9)
TOTAL,R0,0.04454049749131123,3.283715482491348,-0.0035157131476263766,-1.914476405947233,542.0490999364724,48.48764813760635,11.17911717223642,6.254000716726052,25.834485298798946,0.0,0.0,0.0,0.991
TOTAL,R1,0.009573082502792388,1.3774258715692047,-0.002211143783333398,-2.1613540369000015,19.443105407999862,26.011428531245286,0.7474831835800382,-0.20347726492376111,1.9605589922674753,0.307,0.455,0.623,0.367
TOTAL,R2,0.018796105669081194,2.7844178432315756,-0.0027212422776949122,-2.89235878489144,23.641371951094204,30.168465691893115,0.7836451542660695,0.37526568816704964,1.3359899582621535,0.133,0.397,0.68,0.319
TOTAL,R3,0.02930401280941717,3.434592672504048,-0.005770892999373848,-4.3758023255943135,29.810845889862833,61.19547046787576,0.48714137928740786,0.3100706693324744,0.720067632078836,0.547,0.936,0.996,0.004
