indicador,nivel,n_twin,n_resto,media_twin,media_resto,p,q_BH
dT_escalon,escalon,159,729,-7.33238681995719,-9.233287144816059,0.16673842373661996,0.2711682775316552
presion_punta_lanza_kpa,escalon,156,715,41.04479797404239,49.67675109277023,3.266202069520159e-05,0.0002612961655616127
tiro_horno_pct,escalon,159,729,85.85450979815573,85.15534980682936,0.5668460552123067,0.647824063099779
desvio_duracion_min,escalon,159,729,-0.5471698113207547,0.03566529492455418,0.00020909516224847704,0.0008363806489939082
dross_f,batch,37,185,0.12535792028316547,0.12334306805888899,0.8487917076207755,0.8487917076207755
polvo_f,batch,37,185,0.1719686999988615,0.18031569974785147,0.1694801734572845,0.2711682775316552
sn_escoria_frac,batch,37,185,0.015248260060457056,0.015384413993141416,0.0287435221192849,0.07664939231809306
KPI,batch,37,185,69.20495741340719,68.56162829965307,0.4390155376178594,0.5853540501571458
