,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],y
const,0.7448266423132758,6.3931577946389515,0.11650371635404617,0.907253340931765,-11.785532382660588,13.27518566728714,dT_escalon
dev_gn_pos,-0.5422245457341723,0.2927838145499408,-1.8519621604345342,0.06403125675327653,-1.1160702775083107,0.03162118603996589,dT_escalon
dev_gn_neg,0.6804786379255137,0.2410775027872445,2.8226550800389245,0.004762778128665238,0.20797541497966,1.1529818608713673,dT_escalon
temperatura_horno_celsius_prev,-0.011563456604154962,0.006138444374248407,-1.8837763933587481,0.05959522799643742,-0.023594586498784348,0.0004676732904744258,dT_escalon
orden_escalon_fase,3.8205533019898272,0.32619193113098793,11.712592916517051,1.09867443733162e-31,3.1812288649255214,4.459877739054133,dT_escalon
