param,beta,se,t,y,wald_asimetria_t,wald_asimetria_p
const,-2.2124814662780445,4.780702805149725,-0.4627941866402533,f_dross,0.0055348459107631455,0.99558385444914
x_plus,0.4578080269347297,0.2115881850475796,2.16367481403455,f_dross,0.0055348459107631455,0.99558385444914
x_minus,0.45608868028831956,0.1737578112079274,2.624852817365089,f_dross,0.0055348459107631455,0.99558385444914
x_carbon,-0.2837689825200991,0.15968478003539785,-1.7770571651048714,f_dross,0.0055348459107631455,0.99558385444914
feed_sn_total_t,0.18489760867037297,0.12068396633058745,1.5320809739040746,f_dross,0.0055348459107631455,0.99558385444914
ley_sn_conc_batch_pct,0.11635434867229145,0.1495905987045383,0.7778185907398302,f_dross,0.0055348459107631455,0.99558385444914
frac_carga_secundaria_F,1.3533357756793578,4.399145862860459,0.30763603159986547,f_dross,0.0055348459107631455,0.99558385444914
feed_dross_Fe_total_t,0.0404498245493616,0.08891555841953609,0.45492403431247147,f_dross,0.0055348459107631455,0.99558385444914
idx_cronologico,-0.0049852071222196296,0.0026203614455359322,-1.9024883497322351,f_dross,0.0055348459107631455,0.99558385444914
