palanca,pct_fuera_P1_P99,pct_fuera_P5_P95,paso_max_fisico,paso_max_pct_receta,paso_P95_pct_receta
gn,0.0,7.545045045045046,3.022631387981054,16.90797031402588,12.604465557946094
carbon,2.4774774774774775,11.373873873873874,6.937751698080909,41.87650735771555,24.845027524440752
