,coef,se,t,p
const,81.39358360053318,15.712311762265855,5.18024240048528,2.2159774981405344e-07
plan_gn_futuro,-0.9440331625834585,0.46041968906208436,-2.0503753097669164,0.04032782065548654
plan_gn,0.46756718563498567,0.42893173093561593,1.0900736688682262,0.275680694117553
feed_sn_total_t,-0.06511308163177916,0.11892392551501624,-0.5475187717677339,0.5840223775397977
ley_sn_conc_batch_pct,0.06219438968966767,0.17401723873852454,0.35740361208190385,0.720789673042546
frac_carga_secundaria_F,2.3107050013983894,5.499088919259311,0.4201977882746485,0.6743409703510947
feed_dross_Fe_total_t,-0.171625440500296,0.11603830179095945,-1.4790412980144745,0.13912927760463029
idx_cronologico,0.003613381012415557,0.0034085659185848593,1.0600883476285332,0.2891044084046286
