regla,y,x,n,beta,se,t
A1_T1000,recuperacion_refinada_pct,x_gn,361,-1.0466231392746588,0.4646418140421169,-2.252537562578879
A1_T1000,recuperacion_refinada_pct,x_carbon,361,1.509165160469047,0.9112060649242051,1.6562281777553585
A2_T1020,recuperacion_refinada_pct,x_gn,361,-0.5713221173312824,0.4602295398285253,-1.2413851521659136
A2_T1020,recuperacion_refinada_pct,x_carbon,361,1.3373195609120652,0.6714953311532651,1.9915545185031664
A3_espesorP20,recuperacion_refinada_pct,x_gn,361,-1.1543271972020952,0.374247941684313,-3.084391572087249
A3_espesorP20,recuperacion_refinada_pct,x_carbon,361,1.0332107461383901,0.740712122206897,1.3948883988289744
A4_recetaR0,recuperacion_refinada_pct,x_gn,361,-0.2650417548110232,0.5714806542013245,-0.46378079968679525
A4_recetaR0,recuperacion_refinada_pct,x_carbon,361,2.5741782843495917,1.2179159154658254,2.1135927789933073
