palanca,tramo,kg_FeO_reducido,kg_Sn_agotado,selectividad_FeO_por_Sn,kg_Sn_atrapado_en_dross,kg_Sn_neto_a_metal
carbon,R0_R1_temprano,-10.28803212911184,-2.527555550394286,4.070348573548446,-6.172819277467104,3.645263727072818
carbon,R2_R3_tardio,-12.10301432569916,-5.385713037545374,2.2472445600657744,-7.261808595419495,1.8760955578741214
gn,R0_R1_temprano,30.878201879340757,31.208346200637564,0.989421281115817,18.526921127604453,12.681425073033111
gn,R2_R3_tardio,39.29355307965294,19.039976853768163,2.063739540307079,23.57613184779176,-4.5361549940235975
