regla,n_batches_con_senal,prosp_n,prosp_pendiente,prosp_t,t_obs,p_perm_simple,p_corregida_maxstat_4reglas
A1_T1000,280,261,0.36582695838927654,1.187700886818462,1.187700886818462,0.08091908091908091,0.23676323676323677
A2_T1020,248,261,0.7038113713447407,2.024502795672672,2.024502795672672,0.02097902097902098,0.05094905094905095
A3_espesorP20,10,261,,,,,
A4_recetaR0,220,261,0.5718890352719541,2.330567291120585,2.330567291120585,0.007992007992007992,0.02197802197802198
