target_lag,palanca_dev,theta_lag,se,ci_lo,ci_hi,t,p,n
sn_dep,gn,0.8534943962410637,0.3308981757446215,0.2049458892316003,1.5020429032505271,2.579326387401326,0.009899320473854011,1068
sn_dep,carbon,0.018716436299835246,0.6564329919078077,-1.2678685861033405,1.3053014587030112,0.028512333369228135,0.9772535314228739,1071
feo_ret,gn,-3.929584664954344,1.998308076723006,-7.846196525346938,-0.012972804561749651,-1.9664558787143613,0.04924597413651305,1068
feo_ret,carbon,1.9174499368324682,3.931837867748807,-5.788810677005953,9.62371055067089,0.48767268675051284,0.625781701167779,1071
dT,gn,-0.0023690929618631383,0.007090072648422244,-0.016265380000543252,0.011527194076816977,-0.3341422689639624,0.7382722052610892,1072
dT,carbon,0.022726393096133796,0.015559088749795147,-0.007768860485727027,0.053221646677994616,1.4606506500217127,0.14411133870398551,1075
