pendiente_P50,IC95_lo,IC95_hi,P_mayor_0,regla
0.2959541604334518,-1.7151133794016826,1.3356257450970064,0.681,A1_T1000
0.4901303468635584,-1.6397173367995614,1.5055045601736965,0.765,A2_T1020
,,,,A3_espesorP20
0.5789451229537692,-0.6447735648786797,1.3954998703805375,0.861,A4_recetaR0
